DistEuclid_km;Abuna;Amazon1;Amazon2;Amazon5;Amazon8;Amazon9;Andira1;Apaporis;Apurimac1;Arinos;Aripuana;Bacaja;Beni;Blanco_Baures;Branco;Candeias;Canuma;Caqueta1;Chapare;Coari;Curaray;Curua;Curua_Una;Demini;Fresco;Grande;Guapore;Huallaga;Iriri;Isiboro;Itonamas;Jamanxim;Japura1;Jari;Jatapu;Javary1;Jiparana;Jurua1;Juruena1;Jutai;Luna;Madera1;Madera2;Madera3;Madera4;Madera6;Madre_Dios;Mamore1;Mamore2;Mantaro;Maranon1;Maranon3;Maranon5;Marmelos;Maues;Napo1;Napo2;Negro1;Negro2;Negro3;Negro5;Nhamunda;Orthon;Pachitea;Paru_Este;Pastaza;Purus1;Purus2;Purus3;Putumayo;Roosevelt;Santiago;Solimoes1;Solimoes2;Solimoes3;Solimoes4;Solimoes7;Solimoes8;Solimoes9;Tapajos1;Tapajos2;Tapaua;Tefe;Teles_Pires;Tigre;Trombetas1;Uatuma1;Uaupes;Ucayali1;Ucayali2;Unini;Urubamba;Xingu1;Xingu3;Xingu4;Xingu6;Yacuma
Beni;157.2400896;2006.250353;1875.17387;1543.374112;1325.405145;1153.565061;1378.753846;1110.382999;846.0128371;827.4873536;888.4730083;1768.986841;;249.4820257;1153.61731;390.8001874;1110.304125;1110.382999;534.6734647;826.1980323;1288.638008;1578.023535;1615.068098;1175.047331;1590.563972;465.0582393;150.629994;1214.89222;1670.219059;465.0582393;238.5539844;1251.104626;846.1089792;1875.17387;1268.45804;825.2412916;467.1949648;920.0421477;941.9599654;909.0456191;1153.565061;1153.565061;888.4730083;707.6210577;467.1949648;157.2400896;99.20558702;99.20558702;150.629994;846.0128371;1074.819673;1214.89222;1444.343463;707.6210577;1234.072316;1095.257367;1288.638008;1090.01369;1131.746187;1175.047331;1225.128176;1509.440962;20.44902273;935.3539982;1813.442098;1300.309856;946.043225;583.9241215;423.2777224;886.3587304;689.5066704;1444.343463;1090.01369;946.043225;826.1980323;846.1089792;886.3587304;825.2412916;1095.257367;1561.53563;1251.104626;583.9241215;851.0798712;941.9599654;1121.687847;1518.651102;1325.405145;1225.128176;1074.819673;935.3539982;1142.994106;815.1244075;1884.781832;1670.219059;1590.563972;1356.831505;302.1302442
Blanco_Baures;326.5102793;1944.54928;1813.167178;1508.45725;1323.878531;1160.754863;1361.138797;1333.791825;1019.655557;668.8888442;904.0195432;1680.403737;249.4820257;;1246.112352;444.6153437;1109.962084;1333.791825;357.1287247;928.0992333;1537.37605;1541.601694;1565.365417;1293.205791;1462.294697;297.4595925;98.96020564;1460.722941;1585.63745;297.4595925;11.4370796;1196.84929;989.8471579;1813.167178;1277.683571;1063.778807;501.8241222;1092.570014;861.6498777;1100.18131;1160.754863;1160.754863;904.0195432;744.4765893;501.8241222;326.5102793;255.2978707;255.2978707;98.96020564;1019.655557;1324.297881;1460.722941;1687.956355;744.4765893;1222.558088;1343.415724;1537.37605;1124.27395;1212.38605;1293.205791;1418.301217;1490.209814;256.4109948;1162.123471;1756.167177;1544.941949;1010.002541;719.3585927;566.0978061;1098.691885;657.3243053;1687.956355;1124.27395;1010.002541;928.0992333;989.8471579;1098.691885;1063.778807;1343.415724;1517.460832;1196.84929;719.3585927;999.8596727;861.6498777;1370.864566;1494.295154;1323.878531;1418.301217;1324.297881;1162.123471;1226.103096;1018.264282;1820.847736;1585.63745;1462.294697;1171.268509;170.0780551
Branco;996.4491388;1230.556718;1126.901741;769.1101383;499.4408991;413.5994883;597.5592681;862.337562;1783.853711;1066.604393;448.1447675;1169.408409;1153.61731;1246.112352;;801.7996884;446.4003297;862.337562;1601.993254;327.4616006;1388.73637;798.190332;882.2373088;142.2293536;1245.256231;1543.536229;1207.434089;1595.617796;1081.130298;1543.536229;1244.092119;715.5312547;374.5206931;1126.901741;427.9146153;951.6413793;747.1145824;461.3290113;780.6798475;569.397729;413.5994883;413.5994883;448.1447675;524.1151017;747.1145824;996.4491388;1063.853398;1063.853398;1207.434089;1783.853711;1346.327792;1595.617796;1806.638876;524.1151017;513.9667823;1247.876401;1388.73637;293.4017006;66.22781966;142.2293536;640.8569428;678.1871936;1133.175437;1624.04394;1058.499176;1680.715168;258.4930954;578.3929315;733.8415017;713.8755211;697.9268349;1806.638876;293.4017006;258.4930954;327.4616006;374.5206931;713.8755211;951.6413793;1247.876401;821.8443387;715.5312547;578.3929315;387.2927928;780.6798475;1417.008196;706.5543728;499.4408991;640.8569428;1346.327792;1624.04394;50.29930936;1663.094735;1142.903407;1081.130298;1245.256231;1410.641746;1399.63742
Candeias;248.3146541;1627.307976;1497.034485;1157.133992;934.6425585;762.7912138;989.3883914;1015.676636;1192.297628;593.7403583;497.7160624;1406.78178;390.8001874;444.6153437;801.7996884;;719.6956162;1015.676636;801.3226278;484.2735419;1348.223423;1192.045448;1233.334562;850.5529975;1266.393963;741.8794028;409.6097332;1374.09342;1306.393327;741.8794028;442.3536629;875.0194734;563.8350242;1497.034485;877.87115;821.0663638;77.81315565;690.8215916;594.0912901;724.5703853;762.7912138;762.7912138;497.7160624;318.6051493;77.81315565;248.3146541;291.768926;291.768926;409.6097332;1192.297628;1177.946842;1374.09342;1611.90504;318.6051493;844.2600079;1153.494863;1348.223423;703.142872;769.7932462;850.5529975;1033.276201;1119.974682;372.0184122;1192.880039;1433.588394;1465.610205;571.3968217;302.290027;193.1165866;765.3587899;320.299701;1611.90504;703.142872;571.3968217;484.2735419;563.8350242;765.3587899;821.0663638;1153.494863;1178.061639;875.0194734;302.290027;577.5562672;594.0912901;1239.453178;1130.035722;934.6425585;1033.276201;1177.946842;1192.880039;783.0482074;1127.237674;1507.469443;1306.393327;1266.393963;1124.88862;599.2645638
Canuma;965.1871842;942.6692758;818.4652338;455.1480329;215.729654;58.39242031;274.770002;1231.598929;1882.927724;713.8276156;224.7493828;792.5707453;1110.304125;1109.962084;446.4003297;719.6956162;;1231.598929;1438.935868;475.3117655;1725.684889;490.3455329;549.8165636;586.425868;808.8440518;1393.430783;1106.962895;1873.777966;694.7179901;1393.430783;1112.082232;278.0839575;640.9057985;818.4652338;170.068308;1226.896088;643.1447816;795.1038594;386.9118103;899.2143975;58.39242031;58.39242031;224.7493828;410.3763392;643.1447816;965.1871842;1011.135375;1011.135375;1106.962895;1882.927724;1635.233376;1873.777966;2101.496214;410.3763392;129.8619268;1559.439858;1725.684889;154.1472737;380.3680139;586.425868;1059.996116;403.544254;1091.675634;1809.582311;750.5175328;1964.135871;301.6930221;668.2287406;765.5160152;1029.426364;454.9461845;2101.496214;154.1472737;301.6930221;475.3117655;640.9057985;1029.426364;1226.896088;1559.439858;488.8320237;278.0839575;668.2287406;664.0514661;386.9118103;1705.606187;417.2367289;215.729654;1059.996116;1635.233376;1809.582311;396.1986114;1793.689317;831.5995742;694.7179901;808.8440518;974.6350226;1279.150292
Caqueta1;1008.260346;2092.877619;1987.796652;1625.248823;1349.14009;1223.300792;1445.93253;0;1284.459047;1570.25583;1094.233129;2012.835069;1110.382999;1333.791825;862.337562;1015.676636;1231.598929;;1643.646342;777.8488566;534.6893852;1655.917081;1736.800748;742.8787797;2028.450096;1573.729914;1245.614657;800.0917694;1918.931511;1573.729914;1325.14199;1506.714441;600.5620535;1987.796652;1273.747494;328.3119824;1030.031211;437.3138286;1417.75328;339.626207;1223.300792;1223.300792;1094.233129;1001.023535;1030.031211;1008.260346;1078.575582;1078.575582;1245.614657;1284.459047;557.692789;800.0917694;979.5776002;1001.023535;1336.696753;432.8421157;534.6893852;1090.380539;909.6984965;742.8787797;300.1041867;1537.802482;1095.572003;985.3372573;1919.049113;872.5716789;932.1768324;740.6266276;824.6717617;250.7972663;1186.835197;979.5776002;1090.380539;932.1768324;777.8488566;600.5620535;250.7972663;328.3119824;432.8421157;1675.193329;1506.714441;740.6266276;576.4534304;1417.75328;620.9007818;1565.075086;1349.14009;300.1041867;557.692789;985.3372573;902.2783321;1123.532299;2003.580793;1918.931511;2028.450096;2056.51366;1411.574302
Chapare;661.0408097;2217.585091;2087.731804;1809.569012;1648.739147;1492.473233;1676.181956;1643.646342;1032.518252;884.4963865;1243.849372;1931.513361;534.6734647;357.1287247;1601.993254;801.3226278;1438.935868;1643.646342;;1285.164392;1773.999486;1841.092264;1854.28927;1650.31779;1672.267718;69.95415601;416.2496001;1637.214807;1842.75745;69.95415601;360.4235658;1490.092154;1343.958355;2087.731804;1608.647178;1349.08153;855.6882268;1439.164404;1146.665622;1437.983083;1492.473233;1492.473233;1243.849372;1093.916022;855.6882268;661.0408097;585.2941596;585.2941596;416.2496001;1032.518252;1545.125281;1637.214807;1846.981529;1093.916022;1543.578048;1588.260684;1773.999486;1467.508768;1566.766387;1650.31779;1755.622213;1802.257289;550.8972465;1277.567631;2035.736825;1712.447281;1362.441788;1073.504722;917.182055;1420.925445;984.3421928;1846.981529;1467.508768;1362.441788;1285.164392;1343.958355;1420.925445;1349.08153;1588.260684;1811.620436;1490.092154;1073.504722;1353.019656;1146.665622;1580.320128;1802.936796;1648.739147;1755.622213;1545.125281;1277.567631;1580.817652;1087.580043;2093.561909;1842.75745;1672.267718;1300.405211;232.5433159
Coari;669.0669096;1402.275321;1283.118774;914.2432149;641.2057639;483.046403;728.038114;777.8488566;1485.081052;863.2171945;316.4849324;1267.814866;826.1980323;928.0992333;327.4616006;484.2735419;475.3117655;777.8488566;1285.164392;;1253.514583;948.3567;1017.301641;366.9067133;1252.641834;1224.649193;883.9247254;1400.36093;1169.589831;1224.649193;925.2835426;739.406996;177.5584653;1283.118774;566.6684134;751.9237276;439.1389412;345.063417;650.7390822;438.5234268;483.046403;483.046403;316.4849324;265.0480475;439.1389412;669.0669096;737.0245287;737.0245287;883.9247254;1485.081052;1160.302943;1400.36093;1626.74172;265.0480475;596.2477743;1084.522926;1253.514583;361.7173202;311.0257436;366.9067133;666.338698;843.3969263;805.7535528;1363.292136;1214.15326;1490.261665;180.6134342;255.4044272;406.9902649;559.0835348;465.5328573;1626.74172;361.7173202;180.6134342;0;177.5584653;559.0835348;751.9237276;1084.522926;955.2182487;739.406996;255.4044272;201.6802396;650.7390822;1230.803648;864.6648139;641.2057639;666.338698;1160.302943;1363.292136;320.2409804;1375.609952;1297.232258;1169.589831;1252.641834;1299.360923;1077.076013
Curaray;1245.448153;2616.420921;2507.419937;2141.091357;1863.324283;1725.166857;1958.233892;534.6893852;1083.277998;1939.957681;1560.277639;2516.661348;1288.638008;1537.37605;1388.73637;1348.223423;1725.684889;534.6893852;1773.999486;1253.514583;;2172.959718;2250.665832;1275.030282;2498.564722;1706.734729;1439.021027;347.6703426;2419.963348;1706.734729;1526.691068;1992.888248;1084.94777;2507.419937;1787.173354;532.1543646;1387.723846;939.9833763;1852.038536;831.5940237;1725.166857;1725.166857;1560.277639;1432.66931;1387.723846;1245.448153;1297.934522;1297.934522;1439.021027;1083.277998;238.8759771;347.6703426;461.2767707;1432.66931;1839.642923;196.5917326;2.32831E-13;1594.333478;1431.53496;1275.030282;820.2396941;2057.312711;1280.969503;708.5512611;2438.30665;386.9359405;1424.197933;1138.747625;1160.848036;696.3486998;1592.760588;461.2767707;1594.333478;1424.197933;1253.514583;1084.94777;696.3486998;532.1543646;196.5917326;2188.538907;1992.888248;1138.747625;1062.075876;1852.038536;236.2015711;2083.351863;1863.324283;820.2396941;238.8759771;708.5512611;1425.731059;918.1607833;2522.80482;2419.963348;2498.564722;2460.445449;1558.879223
Curua;1440.249888;454.3770102;335.7902194;35.28197309;310.4475024;467.8347057;220.4460393;1655.917081;2370.16012;999.9163842;711.3256527;390.972858;1578.023535;1541.601694;798.190332;1192.045448;490.3455329;1655.917081;1841.092264;948.3567;2172.959718;;90.40935993;931.8558205;603.9687454;1805.253914;1554.912582;2346.467056;324.3894092;1805.253914;1545.662216;351.8050902;1097.351161;335.7902194;386.7028614;1695.915551;1114.26533;1233.030193;695.3848842;1341.746705;467.8347057;467.8347057;711.3256527;895.745189;1114.26533;1440.249888;1479.202626;1479.202626;1554.912582;2370.16012;2103.174262;2346.467056;2569.434602;895.745189;360.6298165;2018.147472;2172.959718;587.6690756;746.5996901;931.8558205;1436.312377;121.9386155;1560.441827;2298.803667;266.5593837;2435.529788;767.8325883;1157.644137;1254.415601;1480.881546;893.1025177;2569.434602;587.6690756;767.8325883;948.3567;1097.351161;1480.881546;1695.915551;2018.147472;52.29627475;351.8050902;1157.644137;1118.521124;695.3848842;2174.055817;91.88254283;310.4475024;1436.312377;2103.174262;2298.803667;754.9976826;2283.566304;350.5987493;324.3894092;603.9687454;996.9743454;1711.323603
Curua_Una;1481.532586;395.8694201;268.9362802;113.7306353;387.8553114;534.3233768;292.5135052;1736.800748;2418.640915;996.8086306;764.6896241;300.5681595;1615.068098;1565.365417;882.2373088;1233.334562;549.8165636;1736.800748;1854.28927;1017.301641;2250.665832;90.40935993;;1017.498344;529.966903;1821.420561;1584.082773;2417.403074;236.5976468;1821.420561;1570.018323;368.5688583;1171.1597;268.9362802;463.7297033;1767.672729;1155.581905;1310.815377;708.4384077;1419.077311;534.3233768;534.3233768;764.6896241;946.4526209;1155.581905;1481.532586;1516.851799;1516.851799;1584.082773;2418.640915;2175.624777;2417.403074;2642.140316;946.4526209;422.4540559;2093.144527;2250.665832;659.5374023;828.8869654;1017.498344;1521.773448;210.9350403;1598.051417;2358.763614;201.9988244;2506.986;837.5346496;1217.666274;1306.907038;1556.819606;926.298601;2642.140316;659.5374023;837.5346496;1017.301641;1171.1597;1556.819606;1767.672729;2093.144527;62.28458276;368.5688583;1217.666274;1192.832318;708.4384077;2246.387989;179.8340293;387.8553114;1521.773448;2175.624777;2358.763614;837.9922775;2336.653527;281.8053069;236.5976468;529.966903;946.9057132;1734.258291
Demini;1019.815261;1355.884107;1256.473908;903.926351;638.3757876;555.4021028;736.33017;742.8787797;1746.355997;1177.254349;563.6663084;1307.65923;1175.047331;1293.205791;142.2293536;850.5529975;586.425868;742.8787797;1650.31779;366.9067133;1275.030282;931.8558205;1017.498344;;1387.419682;1588.836765;1244.856066;1500.104665;1220.67194;1588.836765;1290.005412;857.3963148;342.5655321;1256.473908;568.2806186;867.7053045;805.6854979;376.9247339;906.0140028;478.03194;555.4021028;555.4021028;563.6663084;606.3079743;805.6854979;1019.815261;1091.259672;1091.259672;1244.856066;1746.355997;1249.779158;1500.104665;1703.936666;606.3079743;656.1468528;1144.510189;1275.030282;432.5415678;206.7740764;0;504.4582357;810.7331822;1154.691414;1559.684189;1188.698956;1582.699263;363.4074746;591.1237939;751.8806474;621.5180311;794.6554436;1703.936666;432.5415678;363.4074746;366.9067133;342.5655321;621.5180311;867.7053045;1144.510189;957.8809913;857.3963148;591.1237939;346.7882843;906.0140028;1319.728919;839.9813277;638.3757876;504.4582357;1249.779158;1559.684189;192.1457583;1616.705152;1272.751732;1220.67194;1387.419682;1543.557708;1438.564535
Fresco;1492.967837;673.9690562;578.3128738;605.5674272;776.8203811;832.6859959;690.3502289;2028.450096;2435.583053;797.7316249;939.3067996;348.8347169;1590.563972;1462.294697;1245.256231;1266.393963;808.8440518;2028.450096;1672.267718;1252.641834;2498.564722;603.9687454;529.966903;1387.419682;;1658.251905;1512.624149;2601.815521;321.8606833;1658.251905;1470.205178;531.5199124;1428.659707;578.3128738;832.7814115;1977.63456;1197.337652;1591.552899;674.8677647;1690.419649;832.6859959;832.6859959;939.3067996;1073.642165;1197.337652;1492.967837;1502.728805;1502.728805;1512.624149;2435.583053;2378.551534;2601.815521;2837.176495;1073.642165;732.9626331;2320.180627;2498.564722;961.2344008;1181.049871;1387.419682;1868.832228;694.3795385;1578.195943;2458.615281;569.1079265;2693.888922;1098.723686;1373.198965;1404.630135;1810.017586;952.7917074;2837.176495;961.2344008;1098.723686;1252.641834;1428.659707;1810.017586;1977.63456;2320.180627;552.4509999;531.5199124;1373.198965;1452.670146;674.8677647;2446.532055;665.2279313;776.8203811;1868.832228;2378.551534;2458.615281;1195.282235;2387.687909;573.1017837;321.8606833;0;489.3918696;1615.790725
Grande;593.5017886;2189.456896;2059.038407;1773.222606;1604.882741;1446.079978;1635.50832;1573.729914;988.5702015;864.6613598;1194.142363;1908.510242;465.0582393;297.4595925;1543.536229;741.8794028;1393.430783;1573.729914;69.95415601;1224.649193;1706.734729;1805.253914;1821.420561;1588.836765;1658.251905;;349.7761048;1574.856157;1818.10743;0;299.5489134;1455.369038;1279.370476;2059.038407;1562.647342;1279.284438;798.8907068;1372.155404;1112.991933;1369.615454;1446.079978;1446.079978;1194.142363;1039.837599;798.8907068;593.5017886;517.6972941;517.6972941;349.7761048;988.5702015;1478.750163;1574.856157;1786.792963;1039.837599;1500.844104;1520.305348;1706.734729;1416.618597;1509.744314;1588.836765;1687.065699;1762.663079;481.4698537;1220.893727;2005.650051;1651.132607;1306.788577;1009.151751;851.8423745;1351.396768;938.4929288;1786.792963;1416.618597;1306.788577;1224.649193;1279.370476;1351.396768;1279.284438;1520.305348;1777.243571;1455.369038;1009.151751;1287.98268;1112.991933;1514.884802;1764.373571;1604.882741;1687.065699;1478.750163;1220.893727;1523.514383;1035.790173;2065.360848;1818.10743;1658.251905;1301.859923;163.0038945
Guapore;245.6924114;1968.947362;1837.434201;1521.061762;1322.443785;1155.05091;1366.284455;1245.614657;944.2609047;728.492572;893.1364767;1715.097689;150.629994;98.96020564;1207.434089;409.6097332;1106.962895;1245.614657;416.2496001;883.9247254;1439.021027;1554.912582;1584.082773;1244.856066;1512.624149;349.7761048;;1362.522634;1618.488926;349.7761048;87.94455292;1216.042609;930.4044025;1837.434201;1271.764738;969.5866582;476.4232406;1022.923086;889.4140734;1023.666389;1155.05091;1155.05091;893.1364767;723.3508792;476.4232406;245.6924114;170.495785;170.495785;0;944.2609047;1225.390205;1362.522634;1590.413874;723.3508792;1224.645256;1245.347577;1439.021027;1107.643249;1178.132524;1244.856066;1341.74012;1496.470776;158.4647095;1069.572581;1778.410529;1447.08552;981.0060617;660.6739091;502.3905016;1014.337523;662.6422172;1590.413874;1107.643249;981.0060617;883.9247254;930.4044025;1014.337523;969.5866582;1245.347577;1533.772625;1216.042609;660.6739091;938.5997567;889.4140734;1271.908145;1502.620361;1322.443785;1341.74012;1225.390205;1069.572581;1190.95952;933.0378994;1845.905032;1618.488926;1512.624149;1244.586121;193.7592183
Huallaga;1214.843913;2798.631951;2682.046684;2312.853849;2036.811179;1883.352303;2126.858442;800.0917694;798.9058757;1962.744397;1682.86372;2663.64637;1214.89222;1460.722941;1595.617796;1374.09342;1873.777966;800.0917694;1637.214807;1400.36093;347.6703426;2346.467056;2417.403074;1500.104665;2601.815521;1574.856157;1362.522634;;2564.014783;1574.856157;1449.393182;2124.624002;1250.889669;2682.046684;1960.933132;650.8948447;1428.985751;1134.293391;1933.37099;1026.563407;1883.352303;1883.352303;1682.86372;1529.593228;1428.985751;1214.843913;1250.380358;1250.380358;1362.522634;798.9058757;250.3699265;0;237.8308312;1529.593228;1996.565034;367.2681759;347.6703426;1758.906923;1628.212478;1500.104665;1099.976605;2237.137967;1212.626665;419.6037543;2612.900541;92.15494106;1579.870345;1230.530068;1206.293276;881.8949214;1659.663878;237.8308312;1758.906923;1579.870345;1400.36093;1250.889669;881.8949214;650.8948447;367.2681759;2355.23627;2124.624002;1230.530068;1230.826096;1933.37099;181.2808667;2260.432935;2036.811179;1099.976605;250.3699265;419.6037543;1625.608386;645.8057103;2696.463405;2564.014783;2601.815521;2498.143272;1444.323341
Iriri;1550.068596;388.4040584;271.8087889;339.0132722;582.3313322;696.2164422;484.567563;1918.931511;2498.486507;960.5837468;883.4784889;101.1455149;1670.219059;1585.63745;1081.130298;1306.393327;694.7179901;1918.931511;1842.75745;1169.589831;2419.963348;324.3894092;236.5976468;1220.67194;321.8606833;1818.10743;1618.488926;2564.014783;;1818.10743;1591.794261;443.0128899;1335.017358;271.8087889;653.3586062;1919.996162;1230.495889;1485.346928;729.9133643;1591.29012;696.2164422;696.2164422;883.4784889;1051.791665;1230.495889;1550.068596;1575.033122;1575.033122;1618.488926;2498.486507;2327.995633;2564.014783;2793.685274;1051.791665;582.3213606;2254.043149;2419.963348;828.7450277;1022.853269;1220.67194;1721.544066;437.8535025;1654.96172;2472.145885;250.1906944;2654.93717;995.8083247;1341.669272;1408.73001;1723.614704;987.1813491;2793.685274;828.7450277;995.8083247;1169.589831;1335.017358;1723.614704;1919.996162;2254.043149;280.4372698;443.0128899;1341.669272;1357.919439;729.9133643;2398.089828;406.1770214;582.3313322;1721.544066;2327.995633;2472.145885;1034.036399;2430.12085;271.0611991;0;321.8606833;788.4639233;1749.970954
Isiboro;593.5017886;2189.456896;2059.038407;1773.222606;1604.882741;1446.079978;1635.50832;1573.729914;988.5702015;864.6613598;1194.142363;1908.510242;465.0582393;297.4595925;1543.536229;741.8794028;1393.430783;1573.729914;69.95415601;1224.649193;1706.734729;1805.253914;1821.420561;1588.836765;1658.251905;0;349.7761048;1574.856157;1818.10743;;299.5489134;1455.369038;1279.370476;2059.038407;1562.647342;1279.284438;798.8907068;1372.155404;1112.991933;1369.615454;1446.079978;1446.079978;1194.142363;1039.837599;798.8907068;593.5017886;517.6972941;517.6972941;349.7761048;988.5702015;1478.750163;1574.856157;1786.792963;1039.837599;1500.844104;1520.305348;1706.734729;1416.618597;1509.744314;1588.836765;1687.065699;1762.663079;481.4698537;1220.893727;2005.650051;1651.132607;1306.788577;1009.151751;851.8423745;1351.396768;938.4929288;1786.792963;1416.618597;1306.788577;1224.649193;1279.370476;1351.396768;1279.284438;1520.305348;1777.243571;1455.369038;1009.151751;1287.98268;1112.991933;1514.884802;1764.373571;1604.882741;1687.065699;1478.750163;1220.893727;1523.514383;1035.790173;2065.360848;1818.10743;1658.251905;1301.859923;163.0038945
Itonamas;318.4618992;1949.865518;1818.453428;1512.433777;1326.247518;1162.586884;1364.256514;1325.14199;1009.205689;677.4849639;905.1364271;1686.76583;238.5539844;11.4370796;1244.092119;442.3536629;1112.082232;1325.14199;360.4235658;925.2835426;1526.691068;1545.662216;1570.018323;1290.005412;1470.205178;299.5489134;87.94455292;1449.393182;1591.794261;299.5489134;;1201.465368;985.1485371;1818.453428;1279.530149;1054.065918;500.812042;1086.566135;867.0507873;1093.237461;1162.586884;1162.586884;905.1364271;744.2868621;500.812042;318.4618992;246.5665836;246.5665836;87.94455292;1009.205689;1313.334724;1449.393182;1676.567816;744.2868621;1225.293172;1332.825601;1526.691068;1124.833813;1210.891669;1290.005412;1411.402655;1493.482288;245.7771815;1150.73333;1761.229903;1533.576623;1009.058657;714.6133103;560.5827951;1090.611151;660.0809134;1676.567816;1124.833813;1009.058657;925.2835426;985.1485371;1090.611151;1054.065918;1332.825601;1521.843883;1201.465368;714.6133103;994.9310247;867.0507873;1359.779966;1497.797413;1326.247518;1411.402655;1313.334724;1150.73333;1224.505626;1007.191283;1826.218904;1591.794261;1470.205178;1181.274097;167.1529573
Jamanxim;1122.017228;755.2299726;624.0739679;321.7095546;289.089063;301.9958836;241.7273804;1506.714441;2066.123601;653.4753295;441.9381435;544.009303;1251.104626;1196.84929;715.5312547;875.0194734;278.0839575;1506.714441;1490.092154;739.406996;1992.888248;351.8050902;368.5688583;857.3963148;531.5199124;1455.369038;1216.042609;2124.624002;443.0128899;1455.369038;1201.465368;;911.1888414;624.0739679;322.729396;1484.22542;797.833639;1069.516673;343.7142432;1171.780509;301.9958836;301.9958836;441.9381435;608.9930825;797.833639;1122.017228;1153.596643;1153.596643;1216.042609;2066.123601;1891.166931;2124.624002;2355.781383;608.9930825;211.9510177;1821.812655;1992.888248;429.7294216;650.6831827;857.3963148;1337.758578;337.2020128;1234.581189;2029.71332;563.0351308;2215.884557;574.5650132;899.1855153;967.1425052;1298.096935;561.6242301;2355.781383;429.7294216;574.5650132;739.406996;911.1888414;1298.096935;1484.22542;1821.812655;321.8907556;0;899.1855153;934.8197417;343.7142432;1960.839279;328.0528767;289.089063;1337.758578;1891.166931;2029.71332;665.3470183;1992.204277;633.7429892;443.0128899;531.5199124;758.4024074;1365.859456
Japura1;694.608794;1548.147497;1433.139682;1064.25211;787.0393453;640.9983935;879.0378411;600.5620535;1412.272621;1019.459943;494.0235325;1431.883904;846.1089792;989.8471579;374.5206931;563.8350242;640.9057985;600.5620535;1343.958355;177.5584653;1084.94777;1097.351161;1171.1597;342.5655321;1428.659707;1279.370476;930.4044025;1250.889669;1335.017358;1279.370476;985.1485371;911.1888414;;1433.139682;710.9095047;600.047281;539.7617898;168.4664881;825.5439298;261.7600078;640.9983935;640.9983935;494.0235325;423.1610256;539.7617898;694.608794;768.6896409;768.6896409;930.4044025;1412.272621;1006.077573;1250.889669;1472.141647;423.1610256;755.4694803;922.1978467;1084.94777;511.8178917;389.559369;342.5655321;502.5131425;986.4819982;826.0393706;1251.583803;1363.901728;1339.175339;339.280238;270.5433357;428.3220301;388.6018265;621.8898868;1472.141647;511.8178917;339.280238;177.5584653;0;388.6018265;600.047281;922.1978467;1108.875479;911.1888414;270.5433357;24.12782912;825.5439298;1077.013696;1010.245611;787.0393453;502.5131425;1006.077573;1251.583803;391.1090007;1289.041536;1447.889339;1335.017358;1428.659707;1472.308837;1123.333665
Jari;1744.790112;131.5153323;0;369.192993;646.1714106;800.9612219;555.2645149;1987.796652;2685.093035;1212.871616;1033.422437;232.4716089;1875.17387;1813.167178;1126.901741;1497.034485;818.4652338;1987.796652;2087.731804;1283.118774;2507.419937;335.7902194;268.9362802;1256.473908;578.3128738;2059.038407;1837.434201;2682.046684;271.8087889;2059.038407;1818.453428;624.0739679;1433.139682;;722.3939308;2031.60155;1419.464768;1567.763494;951.5737561;1676.657938;800.9612219;800.9612219;1033.422437;1214.547272;1419.464768;1744.790112;1777.589818;1777.589818;1837.434201;2685.093035;2438.946128;2682.046684;2905.22225;1214.547272;690.4134316;2353.732157;2507.419937;923.1415201;1078.162086;1256.473908;1759.887357;450.2802202;1858.611836;2627.67509;69.24991186;2771.204622;1102.790547;1486.510342;1575.177534;1816.2913;1185.677111;2905.22225;923.1415201;1102.790547;1283.118774;1433.139682;1816.2913;2031.60155;2353.732157;329.6542112;624.0739679;1486.510342;1454.285733;951.5737561;2509.8212;424.1327879;646.1714106;1759.887357;2438.946128;2627.67509;1085.583453;2604.781968;17.11127427;271.8087889;578.3128738;1057.573807;1980.549864
