DistEuclid_km;Abuna;Amazon1;Amazon2;Amazon5;Amazon8;Amazon9;Andira1;Apaporis;Apurimac1;Arinos;Aripuana;Bacaja;Beni;Blanco_Baures;Branco;Candeias;Canuma;Caqueta1;Chapare;Coari;Curaray;Curua;Curua_Una;Demini;Fresco;Grande;Guapore;Huallaga;Iriri;Isiboro;Itonamas;Jamanxim;Japura1;Jari;Jatapu;Javary1;Jiparana;Jurua1;Juruena1;Jutai;Luna;Madera1;Madera2;Madera3;Madera4;Madera6;Madre_Dios;Mamore1;Mamore2;Mantaro;Maranon1;Maranon3;Maranon5;Marmelos;Maues;Napo1;Napo2;Negro1;Negro2;Negro3;Negro5;Nhamunda;Orthon;Pachitea;Paru_Este;Pastaza;Purus1;Purus2;Purus3;Putumayo;Roosevelt;Santiago;Solimoes1;Solimoes2;Solimoes3;Solimoes4;Solimoes7;Solimoes8;Solimoes9;Tapajos1;Tapajos2;Tapaua;Tefe;Teles_Pires;Tigre;Trombetas1;Uatuma1;Uaupes;Ucayali1;Ucayali2;Unini;Urubamba;Xingu1;Xingu3;Xingu4;Xingu6;Yacuma
Madera4;326.127189;1549.669988;1419.464768;1079.364934;858.400408;687.1315137;912.0679055;1030.031211;1268.7945;553.100414;422.3076471;1331.039559;467.1949648;501.8241222;747.1145824;77.81315565;643.1447816;1030.031211;855.6882268;439.1389412;1387.723846;1114.26533;1155.581905;805.6854979;1197.337652;798.8907068;476.4232406;1428.985751;1230.495889;798.8907068;500.812042;797.833639;539.7617898;1419.464768;802.6873852;857.0105708;0;679.3986175;523.1904259;724.3727679;687.1315137;687.1315137;422.3076471;247.0216976;;326.127189;368.0067472;368.0067472;476.4232406;1268.7945;1226.053381;1428.985751;1666.749802;247.0216976;767.0972503;1194.681043;1387.723846;631.742958;711.108807;805.6854979;1024.891699;1042.697805;448.6951104;1261.329405;1355.914049;1520.847872;508.2466493;295.776959;227.357646;779.3078457;246.664147;1666.749802;631.742958;508.2466493;439.1389412;539.7617898;779.3078457;857.0105708;1194.681043;1100.257065;797.833639;295.776959;555.9963245;523.1904259;1289.224612;1052.535694;858.400408;1024.891699;1226.053381;1261.329405;725.1304106;1201.271237;1429.959961;1230.495889;1197.337652;1075.719973;662.233888
Madera6;0;1875.223056;1744.790112;1405.308003;1179.142431;1006.2393;1236.444082;1008.260346;949.3484332;763.7733132;741.5114257;1649.991152;157.2400896;326.5102793;996.4491388;248.3146541;965.1871842;1008.260346;661.0408097;669.0669096;1245.448153;1440.249888;1481.532586;1019.815261;1492.967837;593.5017886;245.6924114;1214.843913;1550.068596;593.5017886;318.4618992;1122.017228;694.608794;1744.790112;1119.9776;748.9740867;326.127189;778.8619868;828.9982298;777.9803827;1006.2393;1006.2393;741.5114257;558.0762394;326.127189;;75.80778034;75.80778034;245.6924114;949.3484332;1047.542711;1214.843913;1450.088638;558.0762394;1091.006908;1049.11731;1245.448153;937.5174396;974.5707253;1019.815261;1096.077575;1366.877484;136.8257327;983.1294253;1681.599973;1303.909588;790.1465767;429.0920175;268.1605575;772.1870511;563.0328296;1450.088638;937.5174396;790.1465767;669.0669096;694.608794;772.1870511;748.9740867;1049.11731;1426.366495;1122.017228;429.0920175;700.9331979;828.9982298;1101.542118;1377.504461;1179.142431;1096.077575;1047.542711;983.1294253;985.7737383;894.8297071;1755.076464;1550.068596;1492.967837;1301.37526;432.9562472
Madre_Dios;75.80778034;1908.560848;1777.589818;1444.516264;1226.283507;1054.559105;1279.572634;1078.575582;933.0132145;752.3796178;789.4844287;1674.15904;99.20558702;255.2978707;1063.853398;291.768926;1011.135375;1078.575582;585.2941596;737.0245287;1297.934522;1479.202626;1516.851799;1091.259672;1502.728805;517.6972941;170.495785;1250.380358;1575.033122;517.6972941;246.5665836;1153.596643;768.6896409;1777.589818;1169.585579;811.4962978;368.0067472;854.6455495;848.2374355;853.339553;1054.559105;1054.559105;789.4844287;609.1805938;368.0067472;75.80778034;;0;170.495785;933.0132145;1093.676272;1250.380358;1483.573349;609.1805938;1134.869828;1102.286546;1297.934522;992.2896131;1039.734245;1091.259672;1171.349696;1410.256489;81.25180511;996.4690446;1715.56324;1338.074073;850.9483975;501.6132315;340.9940426;844.8891682;592.0077007;1483.573349;992.2896131;850.9483975;737.0245287;768.6896409;844.8891682;811.4962978;1102.286546;1463.052865;1153.596643;501.6132315;775.485865;848.2374355;1145.023158;1419.530327;1226.283507;1171.349696;1093.676272;996.4690446;1051.442568;891.6610639;1787.33838;1575.033122;1502.728805;1286.921153;357.2497106
Mamore1;75.80778034;1908.560848;1777.589818;1444.516264;1226.283507;1054.559105;1279.572634;1078.575582;933.0132145;752.3796178;789.4844287;1674.15904;99.20558702;255.2978707;1063.853398;291.768926;1011.135375;1078.575582;585.2941596;737.0245287;1297.934522;1479.202626;1516.851799;1091.259672;1502.728805;517.6972941;170.495785;1250.380358;1575.033122;517.6972941;246.5665836;1153.596643;768.6896409;1777.589818;1169.585579;811.4962978;368.0067472;854.6455495;848.2374355;853.339553;1054.559105;1054.559105;789.4844287;609.1805938;368.0067472;75.80778034;0;;170.495785;933.0132145;1093.676272;1250.380358;1483.573349;609.1805938;1134.869828;1102.286546;1297.934522;992.2896131;1039.734245;1091.259672;1171.349696;1410.256489;81.25180511;996.4690446;1715.56324;1338.074073;850.9483975;501.6132315;340.9940426;844.8891682;592.0077007;1483.573349;992.2896131;850.9483975;737.0245287;768.6896409;844.8891682;811.4962978;1102.286546;1463.052865;1153.596643;501.6132315;775.485865;848.2374355;1145.023158;1419.530327;1226.283507;1171.349696;1093.676272;996.4690446;1051.442568;891.6610639;1787.33838;1575.033122;1502.728805;1286.921153;357.2497106
Mamore2;245.6924114;1968.947362;1837.434201;1521.061762;1322.443785;1155.05091;1366.284455;1245.614657;944.2609047;728.492572;893.1364767;1715.097689;150.629994;98.96020564;1207.434089;409.6097332;1106.962895;1245.614657;416.2496001;883.9247254;1439.021027;1554.912582;1584.082773;1244.856066;1512.624149;349.7761048;0;1362.522634;1618.488926;349.7761048;87.94455292;1216.042609;930.4044025;1837.434201;1271.764738;969.5866582;476.4232406;1022.923086;889.4140734;1023.666389;1155.05091;1155.05091;893.1364767;723.3508792;476.4232406;245.6924114;170.495785;170.495785;;944.2609047;1225.390205;1362.522634;1590.413874;723.3508792;1224.645256;1245.347577;1439.021027;1107.643249;1178.132524;1244.856066;1341.74012;1496.470776;158.4647095;1069.572581;1778.410529;1447.08552;981.0060617;660.6739091;502.3905016;1014.337523;662.6422172;1590.413874;1107.643249;981.0060617;883.9247254;930.4044025;1014.337523;969.5866582;1245.347577;1533.772625;1216.042609;660.6739091;938.5997567;889.4140734;1271.908145;1502.620361;1322.443785;1341.74012;1225.390205;1069.572581;1190.95952;933.0378994;1845.905032;1618.488926;1512.624149;1244.586121;193.7592183
Mantaro;949.3484332;2814.26669;2685.093035;2334.898553;2088.662358;1915.451317;2157.697624;1284.459047;0;1669.220205;1659.323344;2598.690373;846.0128371;1019.655557;1783.853711;1192.297628;1882.927724;1284.459047;1032.518252;1485.081052;1083.277998;2370.16012;2418.640915;1746.355997;2435.583053;988.5702015;944.2609047;798.9058757;2498.486507;988.5702015;1009.205689;2066.123601;1412.272621;2685.093035;2021.635155;971.7777792;1268.7945;1385.854551;1777.923279;1309.985219;1915.451317;1915.451317;1659.323344;1474.427985;1268.7945;949.3484332;933.0132145;933.0132145;944.2609047;;857.1450883;798.9058757;938.8812231;1474.427985;2012.342116;969.2708854;1083.277998;1822.594199;1787.214134;1746.355997;1542.524958;2285.74232;857.6365426;381.0156289;2620.218811;839.5548732;1650.247368;1236.752699;1117.923623;1196.811069;1511.403963;938.8812231;1822.594199;1650.247368;1485.081052;1412.272621;1196.811069;971.7777792;969.2708854;2361.216034;2066.123601;1236.752699;1403.282663;1777.923279;847.0893994;2300.162445;2088.662358;1542.524958;857.1450883;381.0156289;1792.646834;167.605919;2696.166834;2498.486507;2435.583053;2188.627553;918.2534958
Maranon1;1047.542711;2554.177106;2438.946128;2069.863829;1793.017083;1642.433205;1884.205435;557.692789;857.1450883;1771.45409;1450.655879;2426.99443;1074.819673;1324.297881;1346.327792;1177.946842;1635.233376;557.692789;1545.125281;1160.302943;238.8759771;2103.174262;2175.624777;1249.779158;2378.551534;1478.750163;1225.390205;250.3699265;2327.995633;1478.750163;1313.334724;1891.166931;1006.077573;2438.946128;1716.939901;408.3797693;1226.053381;885.1338005;1716.349078;777.0011528;1642.433205;1642.433205;1450.655879;1304.946071;1226.053381;1047.542711;1093.676272;1093.676272;1225.390205;857.1450883;;250.3699265;466.5522128;1304.946071;1756.214105;132.0547613;238.8759771;1516.268663;1380.007468;1249.779158;857.5625566;1992.48193;1068.930737;493.3609395;2369.72963;334.4992039;1338.572647;1005.491774;999.4878572;632.4524424;1447.133129;466.5522128;1516.268663;1338.572647;1160.302943;1006.077573;632.4524424;408.3797693;132.0547613;2113.373753;1891.166931;1005.491774;985.4199756;1716.349078;70.98702483;2016.320327;1793.017083;857.5625566;0;493.3609395;1377.03894;690.1854536;2453.575619;2327.995633;2378.551534;2301.413725;1334.562138
Maranon3;1214.843913;2798.631951;2682.046684;2312.853849;2036.811179;1883.352303;2126.858442;800.0917694;798.9058757;1962.744397;1682.86372;2663.64637;1214.89222;1460.722941;1595.617796;1374.09342;1873.777966;800.0917694;1637.214807;1400.36093;347.6703426;2346.467056;2417.403074;1500.104665;2601.815521;1574.856157;1362.522634;0;2564.014783;1574.856157;1449.393182;2124.624002;1250.889669;2682.046684;1960.933132;650.8948447;1428.985751;1134.293391;1933.37099;1026.563407;1883.352303;1883.352303;1682.86372;1529.593228;1428.985751;1214.843913;1250.380358;1250.380358;1362.522634;798.9058757;250.3699265;;237.8308312;1529.593228;1996.565034;367.2681759;347.6703426;1758.906923;1628.212478;1500.104665;1099.976605;2237.137967;1212.626665;419.6037543;2612.900541;92.15494106;1579.870345;1230.530068;1206.293276;881.8949214;1659.663878;237.8308312;1758.906923;1579.870345;1400.36093;1250.889669;881.8949214;650.8948447;367.2681759;2355.23627;2124.624002;1230.530068;1230.826096;1933.37099;181.2808667;2260.432935;2036.811179;1099.976605;250.3699265;419.6037543;1625.608386;645.8057103;2696.463405;2564.014783;2601.815521;2498.143272;1444.323341
Maranon5;1450.088638;3019.94789;2905.22225;2536.202069;2259.177421;2108.981623;2350.628301;979.5776002;938.8812231;2200.180562;1914.529957;2892.890578;1444.343463;1687.956355;1806.638876;1611.90504;2101.496214;979.5776002;1846.981529;1626.74172;461.2767707;2569.434602;2642.140316;1703.936666;2837.176495;1786.792963;1590.413874;237.8308312;2793.685274;1786.792963;1676.567816;2355.781383;1472.141647;2905.22225;2183.049675;874.8500148;1666.749802;1346.757296;2169.938835;1237.802957;2108.981623;2108.981623;1914.529957;1764.156503;1666.749802;1450.088638;1483.573349;1483.573349;1590.413874;938.8812231;466.5522128;237.8308312;;1764.156503;2222.73943;559.5011019;461.2767707;1982.73192;1842.739536;1703.936666;1274.066039;2458.257953;1443.013625;584.2288176;2835.99379;146.5476283;1805.123465;1464.725368;1443.760643;1094.193339;1896.790051;0;1982.73192;1805.123465;1626.74172;1472.141647;1094.193339;874.8500148;559.5011019;2579.884274;2355.781383;1464.725368;1451.243086;2169.938835;395.938827;2482.327152;2259.177421;1274.066039;466.5522128;584.2288176;1839.097397;805.7509101;2919.902298;2793.685274;2837.176495;2735.823788;1662.640974
Marmelos;558.0762394;1342.286975;1214.547272;860.4791969;622.1155489;448.6635147;684.5442379;1001.023535;1474.427985;598.9892115;185.6525639;1152.875666;707.6210577;744.4765893;524.1151017;318.6051493;410.3763392;1001.023535;1093.916022;265.0480475;1432.66931;895.745189;946.4526209;606.3079743;1073.642165;1039.837599;723.3508792;1529.593228;1051.791665;1039.837599;744.2868621;608.9930825;423.1610256;1214.547272;561.9052356;906.0572831;247.0216976;588.8108869;420.8882615;665.7615092;448.6635147;448.6635147;185.6525639;0;247.0216976;558.0762394;609.1805938;609.1805938;723.3508792;1474.427985;1304.946071;1529.593228;1764.156503;;538.8063066;1249.729181;1432.66931;384.8808123;479.726477;606.3079743;924.6663361;813.886334;688.3215976;1420.82633;1148.436255;1621.532373;271.2608855;299.5809549;360.7176584;761.6712467;200.7577104;1764.156503;384.8808123;271.2608855;265.0480475;423.1610256;761.6712467;906.0572831;1249.729181;887.9528129;608.9930825;299.5809549;445.5763334;420.8882615;1372.895167;826.811151;622.1155489;924.6663361;1304.946071;1420.82633;495.1750375;1390.249318;1226.406298;1051.791665;1073.642165;1055.906812;907.6930513
Maues;1091.006908;813.6233327;690.4134316;325.4770827;109.4429424;114.4930981;145.793031;1336.696753;2012.342116;774.32105;353.2696455;677.4200838;1234.072316;1222.558088;513.9667823;844.2600079;129.8619268;1336.696753;1543.578048;596.2477743;1839.642923;360.6298165;422.4540559;656.1468528;732.9626331;1500.844104;1224.645256;1996.565034;582.3213606;1500.844104;1225.293172;211.9510177;755.4694803;690.4134316;113.2697689;1347.897097;767.0972503;903.2051134;441.8688092;1009.58993;114.4930981;114.4930981;353.2696455;538.8063066;767.0972503;1091.006908;1134.869828;1134.869828;1224.645256;2012.342116;1756.214105;1996.565034;2222.73943;538.8063066;;1677.120259;1839.642923;246.42727;451.1884681;656.1468528;1147.660159;275.8850052;1215.736367;1938.61508;622.111261;2086.5094;417.8816037;797.284693;895.1932749;1143.578341;565.2365045;2222.73943;246.42727;417.8816037;596.2477743;755.4694803;1143.578341;1347.897097;1677.120259;360.8856358;211.9510177;797.284693;777.9321077;441.8688092;1826.813724;288.0142643;109.4429424;1147.660159;1756.214105;1938.61508;464.5024353;1923.546724;703.8675677;582.3213606;732.9626331;961.7101987;1392.415755
Napo1;1049.11731;2466.290422;2353.732157;1985.454193;1707.715211;1562.758723;1800.806962;432.8421157;969.2708854;1746.072792;1384.859809;2351.96855;1095.257367;1343.415724;1247.876401;1153.494863;1559.439858;432.8421157;1588.260684;1084.522926;196.5917326;2018.147472;2093.144527;1144.510189;2320.180627;1520.305348;1245.347577;367.2681759;2254.043149;1520.305348;1332.825601;1821.812655;922.1978467;2353.732157;1631.44961;343.969653;1194.681043;789.3443975;1667.056721;680.1130337;1562.758723;1562.758723;1384.859809;1249.729181;1194.681043;1049.11731;1102.286546;1102.286546;1245.347577;969.2708854;132.0547613;367.2681759;559.5011019;1249.729181;1677.120259;;196.5917326;1434.00523;1285.384305;1144.510189;732.8144924;1905.040668;1087.050147;616.2279009;2284.486952;442.0990518;1259.524079;952.9538844;967.455413;537.8863405;1404.191369;559.5011019;1434.00523;1259.524079;1084.522926;922.1978467;537.8863405;343.969653;0;2030.868137;1821.812655;952.9538844;900.3310625;1667.056721;188.820009;1929.907993;1707.715211;732.8144924;132.0547613;616.2279009;1281.230395;801.6654804;2368.721748;2254.043149;2320.180627;2268.990176;1369.946361
Napo2;1245.448153;2616.420921;2507.419937;2141.091357;1863.324283;1725.166857;1958.233892;534.6893852;1083.277998;1939.957681;1560.277639;2516.661348;1288.638008;1537.37605;1388.73637;1348.223423;1725.684889;534.6893852;1773.999486;1253.514583;2.32831E-13;2172.959718;2250.665832;1275.030282;2498.564722;1706.734729;1439.021027;347.6703426;2419.963348;1706.734729;1526.691068;1992.888248;1084.94777;2507.419937;1787.173354;532.1543646;1387.723846;939.9833763;1852.038536;831.5940237;1725.166857;1725.166857;1560.277639;1432.66931;1387.723846;1245.448153;1297.934522;1297.934522;1439.021027;1083.277998;238.8759771;347.6703426;461.2767707;1432.66931;1839.642923;196.5917326;;1594.333478;1431.53496;1275.030282;820.2396941;2057.312711;1280.969503;708.5512611;2438.30665;386.9359405;1424.197933;1138.747625;1160.848036;696.3486998;1592.760588;461.2767707;1594.333478;1424.197933;1253.514583;1084.94777;696.3486998;532.1543646;196.5917326;2188.538907;1992.888248;1138.747625;1062.075876;1852.038536;236.2015711;2083.351863;1863.324283;820.2396941;238.8759771;708.5512611;1425.731059;918.1607833;2522.80482;2419.963348;2498.564722;2460.445449;1558.879223
Negro1;937.5174396;1040.981375;923.1415201;553.950359;279.4893884;133.115361;367.9979839;1090.380539;1822.594199;815.2224629;225.4259863;923.6357034;1090.01369;1124.27395;293.4017006;703.142872;154.1472737;1090.380539;1467.508768;361.7173202;1594.333478;587.6690756;659.5374023;432.5415678;961.2344008;1416.618597;1107.643249;1758.906923;828.7450277;1416.618597;1124.833813;429.7294216;511.8178917;923.1415201;205.2714381;1108.580725;631.742958;656.887116;505.2079816;763.5956172;133.115361;133.115361;225.4259863;384.8808123;631.742958;937.5174396;992.2896131;992.2896131;1107.643249;1822.594199;1516.268663;1758.906923;1982.73192;384.8808123;246.42727;1434.00523;1594.333478;;227.1893621;432.5415678;908.4677608;481.7114972;1070.389454;1721.576517;854.0073787;1848.134148;181.2780288;588.1982932;709.3996238;898.7949115;494.9207757;1982.73192;0;181.2780288;361.7173202;511.8178917;898.7949115;1108.580725;1434.00523;597.2584376;429.7294216;588.1982932;533.7582895;505.2079816;1587.079008;503.0426974;279.4893884;908.4677608;1516.268663;1721.576517;243.4730022;1722.668126;937.5735474;828.7450277;961.2344008;1120.230053;1289.84653
Negro2;974.5707253;1184.993202;1078.162086;716.4836134;443.0977411;348.6919049;541.0485061;909.6984965;1787.214134;1007.290608;389.1508857;1112.567355;1131.746187;1212.38605;66.22781966;769.7932462;380.3680139;909.6984965;1566.766387;311.0257436;1431.53496;746.5996901;828.8869654;206.7740764;1181.049871;1509.744314;1178.132524;1628.212478;1022.853269;1509.744314;1210.891669;650.6831827;389.559369;1078.162086;369.7486628;980.499241;711.108807;496.1055628;716.8915355;605.2811542;348.6919049;348.6919049;389.1508857;479.726477;711.108807;974.5707253;1039.734245;1039.734245;1178.132524;1787.214134;1380.007468;1628.212478;1842.739536;479.726477;451.1884681;1285.384305;1431.53496;227.1893621;;206.7740764;698.8862044;628.1042084;1111.365317;1640.779858;1009.367882;1714.48411;209.0818941;566.2652674;716.7609152;748.5500478;645.2580595;1842.739536;227.1893621;209.0818941;311.0257436;389.559369;748.5500478;980.499241;1285.384305;767.8440963;650.6831827;566.2652674;405.5193602;716.8915355;1450.897688;655.5048899;443.0977411;698.8862044;1380.007468;1640.779858;17.59576663;1670.988175;1093.906773;1022.853269;1181.049871;1344.820217;1369.00674
Negro3;1019.815261;1355.884107;1256.473908;903.926351;638.3757876;555.4021028;736.33017;742.8787797;1746.355997;1177.254349;563.6663084;1307.65923;1175.047331;1293.205791;142.2293536;850.5529975;586.425868;742.8787797;1650.31779;366.9067133;1275.030282;931.8558205;1017.498344;0;1387.419682;1588.836765;1244.856066;1500.104665;1220.67194;1588.836765;1290.005412;857.3963148;342.5655321;1256.473908;568.2806186;867.7053045;805.6854979;376.9247339;906.0140028;478.03194;555.4021028;555.4021028;563.6663084;606.3079743;805.6854979;1019.815261;1091.259672;1091.259672;1244.856066;1746.355997;1249.779158;1500.104665;1703.936666;606.3079743;656.1468528;1144.510189;1275.030282;432.5415678;206.7740764;;504.4582357;810.7331822;1154.691414;1559.684189;1188.698956;1582.699263;363.4074746;591.1237939;751.8806474;621.5180311;794.6554436;1703.936666;432.5415678;363.4074746;366.9067133;342.5655321;621.5180311;867.7053045;1144.510189;957.8809913;857.3963148;591.1237939;346.7882843;906.0140028;1319.728919;839.9813277;638.3757876;504.4582357;1249.779158;1559.684189;192.1457583;1616.705152;1272.751732;1220.67194;1387.419682;1543.557708;1438.564535
Negro5;1096.077575;1856.628687;1759.887357;1408.269236;1140.284544;1039.641846;1238.405586;300.1041867;1542.524958;1521.964075;969.0062444;1810.263457;1225.128176;1418.301217;640.8569428;1033.276201;1059.996116;300.1041867;1755.622213;666.338698;820.2396941;1436.312377;1521.773448;504.4582357;1868.832228;1687.065699;1341.74012;1099.976605;1721.544066;1687.065699;1411.402655;1337.758578;502.5131425;1759.887357;1068.195234;571.2338917;1024.891699;345.9206119;1313.760069;318.2049974;1039.641846;1039.641846;969.0062444;924.6663361;1024.891699;1096.077575;1171.349696;1171.349696;1341.74012;1542.524958;857.5625566;1099.976605;1274.066039;924.6663361;1147.660159;732.8144924;820.2396941;908.4677608;698.8862044;504.4582357;;1315.165145;1207.384883;1268.71362;1692.419065;1171.251713;779.7581537;731.9624728;861.1979014;362.7710097;1124.20049;1274.066039;908.4677608;779.7581537;666.338698;502.5131425;362.7710097;571.2338917;732.8144924;1461.905804;1337.758578;731.9624728;481.2773621;1313.760069;921.0014567;1344.439036;1140.284544;0;857.5625566;1268.71362;687.5084066;1387.808451;1776.272993;1721.544066;1868.832228;1963.607285;1524.556914
Nhamunda;1366.877484;561.7010566;450.2802202;99.19387027;202.3693117;371.4224193;130.7030258;1537.802482;2285.74232;988.6033192;628.234996;510.5727626;1509.440962;1490.209814;678.1871936;1119.974682;403.544254;1537.802482;1802.257289;843.3969263;2057.312711;121.9386155;210.9350403;810.7331822;694.3795385;1762.663079;1496.470776;2237.137967;437.8535025;1762.663079;1493.482288;337.2020128;986.4819982;450.2802202;276.9301977;1586.250623;1042.697805;1117.929964;667.8371441;1226.953188;371.4224193;371.4224193;628.234996;813.886334;1042.697805;1366.877484;1410.256489;1410.256489;1496.470776;2285.74232;1992.48193;2237.137967;2458.257953;813.886334;275.8850052;1905.040668;2057.312711;481.7114972;628.1042084;810.7331822;1315.165145;;1491.212735;2201.212901;381.3401358;2325.63586;662.9777082;1062.350388;1167.881902;1367.274452;834.4447383;2458.257953;481.7114972;662.9777082;843.3969263;986.4819982;1367.274452;1586.250623;1905.040668;157.6518612;337.2020128;1062.350388;1007.075876;667.8371441;2063.437193;31.70462128;202.3693117;1315.165145;1992.48193;2201.212901;635.8800147;2193.845313;465.8921742;437.8535025;694.3795385;1049.596702;1660.286131
Orthon;136.8257327;1989.619409;1858.611836;1525.748585;1306.658042;1134.652158;1360.541566;1095.572003;857.6365426;818.7700159;869.5547837;1753.901006;20.44902273;256.4109948;1133.175437;372.0184122;1091.675634;1095.572003;550.8972465;805.7535528;1280.969503;1560.441827;1598.051417;1154.691414;1578.195943;481.4698537;158.4647095;1212.626665;1654.96172;481.4698537;245.7771815;1234.581189;826.0393706;1858.611836;1249.404599;813.0922853;448.6951104;900.9503688;927.2972967;890.9703924;1134.652158;1134.652158;869.5547837;688.3215976;448.6951104;136.8257327;81.25180511;81.25180511;158.4647095;857.6365426;1068.930737;1212.626665;1443.013625;688.3215976;1215.736367;1087.050147;1280.969503;1070.389454;1111.365317;1154.691414;1207.384883;1491.212735;;939.1349467;1796.678727;1298.593584;925.9090428;563.5719199;402.8912219;870.0512241;672.9602116;1443.013625;1070.389454;925.9090428;805.7535528;826.0393706;870.0512241;813.0922853;1087.050147;1544.295157;1234.581189;563.5719199;831.1285399;927.2972967;1116.751149;1500.61321;1306.658042;1207.384883;1068.930737;939.1349467;1122.594669;823.2280324;1868.310805;1654.96172;1578.195943;1349.745574;318.4661323
Pachitea;983.1294253;2752.20022;2627.67509;2263.80915;1999.156911;1831.777241;2079.497374;985.3372573;381.0156289;1746.100905;1596.079199;2573.282144;935.3539982;1162.123471;1624.04394;1192.880039;1809.582311;985.3372573;1277.567631;1363.292136;708.5512611;2298.803667;2358.763614;1559.684189;2458.615281;1220.893727;1069.572581;419.6037543;2472.145885;1220.893727;1150.73333;2029.71332;1251.583803;2627.67509;1926.593794;710.1314377;1261.329405;1183.694149;1784.39087;1090.318466;1831.777241;1831.777241;1596.079199;1420.82633;1261.329405;983.1294253;996.4690446;996.4690446;1069.572581;381.0156289;493.3609395;419.6037543;584.2288176;1420.82633;1938.61508;616.2279009;708.5512611;1721.576517;1640.779858;1559.684189;1268.71362;2201.212901;939.1349467;;2560.001017;468.4534699;1541.148304;1141.365574;1064.075519;957.2216633;1506.880021;584.2288176;1721.576517;1541.148304;1363.292136;1251.583803;957.2216633;710.1314377;616.2279009;2298.235633;2029.71332;1141.365574;1237.124593;1784.39087;473.2028736;2220.08581;1999.156911;1268.71362;493.3609395;0;1642.689719;226.8391906;2640.479645;2472.145885;2458.615281;2282.64661;1110.087272
Paru_Este;1681.599973;194.0482802;69.24991186;300.0635651;576.9234749;732.2300548;486.2017422;1919.049113;2620.218811;1165.287221;966.6120151;237.9817827;1813.442098;1756.167177;1058.499176;1433.588394;750.5175328;1919.049113;2035.736825;1214.15326;2438.30665;266.5593837;201.9988244;1188.698956;569.1079265;2005.650051;1778.410529;2612.900541;250.1906944;2005.650051;1761.229903;563.0351308;1363.901728;69.24991186;653.144395;1962.420009;1355.914049;1498.602143;895.2950645;1607.477348;732.2300548;732.2300548;966.6120151;1148.436255;1355.914049;1681.599973;1715.56324;1715.56324;1778.410529;2620.218811;2369.72963;2612.900541;2835.99379;1148.436255;622.111261;2284.486952;2438.30665;854.0073787;1009.367882;1188.698956;1692.419065;381.3401358;1796.678727;2560.001017;;2702.028183;1033.774892;1418.708896;1508.905752;1747.058923;1124.025901;2835.99379;854.0073787;1033.774892;1214.15326;1363.901728;1747.058923;1962.420009;2284.486952;261.7729828;563.0351308;1418.708896;1385.039517;895.2950645;2440.608279;354.9705267;576.9234749;1692.419065;2369.72963;2560.001017;1016.91784;2538.649323;84.55229868;250.1906944;569.1079265;1037.894819;1924.154304
Pastaza;1303.909588;2887.254363;2771.204622;2402.024227;2125.652743;1973.126755;2216.128752;872.5716789;839.5548732;2053.646886;1774.214245;2754.466599;1300.309856;1544.941949;1680.715168;1465.610205;1964.135871;872.5716789;1712.447281;1490.261665;386.9359405;2435.529788;2506.986;1582.699263;2693.888922;1651.132607;1447.08552;92.15494106;2654.93717;1651.132607;1533.576623;2215.884557;1339.175339;2771.204622;2049.686841;739.6155838;1520.847872;1219.590701;2025.525846;1111.334285;1973.126755;1973.126755;1774.214245;1621.532373;1520.847872;1303.909588;1338.074073;1338.074073;1447.08552;839.5548732;334.4992039;92.15494106;146.5476283;1621.532373;2086.5094;442.0990518;386.9359405;1848.134148;1714.48411;1582.699263;1171.251713;2325.63586;1298.593584;468.4534699;2702.028183;;1669.482615;1322.387614;1298.352192;966.8636889;1751.790353;146.5476283;1848.134148;1669.482615;1490.261665;1339.175339;966.8636889;739.6155838;442.0990518;2444.787512;2215.884557;1322.387614;1318.835688;2025.525846;263.7112891;2349.166648;2125.652743;1171.251713;334.4992039;468.4534699;1711.538126;694.7608095;2785.698924;2654.93717;2693.888922;2589.364457;1523.772978
Purus1;790.1465767;1221.673544;1102.790547;733.7919913;460.70225;303.8713995;547.591903;932.1768324;1650.247368;814.3363392;201.6556503;1092.93736;946.043225;1010.002541;258.4930954;571.3968217;301.6930221;932.1768324;1362.441788;180.6134342;1424.197933;767.8325883;837.5346496;363.4074746;1098.723686;1306.788577;981.0060617;1579.870345;995.8083247;1306.788577;1009.058657;574.5650132;339.280238;1102.790547;386.4763222;930.3706364;508.2466493;494.9516993;548.8015729;597.8922712;303.8713995;303.8713995;201.6556503;271.2608855;508.2466493;790.1465767;850.9483975;850.9483975;981.0060617;1650.247368;1338.572647;1579.870345;1805.123465;271.2608855;417.8816037;1259.524079;1424.197933;181.2780288;209.0818941;363.4074746;779.7581537;662.9777082;925.9090428;1541.148304;1033.774892;1669.482615;;413.5117635;546.0800317;727.8685002;439.490822;1805.123465;181.2780288;0;180.6134342;339.280238;727.8685002;930.3706364;1259.524079;775.3670571;574.5650132;413.5117635;362.365193;548.8015729;1409.240319;684.0724353;460.70225;779.7581537;1338.572647;1541.148304;225.0547844;1546.418653;1116.991337;995.8083247;1098.723686;1194.856276;1169.675174
