"GenusspeciesAmazonfishbase2";"Genusspecies.Amazon.fishbase";"Genusspecies.base.morpho";"EdHd";"MoBd";"JlHd";"EhBd";"BlBd";"HdBd";"PFiBd";"PFlBl";"CFdCPd";"Length";"spAmazFish"
"Abramites_hypselonotus";"Abramites.hypselonotus";"Abramites.hypselonotus";0.4687410051;0.4820635852;0.1362615854;0.396532958;2.9511115163;0.3959630957;0.2353759096;0.167899294;3.0774396448;14;"Abramites_hypselonotus"
"Acanthicus_hystrix";"Acanthicus.hystrix";"Acanthicus.hystrix";0.1449500843;0;0;0.5959105679;4.5350595737;0.7881506611;0;0.4042315405;7.7348951073;53;"Acanthicus_hystrix"
"Acanthobunocephalus_nicoi";"Acanthobunocephalus.nicoi";"Acanthobunocephalus.nicoi";0.2834706933;0.2277164509;0.291161947;0.5278726298;5.0047029103;0.5798904301;0.2492418906;0.1917964842;2.1295061613;2;"Acanthobunocephalus_nicoi"
"Acanthodoras_cataphractus";"Acanthodoras.cataphractus";"Acanthodoras.cataphractus";0.2142808753;0.3256543883;0.3016240627;0.562904181;4.8193414663;0.5244936634;0.2139760749;0.2670847905;2.0278511088;12;"Acanthodoras_cataphractus"
"Acanthodoras_depressus";"Acanthodoras.depressus";"Acanthodoras.depressus";0.3148310825;0.2424044833;0.3157804776;0.5342785869;4.7085378764;0.5613392573;0.2169354967;0.1969388802;2.3692969767;8;"Acanthodoras_depressus"
"Acanthodoras_spinosissimus";"Acanthodoras.spinosissimus";"Acanthodoras.spinosissimus";0.1700818171;0.2786563241;0.4863231164;0.4928430616;3.8403045627;0.5849118597;0.2588997457;0.2777843908;2.2986903253;14;"Acanthodoras_spinosissimus"
"Acanthopoma_annectens";"Acanthopoma.annectens";"Acanthopoma.annectens";0.3829114614;0;0.3009098164;0.3655812541;6.5331424916;0.4973488175;0.2472918903;0.1440052049;1.6874064991;12;"Acanthopoma_annectens"
"Acarichthys_heckelii";"Acarichthys.heckelii";"Acarichthys.heckelii";0.2666296296;0.3603081985;0.253437037;0.5757771211;2.8795406023;0.674996625;0.3434932825;0.2356358574;3.4426557377;13;"Acarichthys_heckelii"
"Acaronia_nassa";"Acaronia.nassa";"Acaronia.nassa";0.5128209202;0.3934154818;0.5980448229;0.5260758294;2.2488309637;0.5966255924;0.4502401264;0.3329713174;1.7861052576;15;"Acaronia_nassa"
"Acaronia_vultuosa";"Acaronia.vultuosa";"Acaronia.vultuosa";0.4181818182;0.4772582649;0.562430303;0.5568013091;2.143874428;0.6249810612;0.3939463956;0.3393003534;1.2268041237;12;"Acaronia_vultuosa"
"Acestridium_dichromum";"Acestridium.dichromum";"Acestridium.dichromum";0.3817699802;0;0;0.4736842105;11.3052684211;0.8000684211;0;0.0923477224;7.9960037501;6;"Acestridium_dichromum"
"Acestridium_discus";"Acestridium.discus";"Acestridium.discus";0.4338844924;0;0;0.484625;17.0313671875;0.8282734375;0;0.0788535859;7.2243012275;7;"Acestridium_discus"
"Acestridium_gymnogaster";"Acestridium.gymnogaster";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Acestridium_gymnogaster"
"Acestridium_martini";"Acestridium.martini";"Acestridium.martini";0.4464285714;0;0;0.647047619;17.1746031746;0.8888888889;0;0.0758082255;4.4375;7;"Acestridium_martini"
"Acestridium_scutatum";"Acestridium.scutatum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Acestridium_scutatum"
"Acestridium_triplax";"Acestridium.triplax";"Acestridium.triplax";0.2696322774;0;0;0.7409546978;13.9361559684;0.9169038481;0.3990039003;0.0874894306;2.6807932692;17.219875;"Acestridium_triplax"
"Acestrocephalus_acutus";"Acestrocephalus.acutus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Acestrocephalus_acutus"
"Acestrocephalus_boehlkei";"Acestrocephalus.boehlkei";"Acestrocephalus.boehlkei";0.5184193257;0.4816975415;1.0796190206;0.5098835794;3.5972703694;0.4732450876;0.1633749381;0.1425164735;3.4428454987;14;"Acestrocephalus_boehlkei"
"Acestrocephalus_nigrifasciatus";"Acestrocephalus.nigrifasciatus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Acestrocephalus_nigrifasciatus"
"Acestrocephalus_pallidus";"Acestrocephalus.pallidus";"Acestrocephalus.pallidus";0.5177304965;0.501897324;1.270035461;0.5399198485;3.5741363184;0.5361175961;0.1787058654;0.1738469476;3.8452380952;17.8;"Acestrocephalus_pallidus"
"Acestrocephalus_sardina";"Acestrocephalus.sardina";"Acestrocephalus.sardina";0.4862232663;0.6243076035;1.0423824206;0.6464079843;3.413600884;0.5752574272;0.1933853701;0.1446471244;3.7646353855;10;"Acestrocephalus_sardina"
"Acestrocephalus_stigmatus";"Acestrocephalus.stigmatus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Acestrocephalus_stigmatus"
"Acestrorhynchus_abbreviatus";"Acestrorhynchus.abbreviatus";"Acestrorhynchus.abbreviatus";0.4350660222;0.5167421751;0.3747635344;0.5390368579;2.9532486706;0.460783127;0.2272699759;0.1843367965;2.948838698;22;"Acestrorhynchus_abbreviatus"
"Acestrorhynchus_altus";"Acestrorhynchus.altus";"Acestrorhynchus.altus";0.3924715575;0.5470769182;1.3218872254;0.5999809726;3.6410880492;0.5735091252;0.202942902;0.1705551261;3.9400212852;23;"Acestrorhynchus_altus"
"Acestrorhynchus_falcatus";"Acestrorhynchus.falcatus";"Acestrorhynchus.falcatus";0.3926687681;0.5232280517;1.2336381511;0.6335815309;4.6344414544;0.6483013981;0.2094369018;0.1660568964;4.0136201629;27;"Acestrorhynchus_falcatus"
"Acestrorhynchus_falcirostris";"Acestrorhynchus.falcirostris";"Acestrorhynchus.falcirostris";0.4588206021;0.6440688816;1.5538158035;0.6821970424;5.8688432239;0.7203892196;0.17394533;0.1336624592;3.6793540545;40;"Acestrorhynchus_falcirostris"
"Acestrorhynchus_grandoculis";"Acestrorhynchus.grandoculis";"Acestrorhynchus.grandoculis";0.4441749208;0.5356673904;1.4514352133;0.6430400811;6.1598044696;0.771772904;0.1665778286;0.145080476;4.6410800971;11;"Acestrorhynchus_grandoculis"
"Acestrorhynchus_heterolepis";"Acestrorhynchus.heterolepis";"Acestrorhynchus.heterolepis";0.458714782;0.5032547757;1.5623716177;0.5612794591;5.111346232;0.5088030554;0.2064476171;0.0804481783;4.5156783138;32;"Acestrorhynchus_heterolepis"
"Acestrorhynchus_isalineae";"Acestrorhynchus.isalineae";"Acestrorhynchus.isalineae";0.5339890791;0.5099787721;1.5526507168;0.559917711;6.4087649272;0.6649427501;0.1550459392;0.1318997809;4.2959944548;10;"Acestrorhynchus_isalineae"
"Acestrorhynchus_lacustris";"Acestrorhynchus.lacustris";"Acestrorhynchus.lacustris";0.3839635396;0.5407534122;1.3531895915;0.5935068244;3.5082584167;0.5222857143;0.1874576888;0.1743013236;4.0097118293;27;"NO_INFO"
"Acestrorhynchus_maculipinna";"Acestrorhynchus.maculipinna";"Acestrorhynchus.maculipinna";0.515625;0.6203146067;1.762578125;0.6203146067;6.6067752809;0.7191011236;0.2192696629;0.1354230201;3.7773831776;8;"Acestrorhynchus_maculipinna"
"Acestrorhynchus_microlepis";"Acestrorhynchus.microlepis";"Acestrorhynchus.microlepis";0.4639709178;0.6545242521;0.9864880567;0.6369283347;5.4235258801;0.6955583009;0.1728071492;0.1358930636;3.9131371391;37;"Acestrorhynchus_microlepis"
"Acestrorhynchus_minimus";"Acestrorhynchus.minimus";"Acestrorhynchus.minimus";0.5290168691;0.6204298442;1.4912703487;0.6771647611;6.0564712087;0.7659967225;0.2152234926;0.1253312268;3.637711647;6;"Acestrorhynchus_minimus"
"Acestrorhynchus_nasutus";"Acestrorhynchus.nasutus";"Acestrorhynchus.nasutus";0.5560361243;0.4676852255;1.8652684838;0.5522509787;6.5996810207;0.6662679426;0.2089495433;0.1410188309;4.1884355444;7;"Acestrorhynchus_nasutus"
"Acestrorhynchus_pantaneiro";"Acestrorhynchus.pantaneiro";"Acestrorhynchus.pantaneiro";0.5602122928;0.4299206401;1.0324878416;0.4931145302;4.5780696259;0.5654747231;0.1537894396;0.1848889442;4.141025641;24;"Acestrorhynchus_pantaneiro"
"Achirus_achirus";"Achirus.achirus";"Achirus.achirus";0.3820018457;0.4422809096;0.4849258955;0.5465898739;3.9206721669;0.4829465243;0.3100744339;0.1380991757;1.2611844167;37;"NO_INFO"
"Acnodon_normani";"Acnodon.normani";"Acnodon.normani";0.4429441018;0.4851595097;0.2234988557;0.5444567831;2.0484943883;0.4016123468;0.2614470691;0.169754321;5.3278688525;14;"Acnodon_normani"
"Acnodon_senai";"Acnodon.senai";"Acnodon.senai";0.4201697198;0.5119931734;0.2159696316;0.5599925334;2.2167144438;0.4474767003;0.26399648;0.2031742832;3.7979871163;13;"Acnodon_senai"
"Acrobrycon_ipanquianus";"Acrobrycon.ipanquianus";"Acrobrycon.ipanquianus";0.449502504;0.4782608696;0.4670518165;0.4782608696;3.4568206522;0.4662844203;0.1666757246;0.1892724162;2.4090178007;10;"Acrobrycon_ipanquianus"
"Acrobrycon_tarijae";"Acrobrycon.tarijae";"Acrobrycon.tarijae";0.3545760359;0.5358425003;0.5199345009;0.6105817616;3.2143440099;0.5626248617;0.2114950356;0.1991239493;2.4356310386;6;"NO_INFO"
"Adontosternarchus_balaenops";"Adontosternarchus.balaenops";"Adontosternarchus.balaenops";0.1346174649;0.5058365759;0.4761334708;0.5719844358;5.8106731518;0.5395603113;0.3320583658;0.1052678454;1.8739755964;25;"Adontosternarchus_balaenops"
"Adontosternarchus_clarkae";"Adontosternarchus.clarkae";"Adontosternarchus.clarkae";0.1333287167;0.5693779904;0.556975174;0.5980861244;7.2741100478;0.4145598086;0.3827751196;0.0766620298;0.8888507038;19;"Adontosternarchus_clarkae"
"Adontosternarchus_devenanzii";"Adontosternarchus.devenanzii";"Adontosternarchus.devenanzii";0.137494654;0.4758026145;0.3581682001;0.5241893211;6.1956435835;0.3676946154;0.3467955904;0.0866789628;1.4422511734;19;"Adontosternarchus_devenanzii"
"Adontosternarchus_nebulosus";"Adontosternarchus.nebulosus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Adontosternarchus_nebulosus"
"Adontosternarchus_sachsi";"Adontosternarchus.sachsi";"Adontosternarchus.sachsi";0.1904343061;0.4615319149;0.5117516438;0.4952659574;8.4782553191;0.368893617;0.3546117021;0.0600955385;1.7523584906;32;"NO_INFO"
"Aequidens_diadema";"Aequidens.diadema";"Aequidens.diadema";0.2116029082;0.3781488095;0.3558973048;0.6296964286;2.4149345238;0.8383571429;0.3988511905;0.2311508988;1.7810070457;12;"Aequidens_diadema"
"Aequidens_epae";"Aequidens.epae";"Aequidens.epae";0.3492094862;0.4012348523;0.2965363012;0.6069283816;2.5031946428;0.7383003886;0.3788569937;0.3212807667;1.1856778497;11;"Aequidens_epae"
"Aequidens_gerciliae";"Aequidens.gerciliae";"Aequidens.gerciliae";0.3089050722;0.3541849022;0.3513478983;0.5902805706;2.3511686499;0.6943590168;0.4143739207;0.1823139519;1.228863931;13;"Aequidens_gerciliae"
"Aequidens_mauesanus";"Aequidens.mauesanus";"Aequidens.mauesanus";0.321555505;0.3907823749;0.2316328248;0.6303068245;2.1776378378;0.6199647695;0.4012410466;0.3776029042;1.4180028174;13;"Aequidens_mauesanus"
"Aequidens_metae";"Aequidens.metae";"Aequidens.metae";0.2268852446;0.3748633865;0.2262957244;0.5350781092;2.0769158593;0.6769962085;0.3444787015;0.2404733787;1.9232098815;12;"Aequidens_metae"
"Aequidens_michaeli";"Aequidens.michaeli";"Aequidens.michaeli";0.3805990441;0.3821897472;0.2342160031;0.5905245565;2.2450882204;0.615845863;0.3663232742;0.2836803339;1.621272679;20;"Aequidens_michaeli"
"Aequidens_pallidus";"Aequidens.pallidus";"Aequidens.pallidus";0.3681057056;0.4177988284;0.2329854587;0.5914146828;2.3470771532;0.6606955004;0.3891162907;0.3229594384;2.0864493701;14;"Aequidens_pallidus"
"Aequidens_patricki";"Aequidens.patricki";"Aequidens.patricki";0.3467042011;0.4672855078;0.3963375856;0.5765991443;2.5475221969;0.6258098878;0.3158723377;0.2127178573;2.0806704697;12;"Aequidens_patricki"
"Aequidens_plagiozonatus";"Aequidens.plagiozonatus";"Aequidens.plagiozonatus";0.345887005;0.4461643851;0.3498831706;0.5782205048;2.100843612;0.631706034;0.3912179577;0.2965409026;1.4710185836;10;"Aequidens_plagiozonatus"
"Aequidens_rondoni";"Aequidens.rondoni";"Aequidens.rondoni";0.2447763975;0.4151845757;0.3622360248;0.5689946458;2.1622316936;0.5900267161;0.3722665455;0.2796480036;1.9941170324;10;"Aequidens_rondoni"
"Aequidens_tetramerus";"Aequidens.tetramerus";"Aequidens.tetramerus";0.2967384545;0.4158929067;0.3730975682;0.5768500841;2.3430962106;0.6923447334;0.3933287635;0.3097018624;1.93763179;25;"Aequidens_tetramerus"
"Aequidens_tubicen";"Aequidens.tubicen";"Aequidens.tubicen";0.3090071947;0.2954581446;0.3171113962;0.5351196698;2.2028473696;0.6500596501;0.3823097795;0.303115482;1.1306608417;12;"Aequidens_tubicen"
"Aequidens_viridis";"Aequidens.viridis";"Aequidens.viridis";0.3223094721;0.3527781692;0.2701828675;0.5787656756;2.1466758255;0.6571967028;0.4056937204;0.3363536165;1.7241661979;16;"Aequidens_viridis"
"Agamyxis_albomaculatus";"Agamyxis.albomaculatus";"Agamyxis.albomaculatus";0.2195121951;0.2028654748;0.3124292773;0.4021264649;2.9502073937;0.4185477006;0.0740096723;0.2337786564;1.9489841582;15;"Agamyxis_albomaculatus"
"Agamyxis_pectinifrons";"Agamyxis.pectinifrons";"Agamyxis.pectinifrons";0.2555613521;0.2887061856;0.3292232056;0.4742268041;3.5623092784;0.3853453608;0.1237113402;0.2514093719;3.1317006717;15;"Agamyxis_pectinifrons"
"Ageneiosus_atronasus";"Ageneiosus.atronasus";"Ageneiosus.atronasus";0.4351427564;0.3267883258;0.6502467395;0.19612132;4.4023907929;0.5772493165;0.1062885484;0.2004090334;2.9657576316;12;"Ageneiosus_atronasus"
"Ageneiosus_brevis";"Ageneiosus.brevis";"Ageneiosus.brevis";0.4905452127;0.4719215586;0.7260776665;0.3445667074;4.3259413787;0.3970176253;0.1161039992;0.2160761362;2.2927358967;16;"NO_INFO"
"Ageneiosus_inermis";"Ageneiosus.inermis";"Ageneiosus.inermis";0.2272766305;0.6166262626;0.7527907776;0.5151767677;4.0315454545;0.4705252525;0.4191919192;0.2045271758;2.7451312682;59;"Ageneiosus_inermis"
"Ageneiosus_militaris";"Ageneiosus.militaris";"Ageneiosus.militaris";0.3019392329;0.6781026605;0.7421258089;0.5296216861;5.617790952;0.4355579835;0.4059823603;0.1612697845;2.4394134026;30;"Ageneiosus_militaris"
"Ageneiosus_pardalis";"Ageneiosus.pardalis";"Ageneiosus.pardalis";0.2323304396;0.5668782151;1.0600745233;0.5238614601;4.576814407;0.4332935428;0.5853937119;0.1227647494;3.0233610364;44;"NO_INFO"
"Ageneiosus_piperatus";"Ageneiosus.piperatus";"Ageneiosus.piperatus";0.5142857143;0.608;0.4802142857;0.464072;4.528032;0.56;0.232;0.1387781712;2.3548387097;5;"Ageneiosus_piperatus"
"Ageneiosus_polystictus";"Ageneiosus.polystictus";"Ageneiosus.polystictus";0.34375;0.6741403199;0.8805094575;0.415623676;4.5723528267;0.513368984;0.2956177215;0.1512150043;3.0258840986;45;"Ageneiosus_polystictus"
"Ageneiosus_ucayalensis";"Ageneiosus.ucayalensis";"Ageneiosus.ucayalensis";0.4197491781;0.6001814882;1.0619992695;0.4995319515;5.2881937148;0.3922533193;0.4012990735;0.1656494244;3.6329897371;28;"Ageneiosus_ucayalensis"
"Ageneiosus_uranophthalmus";"Ageneiosus.uranophthalmus";"Ageneiosus.uranophthalmus";0.2424242424;0.6199095023;0.9260505051;0.5022624434;5.1848235294;0.4479638009;0.3122171946;0.1362835844;4.5338310277;107.039;"Ageneiosus_uranophthalmus"
"Ageneiosus_vittatus";"Ageneiosus.vittatus";"Ageneiosus.vittatus";0.4010872164;0.4589971433;0.6923202758;0.3312989377;4.328259679;0.3920890463;0.2796463408;0.1775319861;3.6771013422;22;"Ageneiosus_vittatus"
"Agoniates_anchovia";"Agoniates.anchovia";"Agoniates.anchovia";0.4503664332;0.4608510792;0.3317156125;0.5113992702;3.0827266269;0.4900570641;0.2146209995;0.1777562131;2.62780681;15;"Agoniates_anchovia"
"Agoniates_halecinus";"Agoniates.halecinus";"Agoniates.halecinus";0.3741006167;0.6713128321;0.839752741;0.6289456108;5.4680914907;0.678030413;0.1529266003;0.1831163682;2.9072115263;22;"Agoniates_halecinus"
"Aguarunichthys_inpai";"Aguarunichthys.inpai";"Aguarunichthys.inpai";0.1224038277;0.2834840581;0.2676212637;0.5995084884;4.0578136094;0.5866806655;0.302973193;0.2057740454;2.595113415;42;"Aguarunichthys_inpai"
"Aguarunichthys_tocantinsensis";"Aguarunichthys.tocantinsensis";"Aguarunichthys.tocantinsensis";0.2121145638;0.1314680298;0.6893773186;0.5066810152;4.882611425;0.6423254801;0.1265101144;0.1702630654;3.3293199769;32;"NO_INFO"
"Aguarunichthys_torosus";"Aguarunichthys.torosus";"Aguarunichthys.torosus";0.1800053533;0.1472952893;0.5178834315;0.4825377144;5.1941270825;0.5882364518;0.1529438392;0.1509959797;1.2418333409;35;"Aguarunichthys_torosus"
"Amaralia_hypsiura";"Amaralia.hypsiura";"Amaralia.hypsiura";0.3229562619;0.2473559274;0.2989221294;0.5485191714;4.7033467084;0.5612304997;0.2290775266;0.1996909471;2.5904593128;13;"Amaralia_hypsiura"
"Amazonspinther_dalmata";"Amazonspinther.dalmata";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amazonspinther_dalmata"
"Amazonsprattus_scintilla";"Amazonsprattus.scintilla";"Amazonsprattus.scintilla";0.6874984894;0.3311688312;0.5980535123;0.5131493506;8.1558571429;0.8059805195;0.3836103896;0.1366987293;2.764048383;2;"Amazonsprattus_scintilla"
"Amblydoras_affinis";"Amblydoras.affinis";"Amblydoras.affinis";0.301183047;0.4378712532;0.3323374214;0.5946912023;4.1038430624;0.5424200642;0.274536199;0.3220457734;2.8581438661;10;"Amblydoras_affinis"
"Amblydoras_monitor";"Amblydoras.monitor";"Amblydoras.monitor";0.3939393939;0.3356771707;0.2953662505;0.4810478282;4.148946539;0.4177135877;0.1139218876;0.2773840432;1.4241911211;9;"Amblydoras_monitor"
"Amblydoras_nauticus";"Amblydoras.nauticus";"Amblydoras.nauticus";0.3376623377;0.2470266667;0.2852871808;0.4868466667;4.1462;0.5133333333;0.12;0.2580113518;1.3896868588;8;"Amblydoras_nauticus"
"Ammocryptocharax_elegans";"Ammocryptocharax.elegans";"Ammocryptocharax.elegans";0.6451612903;0.2723554327;0.8540645161;0.4409823847;7.7078296279;0.5635441473;0.3002781363;0.1165235849;2.3858653598;3;"Ammocryptocharax_elegans"
"Ammocryptocharax_lateralis";"Ammocryptocharax.lateralis";"Ammocryptocharax.lateralis";0.5475105885;0.4923549813;0.3466266963;0.5048110966;3.3206388263;0.5459478947;0.1775004551;0.1710568586;3.0887322513;3;"NO_INFO"
"Ammocryptocharax_minutus";"Ammocryptocharax.minutus";"Ammocryptocharax.minutus";0.568864425;0.3649882742;0.4980016752;0.5248999862;5.9277555525;0.5764243344;0.3614429576;0.1894192035;1.3359623203;2;"Ammocryptocharax_minutus"
"Ammoglanis_amapaensis";"Ammoglanis.amapaensis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Ammoglanis_amapaensis"
"Anableps_anableps";"Anableps.anableps";"Anableps.anableps";0.5698979479;0.6324447296;0.4285967281;0.7870705244;6.5788805927;0.6587674269;0.3711427405;0.1901105454;2.0189576005;30;"NO_INFO"
"Anableps_microlepis";"Anableps.microlepis";"Anableps.microlepis";0.4489568619;0.5769732371;0.3976964033;0.8395510736;6.755882515;0.6761815543;0.3914512959;0.1618474321;2.473672243;32;"NO_INFO"
"Anablepsoides_amanan";"Anablepsoides.amanan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Anablepsoides_amanan"
"Anablepsoides_atratus";"Anablepsoides.atratus";"Anablepsoides.atratus";0.575246843;0.8446279023;0.3246003671;0.6797111809;5.3037619918;0.6608641136;0.4531108403;0.1680085992;2.025174949;4;"Anablepsoides_atratus"
"Anablepsoides_beniensis";"Anablepsoides.beniensis";"Anablepsoides.beniensis";0.5802105515;0.7068789842;0.2706720532;0.6196964155;5.3981999164;0.6564034904;0.4173894869;0.186142294;1.6754661595;4;"Anablepsoides_beniensis"
"Anablepsoides_cajariensis";"Anablepsoides.cajariensis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Anablepsoides_cajariensis"
"Anablepsoides_christinae";"Anablepsoides.christinae";"Anablepsoides.christinae";0.4782216036;0.3965454569;0.4504321897;0.3799997414;4.4492472102;0.6379468141;0.3620632433;0.1454627066;1.4127942412;6;"Anablepsoides_christinae"
"Anablepsoides_derhami";"Anablepsoides.derhami";"Anablepsoides.derhami";0.5189828222;0.5971083904;0.2742492165;0.4881108975;4.3631038708;0.566786963;0.3366948857;0.1620340905;1.5406388046;5;"Anablepsoides_derhami"
"Anablepsoides_elongatus";"Anablepsoides.elongatus";"Anablepsoides.elongatus";0.4761904762;0.5188083235;0.3839166667;0.4804546493;5.8094890494;0.59338936;0.5089679499;0.1830410414;2.4112650952;5;"Anablepsoides_elongatus"
"Anablepsoides_erberi";"Anablepsoides.erberi";"Anablepsoides.erberi";0.5561704043;0.6121553011;0.4798809871;0.5577482223;4.6717925873;0.5137573497;0.5034805704;0.1677990555;2.0318185714;6;"Anablepsoides_erberi"
"Anablepsoides_holmiae";"Anablepsoides.holmiae";"Anablepsoides.holmiae";0.4393426088;0.3980950784;0.5109351178;0.3913166056;4.3143867296;0.6527007978;0.4267466226;0.2096843642;1.7684602141;8;"Anablepsoides_holmiae"
"Anablepsoides_immaculatus";"Anablepsoides.immaculatus";"Anablepsoides.immaculatus";0.5296722139;0.4082593035;0.526404336;0.4682314168;4.5695775104;0.5996119814;0.3591460774;0.1665078071;2.080608375;10;"NO_INFO"
"Anablepsoides_intermittens";"Anablepsoides.intermittens";"Anablepsoides.intermittens";0.4853218415;0.5981604958;0.4363990717;0.5393290259;4.9682928008;0.6276345589;0.3466360471;0.1461321954;1.8653793686;8;"Anablepsoides_intermittens"
"Anablepsoides_iridescens";"Anablepsoides.iridescens";"Anablepsoides.iridescens";0.5613036555;0.6785916748;0.2540908629;0.5215723194;4.4514597506;0.5976068999;0.4352830418;0.1840207581;2.0917321857;8;"Anablepsoides_iridescens"
"Anablepsoides_jucundus";"Anablepsoides.jucundus";"Anablepsoides.jucundus";0.4714752214;0.5018231687;0.5055502451;0.4625616502;4.5164424461;0.6463516984;0.3928473217;0.1710828931;1.6579408562;5;"Anablepsoides_jucundus"
"Anablepsoides_limoncochae";"Anablepsoides.limoncochae";"Anablepsoides.limoncochae";0.62268319;0.6175427448;0.2347615673;0.5371169847;4.9598744961;0.6220664456;0.3916277777;0.1799471822;2.3791028889;8;"Anablepsoides_limoncochae"
"Anablepsoides_micropus";"Anablepsoides.micropus";"Anablepsoides.micropus";0.5519259562;0.5868555463;0.3277187968;0.4999733053;4.6243526543;0.5230019042;0.3949208948;0.130103484;1.9683766474;6;"Anablepsoides_micropus"
"Anablepsoides_monticola";"Anablepsoides.monticola";"Anablepsoides.monticola";0.528689065;0.6475968884;0.2784879811;0.571875802;4.1043894878;0.5155757389;0.4307432404;0.1634930369;1.8575443912;3;"Anablepsoides_monticola"
"Anablepsoides_ophiomimus";"Anablepsoides.ophiomimus";"Anablepsoides.ophiomimus";0.5242488543;0.5102376786;0.3800595676;0.4896049184;4.8391711341;0.5794690888;0.4073960908;0.1331775871;2.0588153661;8;"Anablepsoides_ophiomimus"
"Anablepsoides_ornatus";"Anablepsoides.ornatus";"Anablepsoides.ornatus";0.4982928568;0.6470120518;0.3062182342;0.5460874215;4.9026638241;0.5577937342;0.4652664692;0.1847448462;2.1446319817;4;"Anablepsoides_ornatus"
"Anablepsoides_parlettei";"Anablepsoides.parlettei";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Anablepsoides_parlettei"
"Anablepsoides_peruanus";"Anablepsoides.peruanus";"Anablepsoides.peruanus";0.4738934474;0.4536398003;0.256558419;0.4358139077;4.7676800582;0.6555352692;0.3301843196;0.1396979958;2.3216398291;6;"Anablepsoides_peruanus"
"Anablepsoides_rubrolineatus";"Anablepsoides.rubrolineatus";"Anablepsoides.rubrolineatus";0.5058806706;0.4880174533;0.3222393022;0.4051252519;4.952889322;0.6195707546;0.285045073;0.1435371929;1.889752095;6;"Anablepsoides_rubrolineatus"
"Anablepsoides_speciosus";"Anablepsoides.speciosus";"Anablepsoides.speciosus";0.5508385048;0.736875;0.2957133026;0.5698153846;5.120075;0.6371230769;0.4539115385;0.1961671235;1.916034537;4;"Anablepsoides_speciosus"
"Anablepsoides_taeniatus";"Anablepsoides.taeniatus";"Anablepsoides.taeniatus";0.4836196126;0.8556680068;0.4262407669;0.7572648605;4.9052518056;0.7045872221;0.561166393;0.1875588676;1.4328341999;6;"Anablepsoides_taeniatus"
"Anablepsoides_urophthalmus";"Anablepsoides.urophthalmus";"Anablepsoides.urophthalmus";0.5193486464;0.4877297611;0.2010297134;0.4876958075;4.8395172195;0.517107631;0.3643502975;0.1320456249;2.1550922482;7;"Anablepsoides_urophthalmus"
"Anablepsoides_waimacui";"Anablepsoides.waimacui";"Anablepsoides.waimacui";0.4374426143;0.5873653807;0.3485487286;0.5183261312;5.034346103;0.5974408347;0.3618879162;0.1414282474;2.4475945956;8;"Anablepsoides_waimacui"
"Anablepsoides_xanthonotus";"Anablepsoides.xanthonotus";"Anablepsoides.xanthonotus";0.5296039007;0.8105484026;0.5497742204;0.7272284831;5.338572627;0.5623801038;0.3945491146;0.1696159615;2.1846585489;8;"NO_INFO"
"Anablepsoides_xinguensis";"Anablepsoides.xinguensis";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Anablepsoides_xinguensis"
"Anadoras_grypus";"Anadoras.grypus";"Anadoras.grypus";0.3147877671;0.4476228848;0.2815540525;0.5354089676;3.7372530495;0.412190762;0.2408467402;0.3286109046;2.3003278275;11;"Anadoras_grypus"
"Anadoras_insculptus";"Anadoras.insculptus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NO_INFO"
"Anadoras_regani";"Anadoras.regani";"Anadoras.regani";0.2741855738;0.439997996;0.2092512223;0.5360037075;3.7280026052;0.4559926853;0.1601973973;0.2805032926;1.9893151049;11;"Anadoras_regani"
"Anadoras_weddellii";"Anadoras.weddellii";"Anadoras.weddellii";0.2962962963;0.3229415135;0.2569012346;0.458309463;3.9112546222;0.4218530285;0.1822821728;0.2809613848;1.9846641043;12;"Anadoras_weddellii"
"Anchovia_clupeoides";"Anchovia.clupeoides";"Anchovia.clupeoides";0.4148225758;0.5756310183;0.6620631161;0.6089136083;3.5312869751;0.4884705001;0.2589309672;0.1638790492;2.7593562969;30;"NO_INFO"
"Anchovia_surinamensis";"Anchovia.surinamensis";"Anchovia.surinamensis";0.5364347826;0.5877594091;0.8695652174;0.6213936765;3.8535193653;0.5393363818;0.1957478407;0.1297707911;2.9623082873;15;"Anchovia_surinamensis"
"Anchoviella_alleni";"Anchoviella.alleni";"Anchoviella.alleni";0.484336504;0.4271559095;0.6789003261;0.4790661767;5.7285366103;0.8002131026;0.184148738;0.1688977496;3.2613821587;9;"Anchoviella_alleni"
