Genusspecies Amazon fishbase;Genusspecies base morpho;EdHd;MoBd;JlHd;EhBd;BlBd;HdBd;PFiBd;PFlBl;CFdCPd;Length
Crenicichla.saxatilis;Crenicichla.saxatilis;0,3473484971;0,4058086801;0,5662147734;0,4345074449;3,8665162801;0,4841663338;0,3843551002;0,1529549755;1,4896592542;20
Crenicichla.sedentaria;Crenicichla.sedentaria;0,5676846778;0,3598887548;0,5310934158;0,5043257357;3,9999831651;0,4596205743;0,5168357736;0,212968676;1,6518211291;22
Crenicichla.semicincta;Crenicichla.semicincta;0,4975210356;0,6006402439;0,5997443366;0,6524679878;3,5259893293;0,4710365854;0,5397713415;0,2207320295;1,7342705999;17
Crenicichla.strigata;Crenicichla.strigata;0,4851354167;0,4265645824;0,6434791667;0,5419310932;4,5541471714;0,5444491706;0,503570112;0,1870873339;2,0168953865;30
Crenicichla.tigrina;Crenicichla.tigrina;0,3250933937;0,6442097873;0,8097823823;0,6040397715;4,5907098537;0,6831654048;0,3911216106;0,1774657488;1,7319537931;28
Crenicichla.urosema;Crenicichla.urosema;0,6370750207;0,5545321558;0,4732526774;0,4607195102;4,8506393238;0,5071653031;0,4819986997;0,1815378206;1,6332548225;7
Crenicichla.virgatula;Crenicichla.virgatula;0,5835547763;0,5607394538;0,28578473;0,6250154541;4,3821096948;0,4750489651;0,4892927558;0,140039231;1,247630803;7
Crenicichla.wallacii;Crenicichla.wallacii;0,6243174924;0,4977178558;0,4421890799;0,5665382623;6,0819305969;0,6402952221;0,4932021235;0,2025221787;2,775657798;8
Crenuchus.spilurus;Crenuchus.spilurus;0,3426004429;0,4581850925;0,2684340399;0,5022181227;3,005739301;0,5785054392;0,1464766255;0,1181421856;2,5240255723;6
Crossoloricaria.bahuaja;Crossoloricaria.bahuaja;0,2983435674;0,2616233087;0,3400310882;0,5348627709;4,5931110813;0,5494754974;0,2413336176;0,2035913803;2,6238140378;16
Crossoloricaria.rhami;Crossoloricaria.rhami;0,339612069;0;0;0,6774121622;11,8108108108;0,7837837838;0;0,1458026316;6,0465280724;13
Ctenobrycon.hauxwellianus;Ctenobrycon.hauxwellianus;0,4677588984;0,5434782609;0,2862138283;0,5217391304;2,1238537549;0,4453537549;0,2411146245;0,2060483683;2,9551206897;8
Ctenobrycon.spilurus;Ctenobrycon.spilurus;0,4846625767;0,5438286082;0,1648466258;0,510310567;2,1030992268;0,4201030928;0,2345360825;0,2216335122;3,8107128523;8
Curimata.aspera;Curimata.aspera;0,4428104921;0,5158497744;0,3798661844;0,530177915;2,7768065393;0,4360548933;0,2324801686;0,187457044;3,066889369;21
Curimata.cisandina;Curimata.cisandina;0,4612582164;0,3850727495;0,3321225954;0,4032640808;2,6179344753;0,4816263325;0,1613119745;0,2445300419;2,5033992277;12
Curimata.cyprinoides;Curimata.cyprinoides;0,4935496293;0,5104722705;0,2799051699;0,5502068729;2,5404045276;0,4453448239;0,200913242;0,2039834687;4,0536973491;21
Curimata.incompta;Curimata.incompta;0,4004201441;0,4186607063;0,2710119579;0,5024174721;2,8590526161;0,4981839362;0,1579146758;0,197661611;2,755199377;11
Curimata.inornata;Curimata.inornata;0,4749852896;0,4014097209;0,1860878935;0,4752485402;2,5995451829;0,4988735672;0,1487881564;0,1991962167;3,745050917;14
Curimata.knerii;Curimata.knerii;0,4302194644;0,481577761;0,3464863418;0,5022799586;2,8564078439;0,461350595;0,2081081736;0,179941711;2,8550522794;18
Curimata.mivartii;Curimata.mivartii;0,4375;0,4959681556;0,2948125;0,4852165706;3,3581604667;0,4377235639;0,1617456963;0,1874175153;1,8036607143;25
Curimata.ocellata;Curimata.ocellata;0,5617689016;0,4408381397;0,2305685755;0,4127031043;4,5336869518;0,5879838954;0,1578981004;0,1492686695;2,8852342822;22
Curimata.roseni;Curimata.roseni;0,4517062885;0,4487513691;0,1190124353;0,492920774;2,2208543264;0,4224863089;0,1926067908;0,1548466855;2,800107904;14
Curimata.vittata;Curimata.vittata;0,5158566395;0,3716449624;0,2444843021;0,4913986765;3,4110081299;0,5475125902;0,1478019805;0,1783425859;3,0267407137;19
Curimatella.alburna;Curimatella.alburna;0,6157994607;0,4186069101;0,2415559772;0,4537952471;2,9140732232;0,4228766423;0,1857523555;0,1988194254;2,5395900413;18
Curimatella.dorsalis;Curimatella.dorsalis;0,5913566995;0,5251662406;0,4447497001;0,5206484492;3,4758740424;0,531165148;0,1851831082;0,1812122312;3,0624416306;11
Curimatella.immaculata;Curimatella.immaculata;0,5066193822;0,5093241518;0,1696908289;0,527850216;2,9881971043;0,5093784804;0,2096066607;0,1614206692;3,0487804878;9
Curimatella.meyeri;Curimatella.meyeri;0,5720856486;0,4770903837;0,2377333695;0,4438381688;3,2700926524;0,4436607222;0,1658047835;0,1608640293;1,964375;16
Curimatopsis.crypticus;Curimatopsis.crypticus;0,6338028169;0,5295542349;0,3554788732;0,5141337756;3,034072436;0,4672866442;0,1879347905;0,1743210412;3,0172931034;5
Curimatopsis.evelynae;Curimatopsis.evelynae;0,7042355739;0,4416377392;0,3119935857;0,4185936805;3,5925678683;0,5764218959;0,1179706275;0,1828008671;2,4467899487;4
Curimatopsis.macrolepis;Curimatopsis.macrolepis;0,7141021811;0,4876407811;0,2806692561;0,5223539197;3,0193655713;0,449023672;0,170708148;0,1831006424;2,3959733501;6
Curimatopsis.microlepis;Curimatopsis.microlepis;0,5267973408;0,5598270567;0,5679459941;0,5292553129;2,7400055036;0,5103996866;0,5698442904;0,2259863494;2,8859735352;9
Curimatopsis.myersi;Curimatopsis.myersi;0,6969215385;0,4144953657;0,2179654298;0,4465762012;3,1258157344;0,4876078032;0,1764816;0,1739602759;1,9208251823;4
Cynodon.gibbus;Cynodon.gibbus;0,4318659087;0,7257707428;0,8328243629;0,6170139036;3,2150764101;0,5005486741;0,3096909328;0,2742506078;3,0962115385;28
Cynodon.septenarius;Cynodon.septenarius;0,376362434;0,7162088486;0,9478050015;0,5653333454;3,6801573816;0,5564829034;0,3280115583;0,2761101715;3,366779442;31
Cynodonichthys.magdalenae;Cynodonichthys.magdalenae;0,6797990429;0,6347264933;0,1696618281;0,5557613456;5,2055376945;0,5866065604;0,4099338365;0,1585150542;2,0207323285;7
Cynopotamus.amazonum;Cynopotamus.amazonum;0,3245888869;0,5773311141;0,8456283854;0,4963065967;3,1143051781;0,5769757495;0,1149442724;0,176094865;3,6595807624;17
Cynopotamus.essequibensis;Cynopotamus.essequibensis;0,4347979213;0,5423673184;0,8154126542;0,5177318436;3,1235055866;0,5670810056;0,1117318436;0,1251418555;4,0549079955;16
Cynopotamus.gouldingi;Cynopotamus.gouldingi;0,448201277;0,4515441844;0,3683885562;0,5142862061;3,1540417157;0,4831000051;0,2218614801;0,1780406043;2,4561034385;16
Cynopotamus.juruenae;Cynopotamus.juruenae;0,5037727276;0,508973227;0,3635722187;0,5269997999;3,1256983042;0,5159960819;0,1873841594;0,1809743937;2,901793476;8
Cynopotamus.xinguano;;;;;;;;;;;
Cyphocharax.abramoides;Cyphocharax.abramoides;0,6515553093;0,4363891166;0,2561260632;0,4858648501;2,141961909;0,2998089308;0,2561844667;0,1669477092;3,1011636501;21
Cyphocharax.derhami;;;;;;;;;;;
Cyphocharax.festivus;Cyphocharax.festivus;0,5588235294;0,4325723379;0,2371323529;0,5216315396;3,0657422141;0,4416588186;0,2265060241;0,1540008093;2,775862069;6
Cyphocharax.gangamon;Cyphocharax.gangamon;0,5058823529;0,545576679;0,1748941176;0,5574802061;2,6178622056;0,4198339433;0,2611367127;0,1438506457;2,8153846154;5
Cyphocharax.gilbert;Cyphocharax.gilbert;0,5820637543;0,5297460273;0,2820453989;0,5422107885;3,0908056584;0,4132333793;0,2502686371;0,1501828281;2,4775094735;13
Cyphocharax.gouldingi;Cyphocharax.gouldingi;0,5168539326;0,4308338983;0,6494550562;0,5081934389;2,8998435465;0,491592525;0,1822758801;0,11644;3,3046510249;9
Cyphocharax.laticlavius;Cyphocharax.laticlavius;0,5000228357;0,5199284854;0,2774085999;0,5316225282;2,7424069743;0,4730658917;0,2107736433;0,1877960533;2,7082013592;5
Cyphocharax.leucostictus;Cyphocharax.leucostictus;0,4480962741;0,5149586615;0,3853872358;0,5262603504;2,7519195183;0,5017524368;0,1880243348;0,1925095208;2,8052233716;10
Cyphocharax.mestomyllon;Cyphocharax.mestomyllon;0,6279872601;0,3512100397;0,3105574794;0,4921511751;3,4795170696;0,5642469892;0,2100216499;0,1630844904;2,4189873418;4
Cyphocharax.microcephalus;Cyphocharax.microcephalus;0,5356282026;0,4009712327;0,2327840169;0,4342675938;2,5098545284;0,3982267537;0,1712597585;0,1929682919;2,1462210972;17
Cyphocharax.multilineatus;Cyphocharax.multilineatus;0,6526315789;0,3972811753;0,2631578947;0,4908769404;2,9622916022;0,3544022353;0,2351589401;0,1894597784;2,2109637135;11
Cyphocharax.nigripinnis;Cyphocharax.nigripinnis;0,4532050375;0,4802178494;0,3212961653;0,536714067;3,4519584414;0,5988881544;0,163839031;0,18683583;3,1269521331;6
Cyphocharax.notatus;Cyphocharax.notatus;0,5749158582;0,4087311373;0,2259453574;0,4817199768;3,0309280811;0,4017945924;0,2092338777;0,1640801951;2,3863145695;12
Cyphocharax.pantostictos;Cyphocharax.pantostictos;0,4869276915;0,4490292334;0,1142818252;0,4976249548;2,9612311387;0,4540441988;0,1869575582;0,1386407547;2,1090220338;10
Cyphocharax.plumbeus;Cyphocharax.plumbeus;0,4302194644;0,481577761;0,3464863418;0,5022799586;2,8564078439;0,461350595;0,2081081736;0,179941711;2,8550522794;18
Cyphocharax.spilotus;Cyphocharax.spilotus;0,4201932502;0,5137398693;0,3566727349;0,5725620915;2,823703268;0,4667320261;0,2706169935;0,1907114053;2,7596114111;9
Cyphocharax.spiluropsis;Cyphocharax.spiluropsis;0,5205479452;0,4493551795;0,1597534247;0,4581471863;2,6904256256;0,40163736;0,1563854838;0,1904576882;1,7765992708;9
Cyphocharax.spilurus;Cyphocharax.spilurus;0,515859375;0,4402594504;0,22371875;0,5394394892;3,1963443693;0,4607332858;0,2214039407;0,1824883277;2,6729238931;10
Cyphocharax.stilbolepis;Cyphocharax.stilbolepis;0,5856245037;0,4357709761;0,3291883672;0,4785919076;2,9169071715;0,3527208689;0,1889323485;0,1468236726;1,9763144732;11
Cyphocharax.vexillapinnus;Cyphocharax.vexillapinnus;0,5263106957;0,4662838786;0,2595122221;0,50277906;2,3629829206;0,3406844966;0,2379629019;0,1854161932;2,6441099872;6
Dasyloricaria.filamentosa;Dasyloricaria.filamentosa;0,3219342711;0,2834189096;0,3387308889;0,5195374837;4,6037016833;0,5336274667;0,2606809049;0,1898080561;2,6768879067;26
Dekeyseria.amazonica;Dekeyseria.amazonica;0,3310440258;0;0;0,516667517;5,9180654048;0,8037549105;0;0,295512069;1,8667848602;18
Dekeyseria.brachyura;Dekeyseria.brachyura;0,4443699803;0;0;0,6908776874;5,2211081314;0,8545520658;0;0,2829660763;2,2743177047;16
Dekeyseria.niveata;Dekeyseria.niveata;0,4465964912;0;0;0,5537887324;5,4508732394;0,8028169014;0;0,2676557833;4,0746783938;13
Dekeyseria.picta;Dekeyseria.picta;0,3187788678;0,2482095064;0,2842900902;0,5576212634;4,7203877613;0,580959466;0,2447141605;0,1993411641;2,7678583207;14
Dekeyseria.pulchra;Dekeyseria.pulchra;0,485619647;0;0;0,873174156;6,2909920531;0,9509688335;0;0,3710642608;2,3434390687;10
Dekeyseria.scaphirhyncha;Dekeyseria.scaphirhyncha;0,3610282083;0;0;0,5350619952;6,1998868138;0,8550290683;0;0,2260113919;2,8304732873;21
Denticetopsis.macilenta;Denticetopsis.macilenta;0,2104465676;0,3892830295;0,3483522034;0,486186807;4,8223665664;0,5581422665;0,4049990603;0,1242214845;3,1401619032;7
Denticetopsis.praecox;Denticetopsis.praecox;0,2253751164;0,4553283808;0,3816036512;0,5425772702;4,6834433727;0,6152784169;0,4081350902;0,1084525316;1,805376907;5
Denticetopsis.royeroi;Denticetopsis.royeroi;0,2713622961;0,2987233308;0,4625335869;0,4952140881;3,9322688034;0,6349416298;0,4952140881;0,1497504079;1,9813653969;2
Denticetopsis.sauli;Denticetopsis.sauli;0,1649546705;0,4262114079;0,7207917581;0,6245121731;4,6618995042;0,6851554796;0,4594148855;0,1529564313;1,9579930897;2
Denticetopsis.seducta;;;;;;;;;;;
Dianema.longibarbis;Dianema.longibarbis;0,4484144202;0,3092587345;0,1895904469;0,4104449213;3,2225820817;0,4292052953;0,2341038824;0,2168641097;1,9785171863;8
Dianema.urostriatum;Dianema.urostriatum;0,3693916725;0,3617489584;0,3291000899;0,4039182119;3,533028797;0,4868766977;0,1300276878;0,1970630408;3,6828352474;8
Dicrossus.filamentosus;Dicrossus.filamentosus;0,6235064935;0,3339476017;0,1514545455;0,5492168078;3,9293475426;0,6693207698;0,3439700283;0,217054551;2,4637761969;4
Dicrossus.foirni;;;;;;;;;;;
Dicrossus.maculatus;Dicrossus.maculatus;0,6774193548;0,3148083074;0,2397741935;0,5117268099;3,4511060053;0,5586340496;0,3721133487;0,2128823273;2,6363636364;6
Dicrossus.warzeli;Dicrossus.warzeli;0,5076212745;0,3781720028;0,3700499505;0,5754732813;3,3343086459;0,6808080915;0,4016569673;0,2521509109;1,3549838878;7,09
Distocyclus.conirostris;Distocyclus.conirostris;0,2504426703;0,7368142225;0,485353049;0,7148964481;9,3838628999;0,3966020673;0,4649056883;0,0514888533;0;50
Doras.carinatus;Doras.carinatus;0,5273182612;0;0,0384326439;0,6237573553;4,2012013325;0,7610887185;0;0,2231033535;4,3492176167;30
Doras.higuchii;Doras.higuchii;0,3010746213;0;0,0048302518;0,6330351682;3,8348623853;0,7110107034;0;0,2462769858;2,2942329787;16,0476730159
Doras.phlyzakion;;;;;;;;;;;
Duopalatinus.peruanus;Duopalatinus.peruanus;0,2232629936;0,175457851;0,5769966146;0,5060553716;4,3423169789;0,5440672628;0;0,2105781128;2,5582933067;15
Eigenmannia.humboldtii;Eigenmannia.humboldtii;0,2389879933;0,326932188;0,2940357895;0,4541206088;6,9195418088;0,4008976555;0,2695966157;0,0680113716;0;45
Eigenmannia.limbata;Eigenmannia.limbata;0,2579838807;0,4961911813;0,3613804387;0,569184892;6,3861194329;0,4566984702;0,3674800911;0,0732412067;0;48
Eigenmannia.macrops;Eigenmannia.macrops;0,3898888889;0,6875092369;0,3778055556;0,7259717227;7,3402630671;0,4433715947;0,4512225464;0,079170208;0;25
Eigenmannia.nigra;Eigenmannia.nigra;0,2008413205;0,4952621853;0,423411247;0,5743579239;9,2370390417;0,4822771022;0,3819835993;0,0602669017;0,1223071497;48
Eigenmannia.trilineata;Eigenmannia.trilineata;0,2591842105;0,3636665717;0,3000526316;0,4545594797;7,2035626127;0,4509636381;0,2867535365;0,0652939901;0;25
Eigenmannia.virescens;Eigenmannia.virescens;0,3194444444;0,3787349846;0,2756875;0,4638288212;6,5114323128;0,3986567482;0,2595919859;0,0642721514;0;35
Elachocharax.geryi;Elachocharax.geryi;0,5981776552;0,2673753897;0,1843184898;0,4866499468;3,828831623;0,5722100715;0,1978577884;0,1802249765;2,3440612509;2
Elachocharax.junki;Elachocharax.junki;0,5518281683;0,515989581;0,3706560687;0,5101468198;3,3354963382;0,5592460719;0,1829826924;0,1860950787;2,8565122641;2
Elachocharax.mitopterus;Elachocharax.mitopterus;0,3111645677;0,3226184524;0,2643082873;0,4623903916;3,5590823804;0,5699101627;0,2150502949;0,2585679758;1,4522520545;1
Elachocharax.pulcher;Elachocharax.pulcher;0,5406890721;0,5598162711;0,3908734353;0,6652515833;5,4631498365;0,740813557;0,2491126731;0,1848789809;1,6057854671;2
Electrophorus.electricus;Electrophorus.electricus;0,1994444444;0,4383676139;0,4941481481;0,5121920198;8,7763827313;0,4905879788;0,376462679;0,0323736018;0;250
Engraulisoma.taeniatum;Engraulisoma.taeniatum;0,472051561;0,5679510119;0,396613975;0,5506881512;4,2490012524;0,6028850745;0,1624441947;0,1287596453;2,5221120076;4
Entomocorus.benjamini;Entomocorus.benjamini;0,5405690447;0,5690877798;0,2932447424;0,5328927176;4,3110138028;0,5820493408;0,486832682;0,2154879989;2,3937805926;7
Entomocorus.gameroi;Entomocorus.gameroi;0,577897511;0,5447958458;0,2342606149;0,4616222101;3,1844017863;0,4370711413;0,41134943;0,2324560346;2,1293007031;7
Entomocorus.melaphareus;;;;;;;;;;;
Epapterus.dispilurus;Epapterus.dispilurus;0,5741233942;0,5057370053;0,2073660524;0,4602461186;4,9131616193;0,3793014035;0,3579037782;0,1001099511;1,9248406985;12
Ernstichthys.intonsus;Ernstichthys.intonsus;0,1362036141;0;0,160824916;0,4898742488;9,3904095753;0,4748295541;0;0,3436547909;5,385753914;5
Ernstichthys.megistus;Ernstichthys.megistus;0,2939987412;0,2386962501;0,3028740391;0,5418799315;4,7724199171;0,5564952889;0,2272896849;0,1988333939;2,2603625558;7
Erythrinus.erythrinus;Erythrinus.erythrinus;0,5161290323;0,4624538745;0,5844354839;0,5715405904;4,5204428044;0,5719557196;0,3195571956;0,1665557859;2,6993033545;20
Etsaputu.relictum;;;;;;;;;;;
Exallodontus.aguanai;Exallodontus.aguanai;0,288783558;0,1548562511;0,3649714441;0,5280304323;5,6092808896;0,6276427126;0,1966031847;0,1390616917;4,0828398998;20
Exastilithoxus.fimbriatus;Exastilithoxus.fimbriatus;0,2394451994;0;0;0,7578912021;6,6488023282;0,9554958585;0;0,2350219864;2,3869361782;6
Exastilithoxus.hoedemani;Exastilithoxus.hoedemani;0,2695219187;0;0;0,8012235863;6,8934332151;0,9652292431;0;0,2088135677;1,9544033733;5
Exocoetus.obtusirostris;;;;;;;;;;;
Exocoetus.volitans;;;;;;;;;;;
Exodon.paradoxus;Exodon.paradoxus;0,3658302593;0,5096623555;0,4017457808;0,5528381426;3,0029405436;0,5897583017;0,1637221385;0,1644879654;3,3724155555;8
Farlowella.altocorpus;;;;;;;;;;;
Farlowella.amazonum;Farlowella.amazonum;0,3026899897;0;0;0,6115130697;20,6582864382;0,8286438159;0;0,0940587404;9,9317770837;22
Farlowella.gracilis;Farlowella.gracilis;0,4319259259;0;0;0,7324821597;20,8924641045;0,8705184421;0;0,0903136931;6,8669020069;18
Farlowella.henriquei;Farlowella.henriquei;0,2983435674;0,2616233087;0,3400310882;0,5348627709;4,5931110813;0,5494754974;0,2413336176;0,2035913803;2,6238140378;16
Farlowella.isbruckeri;Farlowella.isbruckeri;0,3229562619;0,2473559274;0,2989221294;0,5485191714;4,7033467084;0,5612304997;0,2290775266;0,1996909471;2,5904593128;13
Farlowella.knerii;Farlowella.knerii;0,3611111111;0;0;0,7023375;19,7500125;0,9;0;0,1038670229;6,5306209071;16
Farlowella.nattereri;Farlowella.nattereri;0,3466923077;0;0;0,6309538462;17,4153923077;0,8;0;0,1195847528;11,6328876168;26
Farlowella.odontotumulus;Farlowella.odontotumulus;0,3475682492;0;0;0,6153027456;17,5111835431;0,7319026159;0;0,1025816714;8,7465106262;18
Farlowella.oxyrryncha;Farlowella.oxyrryncha;0,279795534;0;0;0,6089714286;19,2286;0,7434;0;0,0868067061;8,1984190299;23
Farlowella.paraguayensis;Farlowella.paraguayensis;0,3458068839;0,2227389632;0,3070280937;0,5362859327;4,5822246955;0,5527842127;0,2015370273;0,2116681258;2,7620435218;18
Farlowella.platorynchus;Farlowella.platorynchus;0,3259734682;0,3012982704;0,3188533947;0,5477246053;4,5702354958;0,5537508589;0,2489414042;0,1931661767;2,595767886;19
Farlowella.rugosa;Farlowella.rugosa;0,2855959674;0;0;0,778625;21,5252375;0,8753625;0;0,0951592288;5,3030216794;21
Farlowella.schreitmuelleri;Farlowella.schreitmuelleri;0,2739545567;0;0;0,5383839286;18,2679375;0,7929821429;0;0,0881716552;8,0561334548;18
Farlowella.smithi;Farlowella.smithi;0,4265368834;0;0;0,5629666667;18,5555555556;0,6038555556;0;0,0946413174;7,9408705254;10
Fluviphylax.obscurus;Fluviphylax.obscurus;0,8451880057;0,8490431655;0,2056263877;0,5683453237;6,1010623501;0,7916618705;0,5179856115;0,1954343761;1,9632709802;2
Fluviphylax.pygmaeus;Fluviphylax.pygmaeus;0,7319799329;0,6708955367;0,5126718827;0,418868937;6,4370939614;0,7372606888;0,4309036419;0,1708979394;2,275354398;2
Fluviphylax.simplex;Fluviphylax.simplex;0,8669358008;0,8065036719;0,262434092;0,5611654356;5,2678830832;0,6744940611;0,6083948858;0,1794123745;1,8397091422;2
Fluviphylax.zonatus;Fluviphylax.zonatus;0,8204824323;0,8867666667;0,2513667585;0,5933333333;5,5533488889;0,7800288889;0,6533333333;0,1648502785;1,8589716507;2
Fonchiiloricaria.nanodon;;;;;;;;;;;
Furcodontichthys.novaesi;Furcodontichthys.novaesi;0,3303063452;0,2275114997;0,3147140318;0,5430510252;4,8058052705;0,565762104;0,2186982933;0,1965593413;2,3228177952;10
Galeocharax.gulo;Galeocharax.gulo;0,4741460303;0,6384030283;0,967914185;0,5449411486;3,416350624;0,5489655172;0,175188975;0,1570048878;3,2581432032;22
Galeocharax.humeralis;Galeocharax.humeralis;0,3906019189;0,5402397938;1,1530316254;0,563214075;3,1762208719;0,4521689489;0,2414081118;0,1761158022;4,2261407722;14
Gambusia.holbrooki;Gambusia.holbrooki;0,5368460123;0,5704755401;0,2800915544;0,5103770533;3,2189281478;0,4648359153;0,4801049567;0,1984125743;2,1816796657;8
Gasteropelecus.levis;Gasteropelecus.levis;0,5620626316;0,5013215499;0,3417787114;0,5040637579;3,1897029806;0,5373482762;0,1770026745;0,1710996564;3,2391449577;4
Gasteropelecus.maculatus;Gasteropelecus.maculatus;0,2499157196;0,8569199479;0,0997880133;0,8069165402;1,6715665702;0,6277723374;0,7068810285;0,4630054442;3,3478366781;6
Gasteropelecus.sternicla;Gasteropelecus.sternicla;0,230637649;0,7506712471;0,1232309772;0,7007774714;1,9436830448;0,7055507843;0,6351625006;0,4071944019;2,8890277778;4
Gelanoglanis.nanonocticolus;Gelanoglanis.nanonocticolus;0,2032696895;0,354256383;0,2274954949;0,5699417196;3,9373848106;0,5740029626;0,1435665098;0,2185633403;1,5477185457;2
Gelanoglanis.travieso;;;;;;;;;;;
Geophagus.abalios;Geophagus.abalios;0,1947812537;0,2210465405;0,2721024549;0,5865641619;2,3587390813;0,7922129454;0,3363368328;0,2949825353;2,4905660377;19,24
Geophagus.altifrons;Geophagus.altifrons;0,2943911276;0,2573733616;0,1991740582;0,6247493942;2,3557556469;0,7433989709;0,3595690385;0,2991746398;2,2613636364;22
Geophagus.argyrostictus;Geophagus.argyrostictus;0,2767935196;0,4142790242;0,1998704427;0,650061731;2,4266848312;0,6769253693;0,3766954745;0,2816630756;2,8923076923;18
