"","id","BvNiv2","rounhcmp_mn1","rounhcmp_std1","rounhcmp_cv1","rounhcmp_mn2","rounhcmp_std2","rounhcmp_cv2","rounhcmp_mn3","rounhcmp_std3","rounhcmp_cv3","rounhcmp_mn4","rounhcmp_std4","rounhcmp_cv4","rounhcmp_mn5","rounhcmp_std5","rounhcmp_cv5","rounhcmp_mn6","rounhcmp_std6","rounhcmp_cv6","rounhcmp_mn7","rounhcmp_std7","rounhcmp_cv7","rounhcmp_mn8","rounhcmp_std8","rounhcmp_cv8","rounhcmp_mn9","rounhcmp_std9","rounhcmp_cv9","rounhcmp_mn10","rounhcmp_std10","rounhcmp_cv10","rounhcmp_mn11","rounhcmp_std11","rounhcmp_cv11","rounhcmp_mn12","rounhcmp_std12","rounhcmp_cv12","rounhcmp_mn13","rounhcmp_std13","rounhcmp_cv13"
"64",64,"Javary1",154.031129631,81.4783403845,52.897320547925,91.040735786,48.0047612265,52.7288809916253,113.92822111,62.0774852345,54.4882423596897,121.259678351,64.1622741176,52.9131158767179,91.968734535,52.0806497115,56.6286466534776,62.0821715432,36.5261650072,58.835192293142,39.0920778738,24.5339189903,62.7593116679606,28.4953973551,19.6672818762,69.0191529218315,32.5625532898,23.5051064142,72.1844697036176,65.8074284373,39.5029159271,60.0280498192352,82.0198727427,44.4943413472,54.2482447964541,89.2010298806,48.1029473358,53.92644838315,971.489028518,531.064290157,54.6649807221328
"17",17,"Jiparana",261.347723007,121.102617197,46.3377357199153,213.306724866,78.7468979979,36.9172130167809,214.732533455,89.5660314008,41.7105083983791,167.938194911,78.9317310701,47.0004641361844,85.6560058594,44.9812803069,52.5138661972337,46.7809057236,22.4984899765,48.0933184779062,28.247272412,13.5778163784,48.0677078493139,17.0608018041,8.20073696689,48.0677113599621,10.3043926756,4.95308608081,48.067714777005,6.22365279992,2.99156781184,48.0677169503809,35.6873797774,37.2151829593,104.281074126007,120.743688623,87.9352512293,72.8280312057234,1208.02922821,579.29577212,47.9537877554811
"63",63,"Jurua1",188.541016117,110.528283173,58.6229381008593,113.21704563,58.1953831104,51.4016089949794,130.129616676,67.4480150437,51.8314099177236,145.565736125,94.9463227667,65.2257360105457,107.024866166,97.4881906548,91.08928994463,73.5104701673,79.7309785822,108.46207132228,46.3190243321,56.0825857845,121.078944544248,30.6874787,40.0419702217,130.483089253273,28.5477799043,38.4680264902,134.749625432014,56.0373578966,48.2200371625,86.0498049381191,82.6507221268,50.532446213,61.1397516109718,105.053504921,58.769879049,55.9428065662301,1107.28461444,775.757680358,70.0594653119363
"90",90,"Juruena1",236.742661879,96.31142431,40.6819047929879,182.061798943,83.761442692,46.0071487694264,154.409629313,96.2440374796,62.3303338708922,160.027924262,79.1098860298,49.4350510353932,68.7588565403,43.3761439736,63.0844463624507,39.5504518297,22.323818306,56.443902087703,23.8734477573,13.4424444116,56.3070929186991,14.4190985256,8.11897440402,56.3070873647571,8.7088546647,4.90370241487,56.3070874835746,5.25997854339,2.96174061653,56.3070855156225,16.951151575,29.0880548489,171.599284686946,76.2057962894,50.0890736315,65.7286926591268,986.969635688,498.488721109,50.5069966779182
"6",6,"Jutai",455.758351008,63.0614682224,13.8366018050853,249.745223045,32.4201799098,12.9813013095984,283.073121389,39.5079389314,13.956796299677,336.415493647,42.8987874111,12.751727616955,274.793565114,40.8936348118,14.8815838518034,199.919826508,35.9633849814,17.9889036568171,133.567819118,28.191619646,21.1065957594877,97.4250816504,22.7927267076,23.3951322611044,108.182360331,17.4974604032,16.174042006168,202.813434283,29.3759434451,14.4842197209232,239.061050097,40.2831696577,16.8505783946632,258.13157177,37.1368515883,14.3867917177484,2838.8869222,363.265695169,12.7960607493125
"19",19,"Luna",315.03202012,84.5424732601,26.836152473611,269.308502197,57.9388183955,21.5139209950073,320.814378626,62.2485994742,19.4033072148454,313.640542423,52.3004533214,16.6752846801494,229.96833532,35.6746210234,15.5128404846515,114.413649166,19.1559844597,16.7427440688541,64.5879038642,10.5765283734,16.3754011829178,39.0098383286,6.3880180493,16.3754025215137,23.5611817977,3.85823754167,16.3753990559448,17.9057717043,9.43678038527,52.7024500318174,35.7648066352,24.0003533706,67.1060621560265,124.332324757,48.4787490533,38.9912672734535,1868.3393052,350.542743692,18.7622635094366
"53",53,"Madera1",310.705739339,28.5904865771,9.20178901037484,280.038238525,24.67976503,8.81299823909468,344.13583374,21.1211466649,6.13744475120756,338.148610433,11.6141517089,3.43462943527346,244.383906047,7.29638549859,2.9856243877151,118.088167826,10.4016280213,8.80835752878014,67.8793067932,3.96606767794,5.84282289449855,40.9977836609,2.3954273497,5.84282157668085,24.7618605296,1.44678989497,5.84281578211995,14.9556833903,0.873835398543,5.8428316228582,24.3287967046,21.1484510388,86.9276491377041,112.682884216,22.2116371921,19.7116335339117,1921.10701497,103.882621955,5.40743546015432
"54",54,"Madera2",486.17477417,35.5439901911,7.31094908241195,379.209455218,20.8528574721,5.49903415781447,430.07296317,21.678976759,5.04076717569216,378.441964286,23.1770153684,6.12432487822213,254.344802856,30.74249676,12.0869372657892,127.871313913,15.0635018352,11.7802041554439,73.9445931571,7.69297910388,10.4037073914732,44.6610957554,4.64640928247,10.4037064113193,26.9744330815,2.80633941435,10.4037011857524,18.4554589135,4.17193105803,22.6054040573235,66.2717527662,17.6486605262,26.6307435514233,218.167885917,27.2273097407,12.4799805554601,2504.59043666,204.745255139,8.17479984520097
"55",55,"Madera3",388.874982561,50.0172900238,12.8620487989232,305.03238787,39.6191271256,12.9884985008494,357.609769549,44.160889573,12.3489046814055,309.71522304,42.2353441015,13.6368318247131,179.615572248,36.5698755248,20.3600807363779,92.4199823652,17.1441497836,18.5502629895064,54.8317718506,9.55256024453,17.4215786251771,33.1173242841,5.76956160189,17.4215813825878,20.0022182465,3.48470219469,17.4215787056506,12.0809508732,2.10469196537,17.4215753996565,22.0164070811,18.3651607086,83.4157936894508,173.384815761,21.709177529,12.5208066425636,1948.70145089,277.566339501,14.2436564294767
"56",56,"Madera4",216.263334486,56.2680271388,26.018292593395,179.980155097,54.7741909001,30.4334613283223,179.009691026,53.8461888511,30.0800412214997,135.962299771,51.824076177,38.1165045488983,68.9985347324,29.651964945,42.9747748412347,38.0958489312,14.8179659607,38.8965369624938,22.9850063324,8.89767670794,38.7107864112167,13.8824968338,5.37402415561,38.7107897084172,8.3847577307,3.24580369584,38.7107630308243,5.06423094538,1.96040301835,38.7107744392747,10.7011892001,11.1390735595,104.091922413594,101.157976151,44.6269564074,44.1161024621377,980.48558214,316.771760904,32.3076408948938
