"basin";"variable";"value"
"Madera3";"Acestrorhynchus_heterolepis";1
"Madera4";"Acestrorhynchus_heterolepis";1
"Madera6";"Acestrorhynchus_heterolepis";1
"Mamore1";"Acestrorhynchus_heterolepis";1
"Mamore2";"Acestrorhynchus_heterolepis";1
"Maranon1";"Acestrorhynchus_heterolepis";1
"Napo2";"Acestrorhynchus_heterolepis";1
"Negro1";"Acestrorhynchus_heterolepis";1
"Negro5";"Acestrorhynchus_heterolepis";1
"Orthon";"Acestrorhynchus_heterolepis";1
"Pachitea";"Acestrorhynchus_heterolepis";1
"Putumayo";"Acestrorhynchus_heterolepis";1
"Solimoes7";"Acestrorhynchus_heterolepis";1
"Solimoes8";"Acestrorhynchus_heterolepis";1
"Solimoes9";"Acestrorhynchus_heterolepis";1
"Tapajos1";"Acestrorhynchus_heterolepis";1
"Tapajos2";"Acestrorhynchus_heterolepis";1
"Ucayali1";"Acestrorhynchus_heterolepis";1
"Xingu1";"Acestrorhynchus_heterolepis";1
"Yacuma";"Acestrorhynchus_heterolepis";1
"Candeias";"Acestrorhynchus_isalineae";1
"Guapore";"Acestrorhynchus_isalineae";1
"Japura1";"Acestrorhynchus_isalineae";1
"Jiparana";"Acestrorhynchus_isalineae";1
"Marmelos";"Acestrorhynchus_isalineae";1
"Uatuma1";"Acestrorhynchus_isalineae";1
"Xingu6";"Acestrorhynchus_isalineae";1
"Amazon9";"Acestrorhynchus_maculipinna";1
"Negro3";"Acestrorhynchus_maculipinna";1
"Abuna";"Acestrorhynchus_microlepis";1
"Amazon1";"Acestrorhynchus_microlepis";1
"Amazon2";"Acestrorhynchus_microlepis";1
"Amazon5";"Acestrorhynchus_microlepis";1
"Amazon8";"Acestrorhynchus_microlepis";1
"Amazon9";"Acestrorhynchus_microlepis";1
"Andira1";"Acestrorhynchus_microlepis";1
"Arinos";"Acestrorhynchus_microlepis";1
"Aripuana";"Acestrorhynchus_microlepis";1
"Bacaja";"Acestrorhynchus_microlepis";1
"Beni";"Acestrorhynchus_microlepis";1
"Blanco_Baures";"Acestrorhynchus_microlepis";1
"Branco";"Acestrorhynchus_microlepis";1
"Candeias";"Acestrorhynchus_microlepis";1
"Canuma";"Acestrorhynchus_microlepis";1
"Caqueta1";"Acestrorhynchus_microlepis";1
"Chapare";"Acestrorhynchus_microlepis";1
"Coari";"Acestrorhynchus_microlepis";1
"Curaray";"Acestrorhynchus_microlepis";1
"Curua_Una";"Acestrorhynchus_microlepis";1
"Demini";"Acestrorhynchus_microlepis";1
"Fresco";"Acestrorhynchus_microlepis";1
"Grande";"Acestrorhynchus_microlepis";1
"Guapore";"Acestrorhynchus_microlepis";1
"Iriri";"Acestrorhynchus_microlepis";1
"Isiboro";"Acestrorhynchus_microlepis";1
"Itonamas";"Acestrorhynchus_microlepis";1
"Jamanxim";"Acestrorhynchus_microlepis";1
"Japura1";"Acestrorhynchus_microlepis";1
"Jari";"Acestrorhynchus_microlepis";1
"Javary1";"Acestrorhynchus_microlepis";1
"Jiparana";"Acestrorhynchus_microlepis";1
"Jurua1";"Acestrorhynchus_microlepis";1
"Juruena1";"Acestrorhynchus_microlepis";1
"Jutai";"Acestrorhynchus_microlepis";1
"Luna";"Acestrorhynchus_microlepis";1
"Madera1";"Acestrorhynchus_microlepis";1
"Madera2";"Acestrorhynchus_microlepis";1
"Madera3";"Acestrorhynchus_microlepis";1
"Madera4";"Acestrorhynchus_microlepis";1
"Madera6";"Acestrorhynchus_microlepis";1
"Madre_Dios";"Acestrorhynchus_microlepis";1
"Mamore1";"Acestrorhynchus_microlepis";1
"Mamore2";"Acestrorhynchus_microlepis";1
"Maranon1";"Acestrorhynchus_microlepis";1
"Marmelos";"Acestrorhynchus_microlepis";1
"Maues";"Acestrorhynchus_microlepis";1
"Napo1";"Acestrorhynchus_microlepis";1
"Napo2";"Acestrorhynchus_microlepis";1
"Negro1";"Acestrorhynchus_microlepis";1
"Negro2";"Acestrorhynchus_microlepis";1
"Negro3";"Acestrorhynchus_microlepis";1
"Negro5";"Acestrorhynchus_microlepis";1
"Nhamunda";"Acestrorhynchus_microlepis";1
"Orthon";"Acestrorhynchus_microlepis";1
"Purus1";"Acestrorhynchus_microlepis";1
"Purus2";"Acestrorhynchus_microlepis";1
"Purus3";"Acestrorhynchus_microlepis";1
"Putumayo";"Acestrorhynchus_microlepis";1
"Roosevelt";"Acestrorhynchus_microlepis";1
"Solimoes1";"Acestrorhynchus_microlepis";1
"Solimoes2";"Acestrorhynchus_microlepis";1
"Solimoes3";"Acestrorhynchus_microlepis";1
"Solimoes4";"Acestrorhynchus_microlepis";1
"Solimoes8";"Acestrorhynchus_microlepis";1
"Solimoes9";"Acestrorhynchus_microlepis";1
"Tapajos1";"Acestrorhynchus_microlepis";1
"Tapajos2";"Acestrorhynchus_microlepis";1
"Tapaua";"Acestrorhynchus_microlepis";1
"Tefe";"Acestrorhynchus_microlepis";1
"Teles_Pires";"Acestrorhynchus_microlepis";1
"Tigre";"Acestrorhynchus_microlepis";1
"Trombetas1";"Acestrorhynchus_microlepis";1
"Uatuma1";"Acestrorhynchus_microlepis";1
"Uaupes";"Acestrorhynchus_microlepis";1
"Ucayali1";"Acestrorhynchus_microlepis";1
"Unini";"Acestrorhynchus_microlepis";1
"Xingu1";"Acestrorhynchus_microlepis";1
"Xingu3";"Acestrorhynchus_microlepis";1
"Xingu4";"Acestrorhynchus_microlepis";1
"Xingu6";"Acestrorhynchus_microlepis";1
"Yacuma";"Acestrorhynchus_microlepis";1
"Amazon2";"Acestrorhynchus_minimus";1
"Amazon5";"Acestrorhynchus_minimus";1
"Amazon8";"Acestrorhynchus_minimus";1
"Amazon9";"Acestrorhynchus_minimus";1
"Andira1";"Acestrorhynchus_minimus";1
"Aripuana";"Acestrorhynchus_minimus";1
"Blanco_Baures";"Acestrorhynchus_minimus";1
"Branco";"Acestrorhynchus_minimus";1
"Canuma";"Acestrorhynchus_minimus";1
"Guapore";"Acestrorhynchus_minimus";1
"Jatapu";"Acestrorhynchus_minimus";1
"Jiparana";"Acestrorhynchus_minimus";1
"Luna";"Acestrorhynchus_minimus";1
"Madera1";"Acestrorhynchus_minimus";1
"Madera3";"Acestrorhynchus_minimus";1
"Madera4";"Acestrorhynchus_minimus";1
"Mamore1";"Acestrorhynchus_minimus";1
"Mamore2";"Acestrorhynchus_minimus";1
"Marmelos";"Acestrorhynchus_minimus";1
"Napo1";"Acestrorhynchus_minimus";1
"Negro1";"Acestrorhynchus_minimus";1
"Negro2";"Acestrorhynchus_minimus";1
"Negro3";"Acestrorhynchus_minimus";1
"Negro5";"Acestrorhynchus_minimus";1
"Nhamunda";"Acestrorhynchus_minimus";1
"Purus1";"Acestrorhynchus_minimus";1
"Putumayo";"Acestrorhynchus_minimus";1
"Solimoes1";"Acestrorhynchus_minimus";1
"Solimoes3";"Acestrorhynchus_minimus";1
"Solimoes4";"Acestrorhynchus_minimus";1
"Solimoes7";"Acestrorhynchus_minimus";1
"Solimoes8";"Acestrorhynchus_minimus";1
"Solimoes9";"Acestrorhynchus_minimus";1
"Tapajos1";"Acestrorhynchus_minimus";1
"Tefe";"Acestrorhynchus_minimus";1
"Teles_Pires";"Acestrorhynchus_minimus";1
"Trombetas1";"Acestrorhynchus_minimus";1
"Uatuma1";"Acestrorhynchus_minimus";1
"Unini";"Acestrorhynchus_minimus";1
"Xingu1";"Acestrorhynchus_minimus";1
"Amazon2";"Acestrorhynchus_nasutus";1
"Amazon5";"Acestrorhynchus_nasutus";1
"Amazon9";"Acestrorhynchus_nasutus";1
"Andira1";"Acestrorhynchus_nasutus";1
"Branco";"Acestrorhynchus_nasutus";1
"Curua_Una";"Acestrorhynchus_nasutus";1
"Demini";"Acestrorhynchus_nasutus";1
"Japura1";"Acestrorhynchus_nasutus";1
"Jutai";"Acestrorhynchus_nasutus";1
"Luna";"Acestrorhynchus_nasutus";1
"Madera1";"Acestrorhynchus_nasutus";1
"Negro1";"Acestrorhynchus_nasutus";1
"Negro2";"Acestrorhynchus_nasutus";1
"Negro3";"Acestrorhynchus_nasutus";1
"Negro5";"Acestrorhynchus_nasutus";1
"Nhamunda";"Acestrorhynchus_nasutus";1
"Putumayo";"Acestrorhynchus_nasutus";1
"Solimoes3";"Acestrorhynchus_nasutus";1
"Solimoes8";"Acestrorhynchus_nasutus";1
"Solimoes9";"Acestrorhynchus_nasutus";1
"Tapajos1";"Acestrorhynchus_nasutus";1
"Tefe";"Acestrorhynchus_nasutus";1
"Teles_Pires";"Acestrorhynchus_nasutus";1
"Trombetas1";"Acestrorhynchus_nasutus";1
"Uatuma1";"Acestrorhynchus_nasutus";1
"Uaupes";"Acestrorhynchus_nasutus";1
"Unini";"Acestrorhynchus_nasutus";1
"Aripuana";"Acestrorhynchus_pantaneiro";1
"Blanco_Baures";"Acestrorhynchus_pantaneiro";1
"Chapare";"Acestrorhynchus_pantaneiro";1
"Guapore";"Acestrorhynchus_pantaneiro";1
"Isiboro";"Acestrorhynchus_pantaneiro";1
"Itonamas";"Acestrorhynchus_pantaneiro";1
"Jiparana";"Acestrorhynchus_pantaneiro";1
"Luna";"Acestrorhynchus_pantaneiro";1
"Madera1";"Acestrorhynchus_pantaneiro";1
"Madera3";"Acestrorhynchus_pantaneiro";1
"Madera4";"Acestrorhynchus_pantaneiro";1
"Madera6";"Acestrorhynchus_pantaneiro";1
"Madre_Dios";"Acestrorhynchus_pantaneiro";1
"Mamore1";"Acestrorhynchus_pantaneiro";1
"Mamore2";"Acestrorhynchus_pantaneiro";1
"Purus2";"Acestrorhynchus_pantaneiro";1
"Yacuma";"Acestrorhynchus_pantaneiro";1
"Bacaja";"Acnodon_normani";1
"Fresco";"Acnodon_normani";1
"Iriri";"Acnodon_normani";1
"Xingu1";"Acnodon_normani";1
"Jari";"Acnodon_senai";1
"Apurimac1";"Acrobrycon_ipanquianus";1
"Beni";"Acrobrycon_ipanquianus";1
"Grande";"Acrobrycon_ipanquianus";1
"Huallaga";"Acrobrycon_ipanquianus";1
"Ucayali2";"Acrobrycon_ipanquianus";1
"Urubamba";"Acrobrycon_ipanquianus";1
"Grande";"Acrobrycon_starnesi";1
"Amazon2";"Adontosternarchus_balaenops";1
"Amazon5";"Adontosternarchus_balaenops";1
"Amazon8";"Adontosternarchus_balaenops";1
"Amazon9";"Adontosternarchus_balaenops";1
"Beni";"Adontosternarchus_balaenops";1
"Blanco_Baures";"Adontosternarchus_balaenops";1
"Candeias";"Adontosternarchus_balaenops";1
"Canuma";"Adontosternarchus_balaenops";1
"Curaray";"Adontosternarchus_balaenops";1
"Demini";"Adontosternarchus_balaenops";1
"Guapore";"Adontosternarchus_balaenops";1
"Isiboro";"Adontosternarchus_balaenops";1
"Itonamas";"Adontosternarchus_balaenops";1
"Japura1";"Adontosternarchus_balaenops";1
"Javary1";"Adontosternarchus_balaenops";1
"Jurua1";"Adontosternarchus_balaenops";1
"Jutai";"Adontosternarchus_balaenops";1
"Luna";"Adontosternarchus_balaenops";1
"Madera1";"Adontosternarchus_balaenops";1
"Madera2";"Adontosternarchus_balaenops";1
"Madera3";"Adontosternarchus_balaenops";1
"Madera4";"Adontosternarchus_balaenops";1
"Madera6";"Adontosternarchus_balaenops";1
"Madre_Dios";"Adontosternarchus_balaenops";1
"Mamore1";"Adontosternarchus_balaenops";1
"Mamore2";"Adontosternarchus_balaenops";1
"Maranon1";"Adontosternarchus_balaenops";1
"Maranon5";"Adontosternarchus_balaenops";1
"Negro1";"Adontosternarchus_balaenops";1
"Negro3";"Adontosternarchus_balaenops";1
"Orthon";"Adontosternarchus_balaenops";1
"Purus1";"Adontosternarchus_balaenops";1
"Putumayo";"Adontosternarchus_balaenops";1
"Roosevelt";"Adontosternarchus_balaenops";1
"Solimoes1";"Adontosternarchus_balaenops";1
"Solimoes2";"Adontosternarchus_balaenops";1
"Solimoes4";"Adontosternarchus_balaenops";1
"Solimoes8";"Adontosternarchus_balaenops";1
"Solimoes9";"Adontosternarchus_balaenops";1
"Tapajos1";"Adontosternarchus_balaenops";1
"Tefe";"Adontosternarchus_balaenops";1
"Tigre";"Adontosternarchus_balaenops";1
"Trombetas1";"Adontosternarchus_balaenops";1
"Ucayali1";"Adontosternarchus_balaenops";1
"Xingu1";"Adontosternarchus_balaenops";1
"Abuna";"Adontosternarchus_clarkae";1
"Amazon2";"Adontosternarchus_clarkae";1
"Amazon5";"Adontosternarchus_clarkae";1
"Amazon8";"Adontosternarchus_clarkae";1
"Amazon9";"Adontosternarchus_clarkae";1
"Aripuana";"Adontosternarchus_clarkae";1
"Beni";"Adontosternarchus_clarkae";1
"Blanco_Baures";"Adontosternarchus_clarkae";1
"Branco";"Adontosternarchus_clarkae";1
"Candeias";"Adontosternarchus_clarkae";1
"Canuma";"Adontosternarchus_clarkae";1
"Curaray";"Adontosternarchus_clarkae";1
"Guapore";"Adontosternarchus_clarkae";1
"Itonamas";"Adontosternarchus_clarkae";1
"Japura1";"Adontosternarchus_clarkae";1
"Jari";"Adontosternarchus_clarkae";1
"Javary1";"Adontosternarchus_clarkae";1
"Jurua1";"Adontosternarchus_clarkae";1
"Jutai";"Adontosternarchus_clarkae";1
"Luna";"Adontosternarchus_clarkae";1
"Madera1";"Adontosternarchus_clarkae";1
"Madera2";"Adontosternarchus_clarkae";1
"Madera3";"Adontosternarchus_clarkae";1
"Madera4";"Adontosternarchus_clarkae";1
"Madera6";"Adontosternarchus_clarkae";1
"Madre_Dios";"Adontosternarchus_clarkae";1
"Mamore1";"Adontosternarchus_clarkae";1
"Maues";"Adontosternarchus_clarkae";1
"Napo1";"Adontosternarchus_clarkae";1
"Napo2";"Adontosternarchus_clarkae";1
"Negro1";"Adontosternarchus_clarkae";1
"Negro2";"Adontosternarchus_clarkae";1
"Negro3";"Adontosternarchus_clarkae";1
"Orthon";"Adontosternarchus_clarkae";1
"Pastaza";"Adontosternarchus_clarkae";1
"Purus1";"Adontosternarchus_clarkae";1
"Solimoes1";"Adontosternarchus_clarkae";1
"Solimoes2";"Adontosternarchus_clarkae";1
"Solimoes4";"Adontosternarchus_clarkae";1
"Solimoes7";"Adontosternarchus_clarkae";1
"Solimoes8";"Adontosternarchus_clarkae";1
"Solimoes9";"Adontosternarchus_clarkae";1
"Tapajos1";"Adontosternarchus_clarkae";1
"Tefe";"Adontosternarchus_clarkae";1
"Trombetas1";"Adontosternarchus_clarkae";1
"Xingu1";"Adontosternarchus_clarkae";1
"Solimoes1";"Adontosternarchus_devenanzii";1
"Purus1";"Adontosternarchus_duartei";1
"Amazon2";"Adontosternarchus_nebulosus";1
"Amazon5";"Adontosternarchus_nebulosus";1
"Amazon8";"Adontosternarchus_nebulosus";1
"Amazon9";"Adontosternarchus_nebulosus";1
"Aripuana";"Adontosternarchus_nebulosus";1
"Branco";"Adontosternarchus_nebulosus";1
"Guapore";"Adontosternarchus_nebulosus";1
"Javary1";"Adontosternarchus_nebulosus";1
"Jurua1";"Adontosternarchus_nebulosus";1
"Luna";"Adontosternarchus_nebulosus";1
"Madera1";"Adontosternarchus_nebulosus";1
"Negro1";"Adontosternarchus_nebulosus";1
"Negro2";"Adontosternarchus_nebulosus";1
"Purus1";"Adontosternarchus_nebulosus";1
"Putumayo";"Adontosternarchus_nebulosus";1
"Solimoes1";"Adontosternarchus_nebulosus";1
"Solimoes2";"Adontosternarchus_nebulosus";1
"Solimoes3";"Adontosternarchus_nebulosus";1
"Solimoes4";"Adontosternarchus_nebulosus";1
"Solimoes9";"Adontosternarchus_nebulosus";1
"Caqueta1";"Aequidens_diadema";1
"Japura1";"Aequidens_diadema";1
"Javary1";"Aequidens_diadema";1
"Jutai";"Aequidens_diadema";1
"Negro1";"Aequidens_diadema";1
"Negro3";"Aequidens_diadema";1
"Negro5";"Aequidens_diadema";1
"Putumayo";"Aequidens_diadema";1
"Solimoes4";"Aequidens_diadema";1
"Solimoes8";"Aequidens_diadema";1
"Solimoes9";"Aequidens_diadema";1
"Uaupes";"Aequidens_diadema";1
"Ucayali1";"Aequidens_diadema";1
"Andira1";"Aequidens_epae";1
"Arinos";"Aequidens_epae";1
"Aripuana";"Aequidens_epae";1
"Curua_Una";"Aequidens_epae";1
"Guapore";"Aequidens_epae";1
"Juruena1";"Aequidens_epae";1
"Luna";"Aequidens_epae";1
"Madera1";"Aequidens_epae";1
"Madera2";"Aequidens_epae";1
"Purus1";"Aequidens_epae";1
"Purus2";"Aequidens_epae";1
"Solimoes1";"Aequidens_epae";1
"Tapajos1";"Aequidens_epae";1
"Tapajos2";"Aequidens_epae";1
"Teles_Pires";"Aequidens_epae";1
"Xingu6";"Aequidens_epae";1
"Aripuana";"Aequidens_gerciliae";1
"Juruena1";"Aequidens_gerciliae";1
"Madera1";"Aequidens_gerciliae";1
"Teles_Pires";"Aequidens_gerciliae";1
"Amazon2";"Aequidens_mauesanus";1
"Amazon5";"Aequidens_mauesanus";1
"Aripuana";"Aequidens_mauesanus";1
"Coari";"Aequidens_mauesanus";1
"Curua";"Aequidens_mauesanus";1
"Fresco";"Aequidens_mauesanus";1
"Iriri";"Aequidens_mauesanus";1
"Jiparana";"Aequidens_mauesanus";1
"Juruena1";"Aequidens_mauesanus";1
"Madera1";"Aequidens_mauesanus";1
"Madera2";"Aequidens_mauesanus";1
"Marmelos";"Aequidens_mauesanus";1
"Maues";"Aequidens_mauesanus";1
"Purus1";"Aequidens_mauesanus";1
"Roosevelt";"Aequidens_mauesanus";1
"Tapajos1";"Aequidens_mauesanus";1
"Putumayo";"Aequidens_metae";1
"Bacaja";"Aequidens_michaeli";1
"Iriri";"Aequidens_michaeli";1
"Tapajos2";"Aequidens_michaeli";1
"Xingu1";"Aequidens_michaeli";1
"Xingu4";"Aequidens_michaeli";1
"Xingu6";"Aequidens_michaeli";1
"Amazon8";"Aequidens_pallidus";1
"Amazon9";"Aequidens_pallidus";1
"Aripuana";"Aequidens_pallidus";1
"Branco";"Aequidens_pallidus";1
"Canuma";"Aequidens_pallidus";1
"Coari";"Aequidens_pallidus";1
"Curua_Una";"Aequidens_pallidus";1
"Demini";"Aequidens_pallidus";1
"Iriri";"Aequidens_pallidus";1
"Japura1";"Aequidens_pallidus";1
"Jatapu";"Aequidens_pallidus";1
"Javary1";"Aequidens_pallidus";1
"Jurua1";"Aequidens_pallidus";1
"Jutai";"Aequidens_pallidus";1
"Luna";"Aequidens_pallidus";1
"Negro1";"Aequidens_pallidus";1
"Negro2";"Aequidens_pallidus";1
"Negro3";"Aequidens_pallidus";1
"Nhamunda";"Aequidens_pallidus";1
"Purus1";"Aequidens_pallidus";1
"Purus3";"Aequidens_pallidus";1
"Solimoes1";"Aequidens_pallidus";1
"Tapajos1";"Aequidens_pallidus";1
"Trombetas1";"Aequidens_pallidus";1
"Uatuma1";"Aequidens_pallidus";1
"Unini";"Aequidens_pallidus";1
"Xingu6";"Aequidens_pallidus";1
"Apaporis";"Aequidens_patricki";1
"Negro5";"Aequidens_patricki";1
"Pachitea";"Aequidens_patricki";1
"Putumayo";"Aequidens_patricki";1
"Solimoes8";"Aequidens_patricki";1
"Uaupes";"Aequidens_patricki";1
"Ucayali1";"Aequidens_patricki";1
"Ucayali2";"Aequidens_patricki";1
"Arinos";"Aequidens_plagiozonatus";1
"Guapore";"Aequidens_plagiozonatus";1
"Jiparana";"Aequidens_plagiozonatus";1
"Juruena1";"Aequidens_plagiozonatus";1
"Madera1";"Aequidens_plagiozonatus";1
"Madera4";"Aequidens_plagiozonatus";1
"Mamore1";"Aequidens_plagiozonatus";1
"Marmelos";"Aequidens_plagiozonatus";1
"Yacuma";"Aequidens_plagiozonatus";1
"Arinos";"Aequidens_rondoni";1
"Guapore";"Aequidens_rondoni";1
"Juruena1";"Aequidens_rondoni";1
"Teles_Pires";"Aequidens_rondoni";1
"Negro5";"Aequidens_superomaculatum";1
"Abuna";"Aequidens_tetramerus";1
"Amazon1";"Aequidens_tetramerus";1
"Amazon2";"Aequidens_tetramerus";1
"Amazon5";"Aequidens_tetramerus";1
"Amazon8";"Aequidens_tetramerus";1
"Amazon9";"Aequidens_tetramerus";1
"Andira1";"Aequidens_tetramerus";1
"Apaporis";"Aequidens_tetramerus";1
"Arinos";"Aequidens_tetramerus";1
"Aripuana";"Aequidens_tetramerus";1
"Bacaja";"Aequidens_tetramerus";1
"Beni";"Aequidens_tetramerus";1
"Blanco_Baures";"Aequidens_tetramerus";1
"Branco";"Aequidens_tetramerus";1
"Candeias";"Aequidens_tetramerus";1
"Canuma";"Aequidens_tetramerus";1
"Caqueta1";"Aequidens_tetramerus";1
"Chapare";"Aequidens_tetramerus";1
"Coari";"Aequidens_tetramerus";1
"Curaray";"Aequidens_tetramerus";1
"Curua_Una";"Aequidens_tetramerus";1
"Fresco";"Aequidens_tetramerus";1
"Guapore";"Aequidens_tetramerus";1
"Huallaga";"Aequidens_tetramerus";1
"Iriri";"Aequidens_tetramerus";1
"Itonamas";"Aequidens_tetramerus";1
"Jamanxim";"Aequidens_tetramerus";1
"Japura1";"Aequidens_tetramerus";1
"Jari";"Aequidens_tetramerus";1
"Javary1";"Aequidens_tetramerus";1
"Jiparana";"Aequidens_tetramerus";1
"Jurua1";"Aequidens_tetramerus";1
"Juruena1";"Aequidens_tetramerus";1
"Jutai";"Aequidens_tetramerus";1
"Luna";"Aequidens_tetramerus";1
"Madera1";"Aequidens_tetramerus";1
"Madera2";"Aequidens_tetramerus";1
"Madera3";"Aequidens_tetramerus";1
"Madera4";"Aequidens_tetramerus";1
"Madera6";"Aequidens_tetramerus";1
"Madre_Dios";"Aequidens_tetramerus";1
"Mamore1";"Aequidens_tetramerus";1
"Mamore2";"Aequidens_tetramerus";1
"Maranon1";"Aequidens_tetramerus";1
"Maranon3";"Aequidens_tetramerus";1
"Maranon5";"Aequidens_tetramerus";1
"Marmelos";"Aequidens_tetramerus";1
"Maues";"Aequidens_tetramerus";1
"Napo1";"Aequidens_tetramerus";1
"Napo2";"Aequidens_tetramerus";1
"Negro1";"Aequidens_tetramerus";1
"Negro3";"Aequidens_tetramerus";1
"Negro5";"Aequidens_tetramerus";1
"Orthon";"Aequidens_tetramerus";1
"Pachitea";"Aequidens_tetramerus";1
"Pastaza";"Aequidens_tetramerus";1
"Purus1";"Aequidens_tetramerus";1
"Purus2";"Aequidens_tetramerus";1
"Purus3";"Aequidens_tetramerus";1
"Putumayo";"Aequidens_tetramerus";1
"Roosevelt";"Aequidens_tetramerus";1
"Santiago";"Aequidens_tetramerus";1
"Solimoes1";"Aequidens_tetramerus";1
"Solimoes2";"Aequidens_tetramerus";1
"Solimoes3";"Aequidens_tetramerus";1
"Solimoes4";"Aequidens_tetramerus";1
"Solimoes7";"Aequidens_tetramerus";1
"Solimoes8";"Aequidens_tetramerus";1
"Solimoes9";"Aequidens_tetramerus";1
"Tapajos1";"Aequidens_tetramerus";1
"Tapajos2";"Aequidens_tetramerus";1
"Tefe";"Aequidens_tetramerus";1
"Teles_Pires";"Aequidens_tetramerus";1
"Tigre";"Aequidens_tetramerus";1
"Trombetas1";"Aequidens_tetramerus";1
"Uatuma1";"Aequidens_tetramerus";1
"Uaupes";"Aequidens_tetramerus";1
"Ucayali1";"Aequidens_tetramerus";1
"Ucayali2";"Aequidens_tetramerus";1
"Xingu1";"Aequidens_tetramerus";1
"Xingu3";"Aequidens_tetramerus";1
"Xingu4";"Aequidens_tetramerus";1
"Xingu6";"Aequidens_tetramerus";1
"Yacuma";"Aequidens_tetramerus";1
"Amazon5";"Aequidens_tubicen";1
"Amazon8";"Aequidens_tubicen";1
"Fresco";"Aequidens_tubicen";1
"Trombetas1";"Aequidens_tubicen";1
"Uatuma1";"Aequidens_tubicen";1
"Blanco_Baures";"Aequidens_viridis";1
"Guapore";"Aequidens_viridis";1
"Itonamas";"Aequidens_viridis";1
"Madera4";"Aequidens_viridis";1
"Madre_Dios";"Aequidens_viridis";1
"Mamore1";"Aequidens_viridis";1
"Mamore2";"Aequidens_viridis";1
"Negro1";"Aequidens_viridis";1
"Orthon";"Aequidens_viridis";1
"Yacuma";"Aequidens_viridis";1
"Negro1";"Agamyxis_albomaculatus";1
"Putumayo";"Agamyxis_albomaculatus";1
"Amazon2";"Agamyxis_pectinifrons";1
"Amazon5";"Agamyxis_pectinifrons";1
"Andira1";"Agamyxis_pectinifrons";1
"Beni";"Agamyxis_pectinifrons";1
"Blanco_Baures";"Agamyxis_pectinifrons";1
"Canuma";"Agamyxis_pectinifrons";1
"Caqueta1";"Agamyxis_pectinifrons";1
"Curaray";"Agamyxis_pectinifrons";1
"Guapore";"Agamyxis_pectinifrons";1
"Isiboro";"Agamyxis_pectinifrons";1
"Itonamas";"Agamyxis_pectinifrons";1
"Japura1";"Agamyxis_pectinifrons";1
"Javary1";"Agamyxis_pectinifrons";1
"Jutai";"Agamyxis_pectinifrons";1
"Madera3";"Agamyxis_pectinifrons";1
"Madera4";"Agamyxis_pectinifrons";1
"Madera6";"Agamyxis_pectinifrons";1
"Madre_Dios";"Agamyxis_pectinifrons";1
"Mamore1";"Agamyxis_pectinifrons";1
"Mamore2";"Agamyxis_pectinifrons";1
"Napo2";"Agamyxis_pectinifrons";1
"Negro1";"Agamyxis_pectinifrons";1
"Negro2";"Agamyxis_pectinifrons";1
"Orthon";"Agamyxis_pectinifrons";1
"Purus1";"Agamyxis_pectinifrons";1
"Purus2";"Agamyxis_pectinifrons";1
"Putumayo";"Agamyxis_pectinifrons";1
"Solimoes1";"Agamyxis_pectinifrons";1
"Solimoes2";"Agamyxis_pectinifrons";1
"Solimoes3";"Agamyxis_pectinifrons";1
"Solimoes8";"Agamyxis_pectinifrons";1
"Solimoes9";"Agamyxis_pectinifrons";1
"Tefe";"Agamyxis_pectinifrons";1
"Ucayali1";"Agamyxis_pectinifrons";1
"Unini";"Agamyxis_pectinifrons";1
"Yacuma";"Agamyxis_pectinifrons";1
"Amazon2";"Ageneiosus_akamai";1
"Jutai";"Ageneiosus_akamai";1
"Negro1";"Ageneiosus_akamai";1
"Trombetas1";"Ageneiosus_akamai";1
"Amazon2";"Ageneiosus_atronasus";1
"Abuna";"Ageneiosus_inermis";1
"Amazon2";"Ageneiosus_inermis";1
"Amazon5";"Ageneiosus_inermis";1
"Amazon8";"Ageneiosus_inermis";1
"Amazon9";"Ageneiosus_inermis";1
"Andira1";"Ageneiosus_inermis";1
"Apaporis";"Ageneiosus_inermis";1
"Arinos";"Ageneiosus_inermis";1
"Aripuana";"Ageneiosus_inermis";1
"Bacaja";"Ageneiosus_inermis";1
"Beni";"Ageneiosus_inermis";1
"Blanco_Baures";"Ageneiosus_inermis";1
"Branco";"Ageneiosus_inermis";1
"Candeias";"Ageneiosus_inermis";1
"Canuma";"Ageneiosus_inermis";1
"Caqueta1";"Ageneiosus_inermis";1
"Chapare";"Ageneiosus_inermis";1
"Coari";"Ageneiosus_inermis";1
"Curaray";"Ageneiosus_inermis";1
"Curua_Una";"Ageneiosus_inermis";1
"Grande";"Ageneiosus_inermis";1
"Guapore";"Ageneiosus_inermis";1
"Huallaga";"Ageneiosus_inermis";1
"Iriri";"Ageneiosus_inermis";1
"Isiboro";"Ageneiosus_inermis";1
"Itonamas";"Ageneiosus_inermis";1
"Jamanxim";"Ageneiosus_inermis";1
"Japura1";"Ageneiosus_inermis";1
"Jari";"Ageneiosus_inermis";1
"Javary1";"Ageneiosus_inermis";1
"Jiparana";"Ageneiosus_inermis";1
"Jurua1";"Ageneiosus_inermis";1
