Family.Referent.Species;Genus.Referent.Species;Referent.Species.Name;Author.Referent.Species;Species.Status;Occurrence.Status;Major.Tributary.Name;Sub_drainage;Endemism_Amazon
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Amazonas;Amazon2;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Amazonas;Amazon3;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Japurá;Caqueta;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Japurá;Japura;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Javari;Javary;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Madeira;Abuna;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Madeira;Guapore;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Madeira;Madera3;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Madeira;Madera4;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Madeira;Madera5;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Madeira;Madre_Dios;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Madeira;Mamore1;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Madeira;Mamore2;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Marañon;Maranon1;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Napo;Curaray;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Napo;Napo2;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Purus;Purus3;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Putumayo;Putumayo;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Solimoes;Amazon10;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Solimoes;Amazon11;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Solimoes;Amazon12;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Tapajós;Arinos;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Tapajós;Tapajos1;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Tefé;Tefe;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.abbreviatus;(Cope, 1878);native;valid;Ucayali;Ucayali1;1
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Amazonas;Amazon2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Amazonas;Amazon3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Javari;Javary;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Beni;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Blanco_Baures;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Chapare;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Guapore;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Isiboro;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Itonamas;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Madera4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Madre_Dios;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Mamore1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Mamore2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Maues;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Orthon;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Madeira;Yacuma;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Marañon;Huallaga;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Marañon;Tigre;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Solimoes;Amazon6;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.altus;Menezes, 1969;native;valid;Uatumã;Uatuma;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Amazonas;Amazon1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Amazonas;Amazon2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Amazonas;Amazon3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Amazonas;Amazon5;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Curua Una;Curua_Una;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Japurá;Apaporis;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Japurá;Caqueta;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Japurá;Japura;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Jari;Jari;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Javari;Javary;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Juruá;Jurua;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Jutaí;Jutai;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Abuna;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Andira;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Aripuana;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Beni;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Blanco_Baures;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Candeias;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Canuma;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Guapore;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Itonamas;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Jiparana;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Luna;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Madera1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Madera3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Madera4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Madera5;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Madre_Dios;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Mamore1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Mamore2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Maues;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Orthon;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Madeira;Roosevelt;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Marañon;Pastaza;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Marañon;Santiago;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Marañon;Tigre;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Napo;Curaray;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Napo;Napo1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Napo;Napo2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Negro;Branco;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Negro;Negro1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Negro;Negro3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Negro;Negro4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Negro;Uaupes;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Nhamunda;Nhamunda;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Purus;Purus1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Purus;Purus2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Purus;Purus3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Putumayo;Putumayo;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Solimoes;Amazon10;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Solimoes;Amazon11;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Solimoes;Amazon12;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Solimoes;Amazon6;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Solimoes;Amazon7;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Solimoes;Amazon8;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Solimoes;Amazon9;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Tapajós;Arinos;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Tapajós;Jamanxim;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Tapajós;Juruena;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Tapajós;Tapajos1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Tapajós;Tapajos2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Tapajós;Teles_Pires;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Tefé;Tefe;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Trombetas;Trombetas;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Uatumã;Jatapu;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Uatumã;Uatuma;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Ucayali;Pachitea;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Ucayali;Ucayali1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Xingu;Bacaja;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Xingu;Fresco;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Xingu;Iriri;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Xingu;Xingu1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Xingu;Xingu2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Xingu;Xingu3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcatus;(Bloch, 1794);native;valid;Xingu;Xingu4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Amazonas;Amazon1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Amazonas;Amazon2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Amazonas;Amazon3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Amazonas;Amazon5;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Coari;Coari;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Curua Una;Curua_Una;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Japurá;Caqueta;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Japurá;Japura;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Javari;Javary;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Juruá;Jurua;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Jutaí;Jutai;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Abuna;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Andira;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Aripuana;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Beni;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Blanco_Baures;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Candeias;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Guapore;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Itonamas;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Jiparana;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Luna;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Madera1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Madera2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Madera3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Madera4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Madera5;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Mamore1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Mamore2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Marmelos;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Maues;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Madeira;Roosevelt;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Marañon;Huallaga;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Marañon;Maranon1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Marañon;Maranon2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Napo;Curaray;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Napo;Napo1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Napo;Napo2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Negro;Branco;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Negro;Demini;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Negro;Negro1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Negro;Negro2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Negro;Negro3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Negro;Negro4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Negro;Uaupes;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Negro;Unini;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Nhamunda;Nhamunda;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Purus;Purus1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Purus;Purus2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Purus;Purus3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Putumayo;Putumayo;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Solimoes;Amazon10;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Solimoes;Amazon11;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Solimoes;Amazon12;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Solimoes;Amazon6;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Solimoes;Amazon7;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Solimoes;Amazon8;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Solimoes;Amazon9;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Tapajós;Jamanxim;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Tapajós;Tapajos1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Tapajós;Tapajos2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Tapajós;Teles_Pires;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Tefé;Tefe;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Trombetas;Trombetas;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Uatumã;Jatapu;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Uatumã;Uatuma;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Ucayali;Ucayali1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Xingu;Bacaja;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Xingu;Iriri;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Xingu;Xingu1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.falcirostris;(Cuvier, 1819);native;valid;Xingu;Xingu4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Amazonas;Amazon3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Madeira;Madera2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Negro;Branco;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Negro;Negro1;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Negro;Negro2;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Negro;Negro3;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Negro;Negro4;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Negro;Unini;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Putumayo;Putumayo;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Tapajós;Teles_Pires;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.grandoculis;Menezes & Géry, 1983;native;valid;Uatumã;Uatuma;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Japurá;Apaporis;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Japurá;Caqueta;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Javari;Javary;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Juruá;Jurua;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Abuna;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Aripuana;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Beni;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Blanco_Baures;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Candeias;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Guapore;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Isiboro;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Itonamas;
Acestrorhynchidae;Acestrorhynchus;Acestrorhynchus.heterolepis;(Cope, 1878);native;valid;Madeira;Jiparana;
