Family.Referent.Species;Genus.Referent.Species;Referent.Species.Name;Author.Referent.Species;Species.Status;Occurrence.Status;Major.Tributary.Name;Sub_drainage;Endemism_Amazon
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Andira;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Aripuana;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Beni;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Blanco_Baures;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Candeias;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Guapore;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Itonamas;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Luna;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Madera1;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Madera2;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Madera3;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Madera4;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Madre_Dios;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Mamore1;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Marmelos;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Madeira;Maues;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Marañon;Maranon1;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Marañon;Pastaza;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Napo;Curaray;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Napo;Napo2;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Negro;Branco;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Negro;Demini;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Negro;Negro1;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Negro;Negro2;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Negro;Negro3;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Negro;Negro4;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Negro;Uaupes;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Negro;Unini;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Nhamunda;Nhamunda;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Purus;Purus1;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Purus;Purus2;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Purus;Tapaua;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Putumayo;Putumayo;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Solimoes;Amazon11;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Solimoes;Amazon12;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Solimoes;Amazon6;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Solimoes;Amazon8;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Solimoes;Amazon9;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Tapajós;Tapajos1;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Tapajós;Tapajos2;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Tefé;Tefe;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Trombetas;Trombetas;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Uatumã;Jatapu;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Uatumã;Uatuma;
Acestrorhynchidae;Gnathocharax;Gnathocharax.steindachneri;Fowler, 1913;native;valid;Xingu;Xingu1;
Acestrorhynchidae;Heterocharax;Heterocharax.leptogrammus;Toledo-Piza, 2000;native;valid;Negro;Negro2;
Acestrorhynchidae;Heterocharax;Heterocharax.leptogrammus;Toledo-Piza, 2000;native;valid;Negro;Negro3;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Amazonas;Amazon2;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Amazonas;Amazon3;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Amazonas;Amazon5;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Curua Una;Curua_Una;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Javari;Javary;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Juruá;Jurua;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Madeira;Candeias;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Madeira;Jiparana;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Madeira;Madera2;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Madeira;Madera3;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Madeira;Madera4;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Madeira;Marmelos;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Madeira;Maues;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Napo;Curaray;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Napo;Napo2;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Negro;Branco;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Negro;Negro1;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Negro;Negro2;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Negro;Negro3;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Negro;Negro4;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Purus;Purus1;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Purus;Tapaua;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Putumayo;Putumayo;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Solimoes;Amazon11;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Solimoes;Amazon12;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Solimoes;Amazon6;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Solimoes;Amazon7;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Solimoes;Amazon8;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Tapajós;Tapajos1;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Tapajós;Teles_Pires;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Tefé;Tefe;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Trombetas;Trombetas;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Uatumã;Uatuma;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Ucayali;Ucayali1;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Xingu;Iriri;
Acestrorhynchidae;Heterocharax;Heterocharax.macrolepis;Eigenmann, 1912;native;valid;Xingu;Xingu1;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Amazonas;Amazon3;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Amazonas;Amazon5;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Japurá;Japura;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Madeira;Andira;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Madeira;Luna;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Madeira;Maues;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Negro;Branco;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Negro;Demini;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Negro;Negro1;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Negro;Negro2;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Negro;Negro3;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Negro;Unini;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Solimoes;Amazon6;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Tapajós;Tapajos1;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Tapajós;Tapajos2;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Trombetas;Trombetas;
Acestrorhynchidae;Heterocharax;Heterocharax.virgulatus;Toledo-Piza, 2000;native;valid;Uatumã;Uatuma;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Amazonas;Amazon5;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Madeira;Aripuana;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Madeira;Canuma;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Madeira;Jiparana;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Madeira;Madera1;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Madeira;Marmelos;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Madeira;Maues;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Negro;Branco;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Negro;Demini;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Negro;Negro1;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Negro;Negro2;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Negro;Negro3;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Negro;Negro4;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Purus;Purus1;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Solimoes;Amazon6;
Acestrorhynchidae;Hoplocharax;Hoplocharax.goethei;Géry, 1966;native;valid;Tefé;Tefe;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Madeira;Canuma;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Negro;Branco;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Negro;Demini;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Negro;Negro1;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Negro;Negro2;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Negro;Negro3;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Negro;Negro4;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Negro;Unini;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Putumayo;Putumayo;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Solimoes;Amazon6;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Solimoes;Amazon8;
Acestrorhynchidae;Lonchogenys;Lonchogenys.ilisha;Myers, 1927;native;valid;Tapajós;Tapajos1;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Amazonas;Amazon4;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Japurá;Caqueta;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Japurá;Japura;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Javari;Javary;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Juruá;Jurua;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Abuna;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Aripuana;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Beni;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Blanco_Baures;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Guapore;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Isiboro;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Itonamas;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Jiparana;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Luna;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Madera2;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Madera3;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Madera4;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Madera5;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Madre_Dios;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Mamore1;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Mamore2;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Madeira;Orthon;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Napo;Curaray;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Purus;Purus1;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Solimoes;Amazon11;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Solimoes;Amazon12;
Acestrorhynchidae;Roestes;Roestes.molossus;(Kner, 1858);native;valid;Solimoes;Amazon9;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Japurá;Caqueta;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Juruá;Jurua;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Napo;Napo2;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Negro;Branco;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Negro;Negro1;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Negro;Negro3;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Negro;Unini;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Putumayo;Putumayo;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Solimoes;Amazon11;
Acestrorhynchidae;Roestes;Roestes.ogilviei;(Fowler, 1914);native;valid;Solimoes;Amazon12;
Achiridae;Achirus;Achirus.achirus;(Linnaeus, 1758);native;questionable;Madeira;Beni;
Achiridae;Achirus;Achirus.achirus;(Linnaeus, 1758);native;questionable;Madeira;Blanco_Baures;
Achiridae;Achirus;Achirus.achirus;(Linnaeus, 1758);native;questionable;Madeira;Itonamas;
Achiridae;Achirus;Achirus.achirus;(Linnaeus, 1758);native;questionable;Madeira;Mamore2;
Achiridae;Achirus;Achirus.achirus;(Linnaeus, 1758);native;questionable;Marañon;Tigre;
Achiridae;Achirus;Achirus.achirus;(Linnaeus, 1758);native;questionable;Ucayali;Ucayali1;
Achiridae;Achirus;Achirus.lineatus;(Linnaeus, 1758);native;marine;Amazonas;Amazon1;
Achiridae;Achirus;Achirus.lineatus;(Linnaeus, 1758);native;marine;Amazonas;Amazon3;
Achiridae;Achirus;Achirus.lineatus;(Linnaeus, 1758);native;marine;Japurá;Caqueta;
Achiridae;Achirus;Achirus.lineatus;(Linnaeus, 1758);native;marine;Solimoes;Amazon11;
Achiridae;Achirus;Achirus.lineatus;(Linnaeus, 1758);native;marine;Solimoes;Amazon6;
Achiridae;Achirus;Achirus.lineatus;(Linnaeus, 1758);native;marine;Solimoes;Amazon9;
Achiridae;Achirus;Achirus.lineatus;(Linnaeus, 1758);native;marine;Xingu;Xingu1;
Achiridae;Achirus;Achirus.novoae;Cervigón, 1982;native;questionable;Japurá;Caqueta;
Achiridae;Achirus;Achirus.novoae;Cervigón, 1982;native;questionable;Putumayo;Putumayo;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Amazonas;Amazon2;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Amazonas;Amazon3;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Amazonas;Amazon5;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Jari;Jari;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Madeira;Andira;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Madeira;Madera1;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Napo;Napo1;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Purus;Purus1;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Tapajós;Tapajos2;
Achiridae;Apionichthys;Apionichthys.dumerili;Kaup, 1858;native;valid;Trombetas;Trombetas;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Amazonas;Amazon3;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Juruá;Jurua;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Madeira;Candeias;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Madeira;Guapore;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Madeira;Jiparana;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Madeira;Madera4;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Marañon;Huallaga;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Negro;Branco;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Purus;Purus1;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Solimoes;Amazon11;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Solimoes;Amazon12;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Ucayali;Ucayali1;
Achiridae;Apionichthys;Apionichthys.finis;(Eigenmann, 1912);native;valid;Ucayali;Urubamba;
Achiridae;Apionichthys;Apionichthys.menezesi;Ramos, 2003;native;valid;Napo;Curaray;
Achiridae;Apionichthys;Apionichthys.menezesi;Ramos, 2003;native;valid;Napo;Napo2;
Achiridae;Apionichthys;Apionichthys.menezesi;Ramos, 2003;native;valid;Negro;Negro1;
Achiridae;Apionichthys;Apionichthys.menezesi;Ramos, 2003;native;valid;Purus;Purus1;
Achiridae;Apionichthys;Apionichthys.menezesi;Ramos, 2003;native;valid;Solimoes;Amazon6;
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Amazonas;Amazon3;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Javari;Javary;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Jutaí;Jutai;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Madeira;Beni;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Madeira;Candeias;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Madeira;Guapore;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Madeira;Itonamas;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Madeira;Madera1;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Marañon;Huallaga;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Marañon;Tigre;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Napo;Curaray;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Napo;Napo2;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Purus;Purus3;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Putumayo;Putumayo;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Solimoes;Amazon11;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Solimoes;Amazon12;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Solimoes;Amazon9;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Tapajós;Tapajos1;1
Achiridae;Apionichthys;Apionichthys.nattereri;(Steindachner, 1876);native;valid;Ucayali;Ucayali1;1
Achiridae;Apionichthys;Apionichthys.rosai;Ramos, 2003;native;valid;Jutaí;Jutai;1
Achiridae;Apionichthys;Apionichthys.rosai;Ramos, 2003;native;valid;Madeira;Madera1;1
Achiridae;Apionichthys;Apionichthys.rosai;Ramos, 2003;native;valid;Madeira;Madera4;1
Achiridae;Apionichthys;Apionichthys.rosai;Ramos, 2003;native;valid;Solimoes;Amazon9;1
Achiridae;Apionichthys;Apionichthys.rosai;Ramos, 2003;native;valid;Ucayali;Urubamba;1
Achiridae;Apionichthys;Apionichthys.rosai;Ramos, 2003;native;valid;Xingu;Xingu1;1
Achiridae;Apionichthys;Apionichthys.seripierriae;Ramos, 2003;native;valid;Amazonas;Amazon5;1
Achiridae;Apionichthys;Apionichthys.seripierriae;Ramos, 2003;native;valid;Juruá;Jurua;1
Achiridae;Apionichthys;Apionichthys.seripierriae;Ramos, 2003;native;valid;Napo;Curaray;1
Achiridae;Apionichthys;Apionichthys.seripierriae;Ramos, 2003;native;valid;Napo;Napo2;1
Achiridae;Apionichthys;Apionichthys.seripierriae;Ramos, 2003;native;valid;Negro;Branco;1
Achiridae;Apionichthys;Apionichthys.seripierriae;Ramos, 2003;native;valid;Purus;Purus1;1
Achiridae;Apionichthys;Apionichthys.seripierriae;Ramos, 2003;native;valid;Solimoes;Amazon12;1
Achiridae;Apionichthys;Apionichthys.seripierriae;Ramos, 2003;native;valid;Solimoes;Amazon9;1
Achiridae;Catathyridium;Catathyridium.jenynsii;(Günther, 1862);native;questionable;Juruá;Jurua;
Achiridae;Catathyridium;Catathyridium.jenynsii;(Günther, 1862);native;questionable;Madeira;Andira;
Achiridae;Catathyridium;Catathyridium.jenynsii;(Günther, 1862);native;questionable;Purus;Purus3;
Achiridae;Catathyridium;Catathyridium.jenynsii;(Günther, 1862);native;questionable;Tapajós;Teles_Pires;
Achiridae;Hypoclinemus;Hypoclinemus.mentalis;(Günther, 1862);native;valid;Amazonas;Amazon2;
Achiridae;Hypoclinemus;Hypoclinemus.mentalis;(Günther, 1862);native;valid;Amazonas;Amazon3;
Achiridae;Hypoclinemus;Hypoclinemus.mentalis;(Günther, 1862);native;valid;Amazonas;Amazon4;
