"","tempMin.s","tempMax.s","tempMean.s","tempCV.s","precMin.s","precMax.s","precAnn.s","precCV.s","aetMin.s","aetMax.s","aetAnn.s","aetCV.s","petMin.s","petMax.s","petAnn.s","petCV.s","ro_mean.s","npp_mn.s","npp_sd.s","npp_cv.s","SolRad_mn.s","SolRad_cv.s","basin"
"Paru_Este",0.291785956522421,0.128698722048437,0.112732580407381,0.0231119766123996,-0.265562165045193,0.369253176721166,-0.175207687802126,0.213455172232518,-0.401573128365625,-0.217870170241464,-0.212144308875679,0.245828085975629,0.0290132667176247,0.12700105543845,-0.187436411168957,0.0776742072397183,-0.148404136041497,0.139408140409281,-0.206958762153651,-0.23976649198777,0.364005166450824,-0.324297889465808,"Paru_Este"
"Pastaza",-0.238479593911913,-0.764553844078507,-0.54467305702338,-0.205705930742712,0.665775636362679,-0.657273507840859,0.0819901222413273,-0.846410985091912,0.290952670004451,-0.502840967648859,0.0677858542756143,-0.520899309926668,-0.63817984292358,-0.874514266996732,-0.746500338009765,-0.155724062738369,-0.221117464605097,0.112817388502841,0.775411811032538,0.641910909130561,0.351778406058789,-0.276978565419002,"Pastaza"
"Purus1",0.292029831469786,0.158216977304878,0.23845067938205,-0.343065708776515,-0.097257370490387,0.203378897614319,0.202952916185726,-0.0180963531226816,0.211498318761229,0.0549227848958191,0.15076393173825,-0.213524284123317,0.0115830877737056,-0.212337573671582,-0.0951699117788583,-0.247702542486448,0.156819494841034,0.353053852175177,-0.342332899245398,-0.373882123753721,0.195555201772665,-0.000647508762306578,"Purus1"
"Purus2",0.173818074496062,0.216615748813658,0.218188055770493,-0.257309648960575,-0.369953154972947,0.216895865367565,0.0868236775569756,0.202530030434659,-0.0985496956129977,0.316375236433595,0.0598537797133367,0.149379951687695,0.170329139781888,-0.0954774155751657,0.119851483980493,-0.212987193093613,0.0161665727591447,0.00241830856403916,-0.211755602370993,-0.226766567741941,0.0552888452130913,-0.0406132577698433,"Purus2"
"Purus3",-0.0260003760523283,0.0942094482162441,0.0950002123942503,-0.00254170459567339,-0.365888301485166,-0.120738233882838,-0.159152142019896,0.234149525202545,-0.225956171719629,0.419127128765268,0.0238921950949833,0.359719460867962,0.203696339827221,0.205348414899726,0.342324360973758,-0.0653965191927668,-0.214156721788274,-0.402188581401193,-0.189574339625127,-0.13675669546856,-0.116717660966065,0.32405019789809,"Purus3"
"Putumayo",0.227978178206663,-0.134490399363588,0.10103826961914,-0.171740292936041,0.922327641413647,0.114210742699796,0.726396285607212,-0.788527338723196,0.578152396929652,0.102896046005834,0.555654245412362,-0.548664070532966,-0.218910797683977,-0.564132135313907,-0.27403699476719,-0.393127894076733,0.93658557091988,0.380595535651331,0.00256432419334438,-0.0972283399195106,0.365926594847756,-0.368827003457026,"Putumayo"
"Roosevelt",-0.319797305516249,0.21994196368519,-0.101382198408417,-0.162843722120209,-0.606932923213349,0.295206767179718,-0.181917296703132,0.699860469642036,-0.675626728454308,0.431911491029937,-0.283031562215245,0.792995571206953,0.332601391151765,0.404126123013893,0.42707374334147,0.116895720601891,0.248740689218627,-0.26778537451003,-0.143547769295514,-0.114101103390321,-0.277968275498862,0.489269061363064,"Roosevelt"
"Santiago",-0.516501591335019,-1.07383579587306,-0.912055540739371,-0.149504648228376,0.489019999497518,-0.691898799303604,-0.153944585408758,-0.761147534989605,0.210189126241501,-0.677361931885089,-0.108839311023512,-0.52859082471809,-0.820832246570342,-1.0096513038648,-0.985368563247979,-0.0114636683551918,-0.375819165344743,0.71658510272442,0.78184791635798,0.414638767522638,0.332888171259253,-0.316828025528116,"Santiago"
"Solimoes1",0.464796155017352,0.15037397938574,0.331158031303201,-0.299218756422447,0.168972720995542,0.00255718007568462,0.185728099574096,-0.225612857690693,0.459578964303995,-0.164455911332267,0.193315522621097,-0.485370082174171,0.0378333784499759,-0.443560961537008,-0.27474398964696,-0.463573774915838,0.242859507757579,0.175789252717767,-0.358601821411611,-0.376334238040752,0.338441449818776,-0.396192436265142,"Solimoes1"
"Solimoes2",0.399151322556195,0.0811481347750823,0.262770473962581,-0.352677763894268,0.335559964719758,0.0264414976950598,0.309590602285405,-0.383544020301465,0.646159347453696,-0.0748156945688712,0.338277515167179,-0.576396203253703,-0.00593102285990616,-0.403238648386578,-0.244146706368305,-0.425812064886289,0.383988846531007,0.32416965767331,-0.395868289037485,-0.416186004272575,0.324944573032171,-0.290705188543446,"Solimoes2"
"Solimoes3",0.398940922964569,0.0827347672769146,0.276205468442334,-0.400867850763581,0.469109787460848,-0.071249395871708,0.342887847244081,-0.504926975242714,0.670235545162058,0.00745168477399278,0.388936589258234,-0.588600431602083,0.0252714677714042,-0.3654889886736,-0.188279928599409,-0.422994171096395,0.543412280412102,0.393926296793701,-0.420302588651852,-0.438993780955847,0.333500399023936,-0.331124389552053,"Solimoes3"
"Solimoes4",0.303185281205289,-0.045730792637878,0.172459214647312,-0.364490113952342,0.877515307116485,0.214103322468308,0.814529815707535,-0.740376493915802,0.633404860739714,0.250032858505783,0.586933420789846,-0.546297793841962,-0.0954685445368361,-0.34082493905075,-0.214808232004726,-0.357490293751151,0.992654678400663,0.391370258932079,-0.397068967566108,-0.420221266839943,0.350638950879158,-0.377583477197365,"Solimoes4"
"Solimoes7",0.210150042328048,-0.0912577455437267,0.115693617992589,-0.363942165107799,0.484098098100435,-0.104752631628219,0.448478612110349,-0.568387746233913,0.637575908919808,0.1344448560481,0.569997968549635,-0.511231733437163,-0.0653228587917648,-0.230054219646548,-0.0856254736451623,-0.286646286776109,0.646218470182777,0.300439404126736,-0.382806764816889,-0.404207078250157,0.29259645582281,-0.210096346816164,"Solimoes7"
"Solimoes8",0.24930341229352,-0.0526030091323789,0.168365161946162,-0.257888411138927,0.818451807313164,0.0597833625086342,0.618293804243581,-0.752690019836313,0.622188511417381,0.307972260109711,0.665341361776474,-0.508628576392043,-0.120686273140788,-0.330681120459163,-0.0993353847243308,-0.280289267105906,-0.130532393770687,0.310214192111527,-0.353341001972775,-0.380305964383965,0.324076581624595,-0.368974134247078,"Solimoes8"
"Solimoes9",0.260056347335269,0.0327045508057031,0.200894786177226,-0.24595824842806,0.982215301123302,-0.210716969888012,0.601474492090347,-0.917855240244036,0.675837604665862,0.483624699924216,0.74889948703758,-0.471486861669539,-6.69669379613222e-05,-0.0813992352373337,0.061861951902308,-0.13267415089585,-0.23525364719232,0.0223390821006366,-0.244239801852786,-0.259544617469444,0.320229325493836,-0.337031180461493,"Solimoes9"
"Tapajos1",0.299575820291925,0.199729203619878,0.242322532694711,-0.117352596600307,-0.137744099320997,0.146250715419551,-0.137330780310714,0.251343847590027,-0.137530708825398,-0.108878709893327,-0.180909745577406,0.0122458715588482,0.291857322666694,0.139726728387449,0.0358027530644515,-0.1106029337241,-0.0315331546554053,-0.00558020036372531,-0.284718391112583,-0.294213319534638,0.3198918321575,-0.267111061759556,"Tapajos1"
"Tapajos2",0.0233299406117558,0.429824542892983,0.213881505180003,-0.257555368346771,-0.384469681397774,0.28505596611571,0.0875192391235908,0.264179308967144,-0.186842993063594,-0.0120098571026581,0.0018625928841331,0.107951324880085,0.543676246326905,0.440710505489935,0.36867906454646,-0.0961777658403688,0.216263465111838,0.0313969577857954,-0.255071019758444,-0.270626470608301,0.140370039317366,-0.0366875135195532,"Tapajos2"
"Tapaua",0.20150169908715,0.0858239452399799,0.189922101736095,-0.360294451129923,-0.0762841918748544,0.336427047569391,0.379404853948438,-0.0313288132435789,0.310994484520306,0.246015854098892,0.306491140850234,-0.210623872818324,-0.0428962865813436,-0.0776400296857039,0.047154827894741,-0.168935992996947,0.192614675525022,-0.115465097471327,-0.215136902558811,-0.213577789980782,0.153215606898848,-0.222137091953945,"Tapaua"
"Tefe",0.343799714209522,0.058813168526881,0.247133444407149,-0.414863271359971,0.234993069025592,0.175714336020285,0.41711546301248,-0.339230018285165,0.566415729045557,0.0151892571408563,0.39262129961483,-0.495334451876942,-0.198237611169432,-0.224987020548359,-0.20702965680651,-0.185548022879275,0.722911005860602,0.322972558345464,-0.348259481574847,-0.376885088679588,0.283447092080277,-0.266450142198514,"Tefe"
"Teles_Pires",-0.317756341562673,0.544895782698957,0.0317796351126461,0.117231226422889,-0.604989452883199,0.460038636100359,-0.0656242483354895,0.680726649478722,-0.666694069944809,0.691484701093918,-0.0908695288588866,0.869151529911246,0.928210270427005,0.877740230646987,1.00234469726108,-0.0304058226969222,-0.107220886613914,-0.762375551320748,0.285900990548642,0.611461794452194,-0.332788445790163,1.1203359566977,"Teles_Pires"
"Tigre",0.20704570169449,-0.0476362029358892,0.122757849490374,-0.184244521804168,0.958989866439775,-0.280435361773007,0.498177739940493,-0.956074341951208,0.641423287901134,0.391626709753011,0.722905212818922,-0.47659889963884,-0.0774407072988634,-0.188156954816159,0.0200030101789887,-0.131340890169645,-0.265382820567479,-0.194041049676772,-0.0190277414354327,-0.00155868631913271,0.347833091428901,-0.317776847876633,"Tigre"
"Trombetas1",0.358957359208852,0.310555935543024,0.242066447683748,0.00970343304140777,0.0508230873942872,0.740353236877107,0.0370424994328316,0.175426485505858,0.0232258933987839,-0.217181405914561,0.0079743930725645,-0.118135520799089,0.273461196827632,0.351025597299319,0.0711616228947282,-0.0203510315865626,-0.00903439126192885,-0.442566385429456,-0.23334926927865,-0.178691687689817,0.367648348524842,-0.361005293504055,"Trombetas1"
"Uatuma1",0.44975010895407,0.186631965382623,0.334962728035513,-0.24034099659335,0.166243322805382,0.518787659089513,0.130945271342351,-0.0408147758158833,0.214269377840495,-0.176876540713748,0.132100808527335,-0.439161939131653,0.154112982016679,-0.210304590647348,-0.186065595383252,-0.368043857602778,0.0177834372062008,-0.141618962959928,-0.38620838020005,-0.380182273613094,0.374495878292909,-0.406952650790014,"Uatuma1"
"Uaupes",0.292225806059661,0.0207462364934592,0.163645437509126,-0.0627965841006607,0.806998931655295,0.594541676096664,0.980496361486608,-0.581632749972125,0.60430502017754,-0.0269650056616121,0.483993943041491,-0.579397637133262,-0.160893743113174,-0.240353177342134,-0.245649367362092,-0.290571229453932,1.27477858413612,0.437840740289023,-0.331828493609275,-0.370666303396203,0.362238603663792,-0.368685151504336,"Uaupes"
"Ucayali1",0.122592674742548,0.233248250293886,0.21309661763972,-0.155306619061008,0.14212280488355,-0.401300649430489,-0.0181445689381572,-0.446185072208627,0.548115852338302,0.426796669360405,0.51045720043045,-0.304558270021663,0.305373810628039,0.443403689445669,0.581755184126719,0.0120045585509463,-0.653227142262351,-0.146899672121657,0.302438841275314,0.308052105927296,0.0677281164445754,0.22871355394516,"Ucayali1"
"Ucayali2",-0.640889856740895,-0.617479164936831,-0.650743968416439,-0.00968903453645283,-0.221856111820478,-0.777349799342556,-0.600393420671099,0.00391599707163119,-0.194194987541581,-0.21126399637647,-0.303994426563704,0.190138032813357,-0.172482195354797,-0.0995607233285009,-0.102701844423041,0.0864617452436306,-0.582987684099937,0.769684767748736,1.19773863697847,0.692428467002485,-0.342095618873106,0.244250995742261,"Ucayali2"
"Unini",0.387593861398405,0.0837411320409254,0.276835807011974,-0.410363388553269,0.722112150406651,0.253356436704337,0.498169241418629,-0.569940252350158,0.767790187053592,0.109040603167943,0.600213429780066,-0.6607501101702,0.206670109489335,-0.275708948448283,-0.0371618776547109,-0.542427425298194,0.338310431526199,0.298778805896125,-0.387301027413603,-0.407859451011715,0.373854616023597,-0.428881201277401,"Unini"
"Urubamba",-1.02708796275649,-0.798882257502603,-0.986614793777394,0.35586727162001,-0.35426757136298,-0.925374302363672,-0.799114638049759,0.308404583707285,-0.471094653592085,-0.43217903149537,-0.651887716843044,0.415965900791678,-0.425520902560742,-0.0712393759904838,-0.290713564382894,0.274029344327702,-0.661652211009626,0.575438220841676,1.37747895073803,0.909399331026803,-0.565037602890795,0.632946998280126,"Urubamba"
"Xingu1",0.291854417244744,0.0627884655008334,0.178946177986789,-0.172603971463476,-0.350830093038889,0.32241437608012,-0.214238861399586,0.558985145089945,-0.575620624838117,-0.215191813774636,-0.404977964624483,0.380988213382429,0.21537391283949,-0.148000360809103,-0.146720991826951,-0.28080091330149,-0.105561706114472,0.0611160154126578,-0.183498007791766,-0.208587436382315,0.347361576360461,-0.336272170312955,"Xingu1"
"Xingu3",-0.01418708971088,0.0390910667736031,-0.00471623603912053,-0.341087861119696,-0.429978970756632,-0.059464849494035,-0.336043036290579,0.427145960370984,-0.434397890075778,0.103751778369974,-0.27966342447576,0.448222742137237,0.652737197166359,0.180619940301973,0.347984392944794,-0.423436503848235,-0.252845822923851,0.254939213254837,-0.326323292307798,-0.354043390778182,0.213920906382242,-0.141368789193532,"Xingu3"
"Xingu4",-0.218342406671625,0.517357614996443,0.0754643071358189,-0.150841836169381,-0.611999061477665,0.267011927492757,-0.130581563463314,0.676867152452828,-0.709163735448554,0.627611185370655,-0.0956672655066954,0.901990258970988,1.00283847221617,1.00817827292874,1.07897354271614,0.025813429873266,-0.246763401866851,-0.28423267264042,0.0686288345247275,0.115190457442087,-0.16214691832457,0.485305433850042,"Xingu4"
"Xingu6",-0.458290163127549,0.444984193746818,-0.0225266590313646,0.473637997507149,-0.64525783488831,0.115277157773588,-0.336952019569838,0.840108613619943,-0.86959736158323,0.637449123520437,-0.261350690205455,1.19393868266011,0.730595549927838,1.09961023547355,1.05934649747069,0.148270705668909,-0.400600288319261,-1.22309268712767,-0.0808027078913636,0.365298937933922,-0.637259325802685,0.54602864422953,"Xingu6"
"Yacuma",-0.157736469721676,0.240506282923554,0.0904901064615094,0.996541000424521,-0.254249335291983,-0.243732580451838,-0.467029302906116,0.194787745448182,-0.102445020096277,0.389597212230383,-0.164897549674273,0.284286705492466,-0.492713057749983,0.713033344950609,0.24032684957977,1.11314837400962,-0.452784203035465,-0.577732039053552,0.8472316751935,1.18810412272479,-0.966669896333747,0.181133161718961,"Yacuma"
