"","tempMin.s","tempMax.s","tempMean.s","tempCV.s","precMin.s","precMax.s","precAnn.s","precCV.s","aetMin.s","aetMax.s","aetAnn.s","aetCV.s","petMin.s","petMax.s","petAnn.s","petCV.s","ro_mean.s","npp_mn.s","npp_sd.s","npp_cv.s","SolRad_mn.s","SolRad_cv.s","basin"
"Madre_Dios",-0.406789257082726,-0.290063727902786,-0.338828646588612,0.493192719126147,-0.00439066166379183,0.339362817858002,0.133539367914434,0.133635476185059,-0.0237621492619876,0.121948116931285,0.00780956487397932,0.0144363908863564,-0.556628240315527,0.0126417621730251,-0.177139449823847,0.580630319015794,0.525521789680362,0.388310488510174,1.18913454468375,0.856436831567383,-0.611649847255649,0.448860690705174,"Madre_Dios"
"Mamore1",0.0150140931804764,0.444894469985749,0.203626834455442,0.150872451392163,-0.525940586384339,-0.443876338119536,-0.60189054311053,0.453602959991782,-0.532929173479322,0.268731857724215,-0.354956653956886,0.689068047737987,0.183491653362392,0.716911464275059,0.535461037999139,0.569705107176451,-0.513681492214101,-0.953448851680378,-0.0269398781618257,0.276615717119079,-0.483863681145362,0.324063068519184,"Mamore1"
"Mamore2",-0.183449603676263,0.319902967024779,0.123425230910593,1.13452469365855,-0.283729256918804,-0.0729079148471888,-0.377084928526585,0.293640103684901,-0.13623927672279,0.491834919375199,-0.114965459848803,0.361309118475215,-0.39984908139008,0.758710677909031,0.367568895385342,1.13390875091923,-0.466895712857171,-1.00807502452909,0.394538046093533,0.997473912484494,-0.96588560876174,0.725900087311828,"Mamore2"
"Mantaro",-2.28631803232038,-2.76563473755643,-2.68423065457731,0.384448216454381,-0.571884828157189,-1.50554118661131,-1.34423072463102,0.556785177114274,-0.938000815282824,-2.03476703128108,-1.7448611411885,0.322783520412913,-1.86544834699434,-1.97126106691848,-2.33132690433211,0.444909818659583,-0.894633188342221,-1.00967742475146,0.594976016882003,1.32682913893904,-0.554607210426141,0.214379439693475,"Mantaro"
"Maranon1",0.282114187487519,0.113958761660377,0.249284218997851,-0.292885515479403,0.376911205109989,-0.64636227186651,-0.0140318741400811,-0.772356098141899,0.686420370021206,0.369689472530574,0.634497272616559,-0.502987063187675,0.0344523722649586,0.0524998464833725,0.199732310008916,-0.0449970842703261,-0.536685608305262,-0.591615345781333,-0.245007012318715,-0.16272597751768,0.275818099938277,-0.275616956745245,"Maranon1"
"Maranon3",0.203570549293668,-0.0684735564407883,0.0838248178390347,-0.237868986731993,0.746109698828472,-0.613079942270383,0.169209817334726,-0.939578304959004,0.538965241894645,0.301712727802001,0.585631320276104,-0.457844573099569,-0.305255111350896,-0.290110559237253,-0.172638285552932,-0.0558099359192536,-0.513172779459003,0.244955385624273,0.309543741134525,0.186493762075547,0.29344699953437,-0.17970220267554,"Maranon3"
"Maranon5",-1.11709484720684,-1.51132239808375,-1.42371185338405,-0.0793749452404381,-0.180669772609495,-1.35907653477558,-0.986723881341818,-0.150588167208856,-0.461183515822586,-1.6975321993433,-1.15516916227979,-0.285119456756264,-0.714263304669611,-1.01569337446884,-1.08125457273856,-0.158606067723025,-0.881321230308206,0.233669487256546,1.21078334553504,0.958083319568094,0.122856780882557,0.453852952476199,"Maranon5"
"Marmelos",0.0989305668312839,0.29522633720531,0.19543533547437,-0.193180409385301,-0.402575532238244,0.473997420805094,0.187340003722938,0.312465534802076,-0.146850336742413,0.282911021129592,0.0189876953460198,0.150240480613615,0.228802623659039,0.117653697313287,0.175213240025164,-0.0474183546249239,0.530762583157938,0.243704924027231,0.0177573151655103,-0.0609872277624236,0.0435640372028743,-0.0846643006577496,"Marmelos"
"Maues",0.287190937222209,0.264205823461268,0.290944280391009,-0.24929556614332,-0.0715886645470234,0.0585337650438703,0.049233000096263,0.0456938390278567,0.145668540079598,-0.20255082337104,0.0182819564430258,-0.238258114451973,0.294461794393196,-0.00966860842504959,0.0184906955988915,-0.184724935858045,0.363076151725519,0.0328586519208992,-0.360639519681581,-0.368337244201259,0.268381546442598,-0.234745657007107,"Maues"
"Napo1",0.271941787017276,-0.0161080140054818,0.202247599317084,-0.245181408579811,1.26941474512906,0.0736283762735531,0.887301451467487,-0.974488690318028,0.675698766734522,0.286561376502807,0.726861098696385,-0.519501211942089,-0.000379116388004891,-0.359532088558856,0.00120126608187956,-0.317223450009302,-0.155141846765374,0.144548561042503,-0.321246351844673,-0.341289801301248,0.356432922328195,-0.375515490105081,"Napo1"
"Napo2",-0.154243278333624,-0.65296511900921,-0.423238891555735,-0.186957514738938,0.902393628747508,0.0785330008840425,0.667159349568724,-0.781299398252994,0.47523645116554,-0.117811398351483,0.318606405273721,-0.540814688578895,-0.416131827624972,-0.788344069359965,-0.629152916951953,-0.348399959092853,0.0154715645792737,0.623429564011281,0.60809016351928,0.315614764628616,0.380658336689947,-0.434386143272913,"Napo2"
"Negro1",0.431044219411373,0.16325784843421,0.336049489862663,-0.316739696282378,0.289401832456942,0.206361824337213,0.10085625415943,-0.215912457000299,0.517767453753134,-0.270767685628123,0.230770746491014,-0.620877041159732,0.244719382216923,-0.258176777973839,-0.0545825186227547,-0.540734093151664,-0.0402821078202596,0.0196001719854918,-0.287884198355471,-0.299771714033304,0.370460147184806,-0.391917093926993,"Negro1"
"Negro2",0.387803012240748,0.110458841907941,0.29775244299123,-0.398665586912394,0.46116535674838,0.147358034699225,0.210275962678771,-0.394619416272985,0.641187226360964,0.0417936272738802,0.443263643047005,-0.569179011803478,0.329235122142609,-0.176061801237913,0.100592389555111,-0.581717019233244,0.244530236917379,0.156129827217467,-0.0337308029745385,-0.0895309570231944,0.380743336690022,-0.438743973717467,"Negro2"
"Negro3",0.331907554051602,-0.020687250239314,0.207401311683574,-0.313450481568117,0.959886321988283,0.366530825838826,0.683021355334981,-0.710676196325612,0.688894974094778,0.190580060644977,0.611525074819623,-0.583137768181424,0.0292899288823509,-0.360724039020991,-0.1237876080059,-0.45851483089177,1.07735335569661,0.406168060339329,-0.377991910988569,-0.405618482064056,0.37852441353761,-0.414982382503652,"Negro3"
"Negro5",0.257385046576796,0.120896757450317,0.182048383713144,-0.229382697393375,0.886110766947464,0.885226455465348,1.01892235142353,-0.558926624360362,0.850581093138233,0.526974212007122,0.883275013945437,-0.583913706764254,0.392808980571103,0.188764099890637,0.376588017215564,-0.467312821630113,0.898498968456859,0.254315836523597,-0.23887936794134,-0.280028483231834,0.335968516534411,-0.318205321045194,"Negro5"
"Nhamunda",0.478717135295544,0.270318953319796,0.35059423980432,-0.0814737380033895,-0.0571126868624568,0.666894032280889,0.0306741633068193,0.180195426015184,-0.0899151830348321,-0.226358034939821,-0.0681556571959056,-0.187800522712426,0.0834949595487494,0.0231457870928357,-0.178271803870129,-0.0869726248901154,0.162664466980346,-0.273074353492289,-0.292839913933165,-0.271127343763166,0.376680103607379,-0.42298043199381,"Nhamunda"
"Orthon",-0.157445627761986,0.154451430592476,0.0451111143960278,0.502208624182929,-0.339342757487262,-0.368784450810545,-0.320850605647601,0.196000514000428,-0.165692167326605,0.399592612583696,-0.0767632875680596,0.333916935897899,-0.128103781846614,0.328812685241892,0.209798890758932,0.45412475119,-0.203739108274646,-0.510588917787468,-0.129828456080997,-0.0417014789723781,-0.435390473216748,-0.120165519444516,"Orthon"
"Pachitea",-0.413290009141428,-0.3689455216718,-0.407763682482011,-0.135059362294007,-0.0510296858036775,-0.221395324631714,-0.148409841979844,-0.0666604565835736,0.133899764806799,0.078571048950532,0.0923797420816457,-0.0390230889473252,0.0157797056545556,0.0879605297470041,0.166256855296075,0.0576425662075338,-0.481375000400132,1.00598951236826,0.512875267734917,0.155713914465082,-0.221623167135893,-0.0505233601243248,"Pachitea"
