"","basin","WaterColor","Area_km","Chut_hydrofall","Chut_grand","NetworkDensity","Elevation_min","Elevation_max","Elevation_range","Elevation_mean","Elevation_std","Elevation_basinSup1000m","Elevation_basinSup1500m","NbEspeceEnveloppe","DistanceEmbouchure_km","X23ma_cd","X23Ma","X10Ma_cd","X10Ma","NbSites1km_0417","NbSites_0417","Diversity0417","Endem0417","PebasLake","PebasConec","ShannonDiv","SoilDiv","CSup15","CBelow15","Basin","codage","Codigo","Area_log","Chut_hydrofall_log","ElevRge_log","ElevMean_log","ShanDiv_log","CSup15_log","SamplingEff","ElevPro1000_asin","NetworkDensity.s.x","SamplingEff.s.x","DistanceEmbouchure_km.s.x","Area_log.s.x","Chut_hydrofall_log.s.x","codage.s.x","ElevRge_log.s.x","ElevMean_log.s.x","ElevPro1000_asin.s.x","CSup15_log.s.x","ShanDiv_log.s.x","SoilDiv.s.x","NetworkDensity.s.y","SamplingEff.s.y","DistanceEmbouchure_km.s.y","Area_log.s.y","Chut_hydrofall_log.s.y","codage.s.y","ElevRge_log.s.y","ElevMean_log.s.y","ElevPro1000_asin.s.y","CSup15_log.s.y","ShanDiv_log.s.y","SoilDiv.s.y"
"Itonamas","Itonamas","White",125073.3126,0,0,0.086716761,130,3303,3173,369.6879216,298.6456244,5.036804926,1.348521233,596,3378.699291,"A","PebasSudEst","I2","Izogog?",135,146,345,11,1,"Pebas",1.88343760908564,1.46125771071798,5.824969654,93.996328636,"Madera",12,12,11.7366633404388,0,8.06274790108635,5.91536052694445,1.05898319662254,1.92058789476077,-6.75304872345173,0.226356302262742,-0.88680152688577,-0.425118561308429,0.340817049368995,0.661982125008505,-0.347709094828028,0.0189592422302515,0.621986692561989,0.284456036774545,0.126330887682308,0.132913815236562,1.17022209872368,0.786455903445486,-0.88680152688577,-0.425118561308429,0.340817049368995,0.661982125008505,-0.347709094828028,0.0189592422302515,0.621986692561989,0.284456036774545,0.126330887682308,0.132913815236562,1.17022209872368,0.786455903445486
"Jamanxim","Jamanxim","Clear",58518.9895,0,0,0.130756957,29,732,703,259.0827881,78.91112716,0,0,693,1084.561848,"B","GroupAtlantik","C2","GroupAtlantik4",47,53,172,2,0,"Other",0.230632932247739,0.184655038442076,7.914657866,92.08548972,"Tapajos",7,7,10.9771236757082,0,6.55677835615804,5.56099999610122,0.207528616097123,2.18769687323712,-7.00681467383203,0,-0.20570279974817,-0.543885415846045,-0.494706316329711,0.149329759900695,-0.347709094828028,-0.334703545526362,0.06242524200115,0.116076377499481,-0.227059021018636,0.217661207625774,-0.446888420191638,-0.774160125648237,-0.20570279974817,-0.543885415846045,-0.494706316329711,0.149329759900695,-0.347709094828028,-0.334703545526362,0.06242524200115,0.116076377499481,-0.227059021018636,0.217661207625774,-0.446888420191638,-0.774160125648237
"Japura1","Japura1","White",62544.45133,0,0,0.119813401,24,186,162,89.70405321,34.50656017,0,0,1003,2264.121827,"G","PebasSystem","N2","AtlantikNord2",184,435,532,3,1,"Pebas",0.611625048564765,0.630040686909788,0,99.999936156,"Japura",16,16,11.0436487927072,0,5.09375020080676,4.50760204421522,0.4772430168829,0,-4.96828677311781,0,-0.374949141475601,0.410180905077472,-0.0651113386160875,0.194230981195985,-0.347709094828028,0.301889472435543,-0.481180808716616,-0.384461274923453,-0.227059021018636,-0.476443522220661,0.0653620328442433,-0.229686894295958,-0.374949141475601,0.410180905077472,-0.0651113386160875,0.194230981195985,-0.347709094828028,0.301889472435543,-0.481180808716616,-0.384461274923453,-0.227059021018636,-0.476443522220661,0.0653620328442433,-0.229686894295958
"Jari","Jari","Clear",58205.86633,12,0,0.153614233,0,681,683,259.3439166,104.3747333,0,0,145,153.5975367,"H","AffluentsNord","K2","AffluentsNord",42,65,100,8,0,"Other",0.125558561773786,0.943488304106077,44.06794669,55.290417623,"Jari",2,2,10.9717586049393,2.56494935746154,6.52795791762255,5.56200351309816,0.118279411795838,3.80817127742201,-6.79735415479242,0,0.147793846575403,-0.445854269591517,-0.833762913438202,0.145708597838537,1.02002446923507,-0.688366333282976,0.0517166546681391,0.116553213476725,-0.227059021018636,0.731799597774634,-0.616393441811663,0.153495270602442,0.147793846575403,-0.445854269591517,-0.833762913438202,0.145708597838537,1.02002446923507,-0.688366333282976,0.0517166546681391,0.116553213476725,-0.227059021018636,0.731799597774634,-0.616393441811663,0.153495270602442
"Jatapu","Jatapu","Clear",34492.78198,2,0,0.099730759,4,957,953,156.2931778,86.83443536,0,0,840,1264.887582,"H","AffluentsNord","K2","AffluentsNord",27,34,164,0,0,"Other",0.0761048067228644,0.444691230567461,22.77347578,77.172973536,"Uatuma",11,11,10.4485343543119,1.09861228866811,6.86066367144829,5.05811143849433,0.0733478610136614,3.16857049617652,-6.92214483854314,0,-0.685534995901864,-0.504258468273256,-0.429031801207049,-0.20744234610995,0.238114908570869,-0.0517733153210712,0.17533755712771,-0.122878575473647,-0.227059021018636,0.528869323061087,-0.7017289195493,-0.456272141870254,-0.685534995901864,-0.504258468273256,-0.429031801207049,-0.20744234610995,0.238114908570869,-0.0517733153210712,0.17533755712771,-0.122878575473647,-0.227059021018636,0.528869323061087,-0.7017289195493,-0.456272141870254
"Javary1","Javary1","White",109202.3395,0,0,0.139855858,61,568,507,151.636511,35.80347044,0,0,872,3301.211917,"G","PebasSystem","B2","AcreSystem",37,37,196,0,1,"Pebas",0.0603093971767087,0.457951757672696,0.098794671,99.900942948,"Javary1",21,21,11.6009669233272,0,6.23048144757848,5.02805934973433,0.0585607496630611,0.0942138253910364,-7.9900398534119,0,-0.0649847636737835,-1.00405180816889,0.312596198120008,0.570393637403152,-0.347709094828028,0.655552260192156,-0.0588143754221808,-0.137158270940495,-0.227059021018636,-0.446551692771693,-0.729813087344453,-0.440061466768213,-0.0649847636737835,-1.00405180816889,0.312596198120008,0.570393637403152,-0.347709094828028,0.655552260192156,-0.0588143754221808,-0.137158270940495,-0.227059021018636,-0.446551692771693,-0.729813087344453,-0.440061466768213
"Jiparana","Jiparana","White",74737.98291,11,0,0.164959324,43,625,582,214.1879567,95.23177118,0,0,906,2403.687674,"B","GroupAtlantik","G2","GroupAtlantik",294,372,564,3,0,"Other",1.14633765410515,1.13087331505565,1.100694275,98.89920064,"Madera",12,12,11.2217570945712,2.484906649788,6.36818718635049,5.37151186343166,0.763762972980405,0.742267897233735,-5.30284986031009,0,0.323250082950015,0.253599592845975,-0.0142815478475182,0.314445430073085,0.977342496772291,0.0189592422302515,-0.0076481196387772,0.0260382822871136,-0.227059021018636,-0.240939387902112,0.60953014877418,0.382568934672449,0.323250082950015,0.253599592845975,-0.0142815478475182,0.314445430073085,0.977342496772291,0.0189592422302515,-0.0076481196387772,0.0260382822871136,-0.227059021018636,-0.240939387902112,0.60953014877418,0.382568934672449
"Jurua1","Jurua1","White",188893.8248,0,0,0.16128947,37,664,627,204.9731768,81.21729351,0,0,1099,2506.584655,"F","PebasSudEst3","B2","AcreSystem",185,321,511,2,1,"Pebas",0.160302724554584,0.582715456046802,0.193109425,99.80662788,"Jurua1",18,18,12.1489456566082,0,6.4425401664682,5.32774595060282,0.148680940515278,0.176562861457721,-6.37749923951291,0,0.266494366236564,-0.24935490639809,0.0231934657562575,0.940252654239276,-0.347709094828028,0.443354587538188,0.0199786418374421,0.00524226002005583,-0.227059021018636,-0.420424281734348,-0.558653859445478,-0.287540849539266,0.266494366236564,-0.24935490639809,0.0231934657562575,0.940252654239276,-0.347709094828028,0.443354587538188,0.0199786418374421,0.00524226002005583,-0.227059021018636,-0.420424281734348,-0.558653859445478,-0.287540849539266
"Juruena1","Juruena1","Clear",132140.012,20,0,0.147655723,97,806,709,372.1290316,147.1829822,0,0,709,1552.973572,"B","GroupAtlantik","F2","GroupeAtlantik3",150,270,212,11,0,"Other",1.12760027427932,0.523011878951637,0.048711615,99.866771294,"Tapajos",7,7,11.7916249040985,3.04452243772342,6.56526497003536,5.92192428904662,0.754994712800908,0.0475623774143193,-6.19319537739827,0,0.0556431763868172,-0.163097510755822,-0.324111070886427,0.699078509711663,1.27575201269989,-0.334703545526362,0.0655785474498126,0.287574905638683,-0.227059021018636,-0.461353099260386,0.592877180908177,-0.360527035008264,0.0556431763868172,-0.163097510755822,-0.324111070886427,0.699078509711663,1.27575201269989,-0.334703545526362,0.0655785474498126,0.287574905638683,-0.227059021018636,-0.461353099260386,0.592877180908177,-0.360527035008264
"Jutai","Jutai","Black",78108.59227,0,0,0.176607407,42,237,195,122.8843499,34.81687484,0,0,976,2687.561959,"F","PebasSudEst3","B2","AcreSystem",41,112,197,0,1,"Pebas",0.147652981931108,0.495091667583174,0,99.999857758,"Jutai",19,19,11.2658681486445,0,5.27811465923052,4.81934846830835,0.137718971653586,0,-6.54735647474254,0,0.503392208223325,-0.328851030753806,0.0891052822494413,0.344218248068182,-0.347709094828028,0.514087145089511,-0.412677933519116,-0.236330340182745,-0.227059021018636,-0.476443522220661,-0.579473190927994,-0.394658821149388,0.503392208223325,-0.328851030753806,0.0891052822494413,0.344218248068182,-0.347709094828028,0.514087145089511,-0.412677933519116,-0.236330340182745,-0.227059021018636,-0.476443522220661,-0.579473190927994,-0.394658821149388
"Luna","Luna","White",45791.91404,0,0,0.148084113,5,74,69,44.55003722,13.92792632,0,0,1007,1426.978522,"B","GroupAtlantik","G2","GroupAtlantik",79,103,451,0,0,"Other",0.383609311148791,0.54289602350383,0,100.00007661,"Madera",12,12,10.7318846428488,0,4.24849524204936,3.81881144082967,0.324695527711883,0,-6.09713381694099,0,0.0622683940338613,-0.118139038744947,-0.369998386207742,-0.0161946702904756,-0.347709094828028,0.0189592422302515,-0.795245653127894,-0.711750340762544,-0.227059021018636,-0.476443522220661,-0.224361171440296,-0.336219147059349,0.0622683940338613,-0.118139038744947,-0.369998386207742,-0.0161946702904756,-0.347709094828028,0.0189592422302515,-0.795245653127894,-0.711750340762544,-0.227059021018636,-0.476443522220661,-0.224361171440296,-0.336219147059349
"Madera1","Madera1","White",9292.491115,0,0,0.136599676,4,57,53,33.76556474,12.95050437,0,0,953,1426.978522,"B","GroupAtlantik","G2","GroupAtlantik",126,345,466,0,0,"Other",0.71647439135435,0.693051346242103,0,100.00011929,"Madera",12,12,9.1370695540034,0,3.98898404656427,3.54862737791782,0.540272414698202,0,-3.29341752899216,0,-0.115342882323582,1.19404868398354,-0.369998386207742,-1.09261735783525,-0.347709094828028,0.0189592422302515,-0.891670219927035,-0.840132303467011,-0.227059021018636,-0.476443522220661,0.185069536379107,-0.152657880419256,-0.115342882323582,1.19404868398354,-0.369998386207742,-1.09261735783525,-0.347709094828028,0.0189592422302515,-0.891670219927035,-0.840132303467011,-0.227059021018636,-0.476443522220661,0.185069536379107,-0.152657880419256
"Madera2","Madera2","White",31132.74421,1,0,0.176682997,14,248,234,70.13330969,21.88915228,0,0,946,1766.167501,"B","GroupAtlantik","G2","GroupAtlantik",65,76,344,0,0,"Other",0.26154448991205,1.16209032862412,0,100.000010284,"Madera",12,12,10.3460475327851,0.693147180559945,5.45958551414416,4.26455571781898,0.232336755946018,0,-6.01528207249245,0,0.504561236916665,-0.0798310064340668,-0.246465980506979,-0.276615970461377,0.0219046992726827,0.0189592422302515,-0.345250212187058,-0.499948339832383,-0.227059021018636,-0.476443522220661,-0.3997719857723,0.420730982123386,0.504561236916665,-0.0798310064340668,-0.246465980506979,-0.276615970461377,0.0219046992726827,0.0189592422302515,-0.345250212187058,-0.499948339832383,-0.227059021018636,-0.476443522220661,-0.3997719857723,0.420730982123386
"Madera3","Madera3","White",19104.21496,0,0,0.147944341,26,101,75,62.56510532,13.84692288,0,0,915,2025.092286,"B","GroupAtlantik","G2","GroupAtlantik",62,90,425,1,0,"Other",0.47282483515468,0.758753217328525,0,99.999967065,"Madera",12,12,9.85771661132254,0,4.33073334028633,4.15206466128736,0.387182213338476,0,-5.35785459789256,0,0.0601067657956612,0.227856424160236,-0.152165742094448,-0.606215612807675,-0.347709094828028,0.0189592422302515,-0.764689079327436,-0.553400132912198,-0.227059021018636,-0.476443522220661,-0.10568440472825,-0.0723389249715742,0.0601067657956612,0.227856424160236,-0.152165742094448,-0.606215612807675,-0.347709094828028,0.0189592422302515,-0.764689079327436,-0.553400132912198,-0.227059021018636,-0.476443522220661,-0.10568440472825,-0.0723389249715742
"Madera4","Madera4","White",28152.33366,8,0,0.157699267,43,829,786,142.2833084,61.77116935,0,0,923,2403.687674,"F","PebasSudEst3","G2","GroupAtlantik",279,403,604,0,1,"Pebas",0.781916796860906,1.32099146924008,0.97545343,99.02440112,"Madera",12,12,10.2454210514229,2.19722457733622,6.6682282484174,4.96482384793814,0.577689637083652,0.680797956812652,-4.24644896907316,0,0.210970483157897,0.7480134840513,-0.0142815478475182,-0.344533955601847,0.823938911969767,0.0189592422302515,0.103835816064562,-0.167205557022821,-0.227059021018636,-0.260442353286214,0.256133554697933,0.614983800539046,0.210970483157897,0.7480134840513,-0.0142815478475182,-0.344533955601847,0.823938911969767,0.0189592422302515,0.103835816064562,-0.167205557022821,-0.227059021018636,-0.260442353286214,0.256133554697933,0.614983800539046
"Madera6","Madera6","White",5261.38365,7,0,0.137632617,91,350,259,151.4186641,26.62999766,0,0,746,2884.422736,"A","PebasSudEst","A2","AcreSud",40,62,302,0,1,"Pebas",0.435839641698102,0.288114191111825,0,99.99981511,"Madera",12,12,8.56833936848257,2.07944154167984,5.56068163101553,5.02663110360174,0.36174979426379,0,-4.44101493742553,0,-0.0993680487804192,0.656953245171163,0.160801849285988,-1.47648259655041,0.761132287474105,0.0189592422302515,-0.307686710326664,-0.137836923262735,-0.227059021018636,-0.476443522220661,-0.1539864907676,-0.647683802576613,-0.0993680487804192,0.656953245171163,0.160801849285988,-1.47648259655041,0.761132287474105,0.0189592422302515,-0.307686710326664,-0.137836923262735,-0.227059021018636,-0.476443522220661,-0.1539864907676,-0.647683802576613
"Madre_Dios","Madre_Dios","White",128842.8549,0,0,0.175102904,104,5875,5771,841.601012,1162.160263,21.12600087,16.0656833,828,2988.418281,"A","PebasSudEst","A2","AcreSud",406,596,527,14,1,"Pebas",0.52036206338377,1.55882196317171,29.617426285,70.302548027,"Madera",12,12,11.7663565230534,0,8.66077391989376,6.73649355058858,0.418948506087751,3.42156933330038,-5.37610809462544,0.477578871682813,0.480124485294147,0.219313471931902,0.198676959184568,0.682023580381794,-0.347709094828028,0.0189592422302515,0.844190592822751,0.674629565445183,0.518542281769868,0.609139899685113,-0.0453528176691992,0.905725852939164,0.480124485294147,0.219313471931902,0.198676959184568,0.682023580381794,-0.347709094828028,0.0189592422302515,0.844190592822751,0.674629565445183,0.518542281769868,0.609139899685113,-0.0453528176691992,0.905725852939164
"Mamore1","Mamore1","Clear",45674.35415,2,0,0.138891371,109,1081,972,176.8091264,70.81692416,0.025479146,0,772,2988.418281,"A","PebasSudEst","A2","AcreSud",137,189,473,3,1,"Pebas",1.04341940704586,1.21201094391845,1.723652707,98.276125302,"Madera",12,12,10.7293141349107,1.09861228866811,6.880384082186,5.18071065134629,0.714624584558813,1.00197388640007,-5.48754522596618,0.0159628663623972,-0.0799009295337346,0.167158966773902,0.198676959184568,-0.0179296382390463,0.238114908570869,0.0189592422302515,0.182664917548254,-0.0646237420747865,-0.2021376213049,-0.15854078978963,0.516204906751208,0.481757732342911,-0.0799009295337346,0.167158966773902,0.198676959184568,-0.0179296382390463,0.238114908570869,0.0189592422302515,0.182664917548254,-0.0646237420747865,-0.2021376213049,-0.15854078978963,0.516204906751208,0.481757732342911
"Mamore2","Mamore2","White",63019.02636,0,0,0.094932715,128,592,464,168.4944854,32.9382699,0,0,630,3239.432438,"A","PebasSudEst","A2","AcreSud",141,211,384,5,1,"Pebas",1.52868359834822,0.500770614817337,0.540902844,99.458804378,"Madera",12,12,11.0512078335911,0,6.14203740558736,5.13282039177797,0.927698850469229,0.432368506978573,-5.69933383201734,0,-0.759738608918259,0.0680382355256506,0.290096152020899,0.199332966473388,-0.347709094828028,0.0189592422302515,-0.0916768437215475,-0.087379508834474,-0.227059021018636,-0.339263170864945,0.920882554384823,-0.387716444892089,-0.759738608918259,0.0680382355256506,0.290096152020899,0.199332966473388,-0.347709094828028,0.0189592422302515,-0.0916768437215475,-0.087379508834474,-0.227059021018636,-0.339263170864945,0.920882554384823,-0.387716444892089
"Mantaro","Mantaro","White",34534.99091,0,2,0.134474356,467,5490,5023,3882.302206,789.4466958,99.23413993,97.9751578,18,5792.886108,"D","PebasSud","E2","AcreOuest",30,30,18,0,1,"Pebas",1.44760529465209,1.28998915408213,92.427823554,6.773441291,"Ucayali",24,24,10.4497572740317,0,8.52198170814803,8.26444115467129,0.895110115805448,4.53718919759615,-7.04853093664965,1.48317080344179,-0.148211781153189,-0.563409348471709,1.22006231905412,-0.206616934724862,-0.347709094828028,0.867749932846125,0.792620644683672,1.40065651983932,2.088483288061,0.963099826213929,0.858988958615545,0.577084216725494,-0.148211781153189,-0.563409348471709,1.22006231905412,-0.206616934724862,-0.347709094828028,0.867749932846125,0.792620644683672,1.40065651983932,2.088483288061,0.963099826213929,0.858988958615545,0.577084216725494
"Maranon1","Maranon1","White",38396.10389,0,0,0.114596913,87,254,167,135.5835481,23.05388667,0,0,619,3995.873957,"G","PebasSystem","J2","AtlantikNord4",53,59,228,2,1,"Pebas",0.664686556167254,0.232997749144303,0,99.999654785,"Maranon",23,23,10.5557373162004,0,5.12396397940326,4.9169365013768,0.509636851156092,0,-6.47817382832465,0,-0.455624153388095,-0.296472355477128,0.565591661602328,-0.135085556187466,-0.347709094828028,0.797017375294802,-0.469954508798854,-0.189959939624059,-0.227059021018636,-0.476443522220661,0.126885467387109,-0.715062325800117,-0.455624153388095,-0.296472355477128,0.565591661602328,-0.135085556187466,-0.347709094828028,0.797017375294802,-0.469954508798854,-0.189959939624059,-0.227059021018636,-0.476443522220661,0.126885467387109,-0.715062325800117
"Maranon3","Maranon3","White",35923.1031,0,0,0.153961523,110,2111,2001,371.2557073,351.7198537,8.786770229,1.273724196,383,4352.070946,"G","PebasSystem","B2","AcreSystem",46,64,272,2,1,"Pebas",0.330163921161901,0.903232433542238,24.702917121,75.296693585,"Maranon",23,23,10.4891637447344,0,7.60190195987517,5.91958100334719,0.285302183633039,3.24660449211348,-6.33025282452335,0.300947094442942,0.153164821240175,-0.227242766892851,0.695318373490978,-0.180019481893392,-0.347709094828028,0.797017375294802,0.450753732229127,0.286461458701704,0.242782839649146,0.553627673420895,-0.299178305016391,0.10428343811031,0.153164821240175,-0.227242766892851,0.695318373490978,-0.180019481893392,-0.347709094828028,0.797017375294802,0.450753732229127,0.286461458701704,0.242782839649146,0.553627673420895,-0.299178305016391,0.10428343811031
"Maranon5","Maranon5","White",81150.10154,5,0,0.182475191,165,6247,6082,2345.680468,1218.631294,82.28126125,70.38723008,197,4664.067901,"K","PebasOuest","M2","AcreNordOuest",113,154,215,8,1,"Pebas",1.58767239640911,1.43520802876256,96.01948824,2.883174325,"Maranon",23,23,11.3040681469726,1.79175946922805,8.7132532743207,7.76075704171668,0.950758783003573,4.57491186801446,-6.26710322179142,1.13631902731063,0.594139765602914,-0.197687660423557,0.808947461724009,0.370001390673338,0.60772870267158,0.797017375294802,0.86368994045998,1.1613235469494,1.54697454156508,0.975068341724509,0.964678736024662,0.75461079447361,0.594139765602914,-0.197687660423557,0.808947461724009,0.370001390673338,0.60772870267158,0.797017375294802,0.86368994045998,1.1613235469494,1.54697454156508,0.975068341724509,0.964678736024662,0.75461079447361
"Marmelos","Marmelos","White",27455.25245,1,0,0.186072082,29,196,167,84.28327624,16.67913814,0,0,899,2025.092286,"B","GroupAtlantik","G2","GroupAtlantik",44,49,186,0,0,"Other",0.529181716506473,1.02671699994801,0,99.99996726,"Madera",12,12,10.220349196957,0.693147180559945,5.12396397940326,4.44597837712801,0.424732766521242,0,-6.32849247660651,0,0.649767081197802,-0.226418893616466,-0.152165742094448,-0.36145623904071,0.0219046992726827,0.0189592422302515,-0.469954508798854,-0.413742673849948,-0.227059021018636,-0.476443522220661,-0.03436716017779,0.255240347306627,0.649767081197802,-0.226418893616466,-0.152165742094448,-0.36145623904071,0.0219046992726827,0.0189592422302515,-0.469954508798854,-0.413742673849948,-0.227059021018636,-0.476443522220661,-0.03436716017779,0.255240347306627
"Maues","Maues","Black",26328.62134,1,0,0.226510988,5,301,296,111.3404496,48.54480558,0,0,841,1272.960079,"B","GroupAtlantik","F2","GroupeAtlantik3",41,70,178,1,0,"Other",0.106236149905948,0.676123560242297,2.83915798,97.161002017,"Andira",10,10,10.1784498710729,0.693147180559945,5.6937321388027,4.72153398923265,0.100963397402598,1.34525306651346,-5.92991664826496,0,1.27517046049786,-0.0398785112053934,-0.426091803046253,-0.389736247983397,0.0219046992726827,-0.122505872872394,-0.258250162697946,-0.282808339918616,-0.227059021018636,-0.0496263851070722,-0.64928058536748,-0.173351691220442,1.27517046049786,-0.0398785112053934,-0.426091803046253,-0.389736247983397,0.0219046992726827,-0.122505872872394,-0.258250162697946,-0.282808339918616,-0.227059021018636,-0.0496263851070722,-0.64928058536748,-0.173351691220442
"Napo1","Napo1","White",22577.87847,0,0,0.114715953,78,232,154,146.1610169,26.12593528,0,0,690,3785.014556,"G","PebasSystem","J2","AtlantikNord4",24,29,205,0,1,"Pebas",0.281887171977176,1.12796826421948,0,99.99974657,"Napo",22,22,10.0247701672938,0,5.04342511691925,4.9915273403785,0.248333345247248,0,-6.65743004714713,0,-0.453783153577865,-0.380367366742224,0.488796804803187,-0.493462580220859,-0.347709094828028,0.726284817743479,-0.499879710719335,-0.154516996736877,-0.227059021018636,-0.476443522220661,-0.369390737708753,0.379017579972424,-0.453783153577865,-0.380367366742224,0.488796804803187,-0.493462580220859,-0.347709094828028,0.726284817743479,-0.499879710719335,-0.154516996736877,-0.227059021018636,-0.476443522220661,-0.369390737708753,0.379017579972424
"Napo2","Napo2","White",53025.31411,1,0,0.132895748,122,5665,5543,863.5110219,1097.916846,25.22306456,20.34651689,579,4117.1398,"G","PebasSystem","J2","AtlantikNord4",349,502,495,4,1,"Pebas",0.57595464829781,1.566304154758,30.177962513,69.613057728,"Napo",22,22,10.8785435619641,0.693147180559945,8.62047154086974,6.76216405449262,0.454861214560857,3.43971151553554,-4.65992458353313,0.526170695583104,-0.172625566674244,0.554499743993486,0.609756602807924,0.0827929734624949,0.0219046992726827,0.726284817743479,0.829215749710098,0.686827285915056,0.594404363099523,0.614895987127213,0.0228537783875878,0.914872651998808,-0.172625566674244,0.554499743993486,0.609756602807924,0.0827929734624949,0.0219046992726827,0.726284817743479,0.829215749710098,0.686827285915056,0.594404363099523,0.614895987127213,0.0228537783875878,0.914872651998808
"Negro1","Negro1","Black",91383.36763,3,0,0.144761686,7,392,385,69.014659,34.76263173,0,0,1079,1591.603509,"B","GroupAtlantik","H2","AtlantikNord1",379,741,786,5,0,"Other",0.394675710932664,1.21737507340926,1.503976075,98.49616287,"Negro",13,13,11.42282971032,1.38629436111989,5.95583736946483,4.24870463441096,0.332661922967843,0.917879898479745,-4.81481814217342,0,0.0108857707433657,0.482006879130115,-0.310042072938004,0.450159674909261,0.391518493373394,0.0896917997815743,-0.160861750320811,-0.507480217090361,-0.227059021018636,-0.185221832982225,-0.209231131787094,0.488315251489077,0.0108857707433657,0.482006879130115,-0.310042072938004,0.450159674909261,0.391518493373394,0.0896917997815743,-0.160861750320811,-0.507480217090361,-0.227059021018636,-0.185221832982225,-0.209231131787094,0.488315251489077
"Negro2","Negro2","Black",36699.80518,0,0,0.153539401,12,76,64,48.42793957,13.82655067,0,0,879,1919.153465,"E","PebasNordEst","H2","AtlantikNord1",149,331,380,2,1,"Pebas",0.722264084133153,0.479803083097777,0,100.000100719,"Negro",13,13,10.5105539733115,0,4.17438726989564,3.90051584265481,0.543639753209597,0,-4.70840835020464,0,0.146636540646311,0.531808502496818,-0.190748591849223,-0.165582117026928,-0.347709094828028,0.0896917997815743,-0.822781378890817,-0.672927283048265,-0.227059021018636,-0.476443522220661,0.191464896333794,-0.413348747567549,0.146636540646311,0.531808502496818,-0.190748591849223,-0.165582117026928,-0.347709094828028,0.0896917997815743,-0.822781378890817,-0.672927283048265,-0.227059021018636,-0.476443522220661,0.191464896333794,-0.413348747567549
"Negro3","Negro3","Black",135693.2674,4,0,0.123660152,21,2498,2477,111.3882295,149.7170873,0.683128649,0.201441115,903,2196.111868,"L","PebasNordEst2","N2","AtlantikNord2",276,438,602,13,1,"Pebas",0.269747644339977,1.21005660000675,4.59380933,95.406214116,"Negro",13,13,11.8181596002733,1.6094379124341,7.81520706218909,4.72195921222521,0.238818175481884,1.72166050946523,-5.73593332036162,0.0827459902711253,-0.315457643987368,0.0509090418658189,-0.0898805214817851,0.71698814021956,0.510507557952325,0.0896917997815743,0.530009858533121,-0.282606288910192,-0.0978750855373957,0.069798837691564,-0.38746226080437,0.479368593967128,-0.315457643987368,0.0509090418658189,-0.0898805214817851,0.71698814021956,0.510507557952325,0.0896917997815743,0.530009858533121,-0.282606288910192,-0.0978750855373957,0.069798837691564,-0.38746226080437,0.479368593967128
"Negro5","Negro5","Black",126849.8958,17,0,0.130265841,69,2408,2339,190.9604753,179.4908152,0.579556682,0.209680205,605,2805.821472,"L","PebasNordEst2","N2","AtlantikNord2",259,354,463,3,1,"Pebas",0.125689664184513,0.537843783589796,5.302517649,94.184463563,"Negro",13,13,11.7507676268866,2.89037175789616,7.75790620835175,5.25728949302365,0.11839588265797,1.84094918039335,-5.88146283045067,0.0762023474364575,-0.213298099334868,-0.0172012862919742,0.132175320022958,0.671501832986058,1.19355270607048,0.0896917997815743,0.508719023668911,-0.0282361702460874,-0.108091091545617,0.107646325486246,-0.616172236522963,-0.342395388707513,-0.213298099334868,-0.0172012862919742,0.132175320022958,0.671501832986058,1.19355270607048,0.0896917997815743,0.508719023668911,-0.0282361702460874,-0.108091091545617,0.107646325486246,-0.616172236522963,-0.342395388707513
"Nhamunda","Nhamunda","Clear",28608.56844,0,0,0.170028621,1,375,374,106.3634353,68.3420675,0,0,813,859.3573909,"H","AffluentsNord","K2","AffluentsNord",67,87,212,0,0,"Other",0.47661696896222,0.905267699605117,16.18467681,83.81555316,"Nhamunda",9,9,10.2614965016941,0,5.92692602597041,4.67621967066227,0.389753639492256,2.84401810360764,-5.7955534290877,0,0.401648728909321,0.0230057996460677,-0.576725633237108,-0.33368380782898,-0.347709094828028,-0.193238430423717,-0.171604114505985,-0.304340110127354,-0.227059021018636,0.425896487326445,-0.100800667677559,0.106771501867483,0.401648728909321,0.0230057996460677,-0.576725633237108,-0.33368380782898,-0.347709094828028,-0.193238430423717,-0.171604114505985,-0.304340110127354,-0.227059021018636,0.425896487326445,-0.100800667677559,0.106771501867483
"Orthon","Orthon","White",33575.78668,0,0,0.177107281,123,517,394,279.269802,76.14625321,0,0,730,3116.085958,"A","PebasSudEst","A2","AcreSud",82,182,351,2,1,"Pebas",0.0797784520463959,1.0122138701566,0,99.99968632,"Madera",12,12,10.4215902345698,0,5.97888576490112,5.63575271779685,0.0767558830985795,0,-5.21755376456882,0,0.511122953679798,0.293519641143819,0.245173444172183,-0.225628317630505,-0.347709094828028,0.0189592422302515,-0.152297836377887,0.151596241348436,-0.227059021018636,-0.476443522220661,-0.69525629201488,0.23751062033986,0.511122953679798,0.293519641143819,0.245173444172183,-0.225628317630505,-0.347709094828028,0.0189592422302515,-0.152297836377887,0.151596241348436,-0.227059021018636,-0.476443522220661,-0.69525629201488,0.23751062033986
