"Abuna";"Amazon1";"Amazon2";"Amazon5";"Amazon8";"Amazon9";"Andira1";"Apaporis";"Apurimac1";"Arinos";"Aripuana";"Bacaja";"Beni";"Blanco_Baures";"Branco";"Candeias";"Canuma";"Caqueta1";"Chapare";"Coari";"Curaray";"Curua";"Curua_Una";"Demini";"Fresco";"Grande";"Guapore";"Huallaga";"Iriri";"Isiboro";"Itonamas";"Jamanxim";"Japura1";"Jari";"Jatapu";"Javary1";"Jiparana";"Jurua1";"Juruena1";"Jutai";"Luna";"Madera1";"Madera2";"Madera3";"Madera4";"Madera6";"Madre_Dios";"Mamore1";"Mamore2";"Mantaro";"Maranon1";"Maranon3";"Maranon5";"Marmelos";"Maues";"Napo1";"Napo2";"Negro1";"Negro2";"Negro3";"Negro5";"Nhamunda";"Orthon";"Pachitea";"Paru_Este";"Pastaza";"Purus1";"Purus2";"Purus3";"Putumayo";"Roosevelt";"Santiago";"Solimoes1";"Solimoes2";"Solimoes3";"Solimoes4";"Solimoes7";"Solimoes8";"Solimoes9";"Tapajos1";"Tapajos2";"Tapaua";"Tefe";"Teles_Pires";"Tigre";"Trombetas1";"Uatuma1";"Uaupes";"Ucayali1";"Ucayali2";"Unini";"Urubamba";"Xingu1";"Xingu3";"Xingu4";"Xingu6";"Yacuma"
"Abuna";0;1.09724880872492;0.881163246609257;0.89273133432005;0.834069621540715;0.883091280749212;0.803319561820819;0.855209411888412;1.16326211849455;1.14252627113997;0.796514806000996;0.994210899215328;0.666999354948252;0.643138387334952;0.933605087547131;0.704866281357741;0.855012225475318;0.816244520147628;0.67899039272253;0.774882774760423;0.791755439779087;1.18483547974823;1.05987566612696;1.08450518514915;0.956794463213282;0.839206260635289;0.713027698850735;0.905781587423136;0.852027400537546;0.745996149873464;0.6888184740163;0.802912522525477;0.831700016835219;0.904653422896621;1.08524831972618;0.774881051189043;0.736717035559231;0.806365371623459;0.955126014973437;0.786725475025698;0.781821217096771;0.803835319529265;0.78745623597827;0.755519404195342;0.766002903712086;0.569311993753135;0.746643829158074;0.659699232567714;0.692658839100481;0.991130403973796;0.824534230766245;0.938846391238446;1.16604657478015;0.824796503326756;0.808880872233734;0.783094828262471;0.69009420999334;0.938382122950435;1.03564106397596;0.984913357815753;0.939243007417502;1.03947055748062;0.621288755337644;0.965793263740267;1.07463635543264;0.885055894405063;0.892167173045874;0.875881433698354;0.728260608526092;0.854491487153824;0.964177176631207;1.00257466347707;0.901312347539;0.848923144895509;0.850302952489983;0.789907639441351;0.820420727621101;0.826412697435337;0.83668224586902;0.864766495299351;0.812514217876685;1.17610531062685;0.807127142125367;0.801924859122542;0.90046413594697;0.86179100583781;0.872924374655055;0.923731483286604;0.804856664418644;1.07340828758314;0.908300967416007;0.993554848355316;0.932745752936217;0.952830022023469;1.03776186380911;0.951419786096941;0.807920552946174
"Amazon1";1.09724880872492;0;0.848434303983769;0.90541113571893;0.890300586376596;0.856094609276653;1.03633952696022;1.18942550152347;1.23694987954889;1.02716109220593;0.964619204488728;1.00219770904444;1.00352211682569;1.06475522265869;0.946501506505116;0.931364635377801;0.979285457895455;1.04308871513433;1.04254703794574;0.891235179133393;1.04673497724051;1.08814611321345;0.858985923560798;0.96890405188331;1.07714746611219;1.25078943031531;1.0208240375283;1.17692071158724;0.945588880546778;1.14273362764399;1.02497666560239;0.9404103380646;0.954011106546181;0.698279901681034;1.02602219375544;0.997879442507034;0.973319332064149;0.923196510561928;0.937521786869439;0.867942584466966;0.880470290056002;0.862438459701475;0.913160175300219;0.93880386357219;0.961781365520113;0.991396012066426;1.03944213477313;0.91571028376544;1.02245313745552;1.0241941752223;1.05772737127719;1.08589905335463;1.2487180135211;1.03789388392248;0.938257939232329;1.04224866318353;1.08234108104374;0.940196837367908;0.989123937300776;0.950822369449906;0.988327500309183;1.05021151357005;0.972571179496761;1.23037858943227;1.12652100945644;1.14433011960965;0.935324246844766;1.005029596281;1.02885839339528;0.960748999578903;1.00540012462289;1.12780107690467;0.959778587497346;0.8768929533675;1.01763668198119;0.853184310197768;0.949731747986751;1.04185582254381;0.969606574783467;0.90318896288849;0.918846441323068;1.05096598395952;0.934626226792931;1.01798217079744;1.17567787374612;0.904409003538556;0.925729011649619;0.992513658861925;1.01865947524627;1.25374283966958;1.01590138547534;1.25137881988237;0.861534317772295;0.979659388378234;0.986927818044035;0.943531995555841;1.15757379034916
"Amazon2";0.881163246609257;0.848434303983769;0;0.343153887822381;0.461396495714376;0.511293477345596;0.751714674987367;0.997946694693319;1.21543888062108;1.18006776169096;0.613187642229435;1.07812472980769;0.783786431379591;0.838282107432391;0.649953101187455;0.664634567217745;0.770514381163075;0.918887844921484;0.953582506017026;0.623053940484733;0.843644751229842;1.15948193200818;0.919039585436416;0.993867052534057;1.0570669786174;1.15226740927345;0.728160230668066;0.989705638860962;0.8846389782021;1.01963612287415;0.825285924065488;0.868077488782542;0.607116912120224;0.726457114434858;1.06550966270723;0.663178898093121;0.665616509119649;0.650707550914753;1.01944408798934;0.778883937425981;0.463174800221037;0.5107213832086;0.682677080880433;0.623724482149046;0.584381808052904;0.755556675581558;0.860256717303506;0.613157576634166;0.775087243611532;0.996956601527848;0.932767358146845;1.06735615546283;1.2698860851088;0.981469864899097;0.848994173738145;0.898909033027364;0.796746136913419;0.511748323801826;0.906654447438317;0.907043406810737;0.955125907679102;1.01460656835518;0.803348140752551;1.13468573025869;1.04836122261095;1.01838560494282;0.571779950383023;0.942164595107638;0.871043241869587;0.60473048248202;1.02681501994067;1.15995175599854;0.43148145295487;0.660267794098619;0.689972309778357;0.545800085012981;0.854598098133006;0.752528915885723;0.746137737053022;0.351200168577649;0.823633113705946;1.105476300513;0.484007680571783;0.816237139370563;1.10262366621617;0.548558608675994;0.650108562314834;1.00802976349803;0.770009295149644;1.21198364795112;0.884176778210335;1.16532034195208;0.543615659151045;0.969297913140061;1.15672134791885;1.02547406310305;1.06096394515801
"Amazon5";0.89273133432005;0.90541113571893;0.343153887822381;0;0.437758331629193;0.556187160558169;0.71845056507149;0.949389287056345;1.2042932495501;1.13951476966481;0.597159830361499;1.06390244531778;0.782032336369473;0.783466665885867;0.634152568896605;0.595964797739975;0.768411450305675;0.817381484205828;0.946527600396052;0.622187739955339;0.7843968758689;1.16195149833392;0.92532250640834;0.9456851040971;1.04407305215459;1.16104438339387;0.668898579529226;0.989937532957512;0.922574742597208;1.0053468539527;0.785378239944788;0.884466689853863;0.559554762834514;0.824651065929735;1.01273727106422;0.641783158463355;0.626498659968397;0.615505307795426;0.967290732358134;0.721078060105395;0.456568868497273;0.536301388692336;0.645713688141306;0.609440196735196;0.535337525997388;0.733110794313296;0.887658384724796;0.563498750924691;0.777917297539225;0.990840123951227;0.903462200876821;1.05836946041546;1.26507585280061;0.936720400935709;0.809505819689515;0.911475131209058;0.753677407172846;0.529412213499477;0.865438220097573;0.826790866642671;0.874524825074105;0.931862608053274;0.788415362663054;1.12123251243542;1.03364308890139;0.967105867974948;0.533383145037104;0.907352160168783;0.890927594120963;0.614033262601337;1.00768967919673;1.1148123648081;0.455373518729906;0.66650008991576;0.669514635939505;0.506342099394505;0.852876205582984;0.750195631059651;0.715248252566;0.338095371281429;0.812857605626387;1.05819669215711;0.477668168844701;0.796883422198498;1.08780509158726;0.425577453645279;0.602964849189713;0.921393232869619;0.804949686899774;1.19737704442327;0.839617257448793;1.1946939604086;0.563674490351393;0.973188310150336;1.13703352308084;0.984589380815483;1.04378327210972
"Amazon8";0.834069621540715;0.890300586376596;0.461396495714376;0.437758331629193;0;0.361715183049343;0.602691980766733;0.909560366847953;1.21263540990305;1.1577055769942;0.491294119065139;1.03798953348941;0.76264770665447;0.730364583786031;0.5418626541869;0.497992505868175;0.64390259010677;0.801591073078393;0.923542841204226;0.49586728881215;0.77749575102401;1.17086247804564;0.882545550674258;0.836462180003302;1.04052020074938;1.14481667518901;0.73366398568539;0.956291016078601;0.854374940897495;0.966457945398103;0.756543778131927;0.789458159751836;0.404653011212412;0.782328644288496;0.908803287538141;0.572583068215083;0.585793347347258;0.564957872744414;1.00240803015474;0.618317855496257;0.377039935241044;0.368258881866285;0.500425408349327;0.559051322138241;0.533836444171591;0.730499738050529;0.888214521110031;0.576421299573173;0.724431255889519;0.994000127889144;0.846642072152672;1.05041789462205;1.24407855414805;0.815457549143848;0.684572702990838;0.828952769590469;0.739777274814155;0.507636824720565;0.697901828362196;0.703635744214994;0.736923156200168;0.862587453577828;0.731578380775397;1.1118616673794;1.02564125463537;0.964194267975985;0.416098858844142;0.770895635909737;0.883706231517148;0.591971816057326;0.931167000632084;1.11293793984042;0.372386525161139;0.512545198540862;0.468212145308281;0.351863417972862;0.696935204612443;0.76398450568667;0.700559885973178;0.458379636386299;0.763364828260636;0.985089335678367;0.351478040992814;0.791595367313728;1.10227034049711;0.45523054770066;0.496795357329081;0.877831282699049;0.748142991150116;1.18952567631301;0.70417887617008;1.15379209292386;0.568455056752819;0.937099419592751;1.14981558479817;1.02296978599754;1.00933277046151
"Amazon9";0.883091280749212;0.856094609276653;0.511293477345596;0.556187160558169;0.361715183049343;0;0.614773338301965;0.911054006276154;1.22404543114497;1.21847401438203;0.580560854445693;1.09849635219694;0.781831107996447;0.831398666329867;0.535841862305481;0.566751651501743;0.66564258877868;0.85431621809199;0.923424363396404;0.536895150607589;0.828725638935511;1.15344800340957;0.903891641960562;0.859405900205148;1.07400873829747;1.15295289943373;0.799264380792926;0.998423823252388;0.917993210299369;0.972813930829382;0.793435235305747;0.882621199671836;0.488379088250266;0.822323027702872;0.940905069793764;0.63718058710032;0.665978735527583;0.654585868837166;1.06359415439697;0.659438312624304;0.39347846734087;0.395219939019544;0.40332578321231;0.526590224833054;0.530046227495387;0.733723663303353;0.872595125695553;0.609877862712656;0.770083785442696;0.995767766786132;0.874366752215043;1.03565211927903;1.23007448031453;0.829388983212537;0.764596714258525;0.870567728156256;0.806277547379516;0.496520077221121;0.696701909403667;0.732982564979751;0.810399781790527;0.927531843288181;0.766922968548447;1.11706511312792;1.02391636458263;0.945921884817761;0.488199107569501;0.769961096346769;0.875162060244647;0.651169678232666;0.961507376258865;1.05947761120688;0.34178613953311;0.504297195341385;0.581796366893934;0.4242751788672;0.74751109741613;0.773993460506097;0.724303925223106;0.524131212840945;0.827301768875193;0.994602107840487;0.471256778816537;0.819066717784015;1.11061674130112;0.481483016134669;0.572660538757372;0.890358657316022;0.786661689007364;1.20771604006042;0.74097601497576;1.17053088239716;0.633833152402976;1.01635172996199;1.18059168477309;1.06050819417693;1.03788386427074
"Andira1";0.803319561820819;1.03633952696022;0.751714674987367;0.71845056507149;0.602691980766733;0.614773338301965;0;0.710811559782417;1.22269725295201;1.10585818785871;0.70038246387262;1.02073246667893;0.931274247901596;0.805068115841477;0.770158356742432;0.736428959491559;0.621493160371254;0.807824571213859;1.05579024736757;0.495693199457727;0.999206859933834;1.06662465582504;0.773829475603465;0.795163711692572;1.02130403418917;1.05496725297024;0.876564129172782;0.95710552728923;0.918756238934179;0.929645599265102;0.799696803565808;0.809458515959669;0.722594630938953;0.874223344384414;0.768433767817981;0.769798741953907;0.771714702873987;0.785225493616858;1.03480599207448;0.641756931516046;0.542034278859792;0.618294759139191;0.686208470654187;0.720370553652226;0.790343719719691;0.806211129671209;1.04289686526252;0.795933872044599;0.858186367635441;0.968303901633502;0.9130231898939;1.17920911807417;1.32330466525217;0.720309000418227;0.614639904482277;0.876085631495054;0.929729416243579;0.800020371054646;0.821154827504251;0.746593870318591;0.783470128725515;0.691562397200937;0.895255841424865;1.15888918877101;0.943746877963645;1.09601652833443;0.730604355229767;0.645733066118387;1.01295750821691;0.800757648770513;0.854807285597687;1.14450998425855;0.687439530872774;0.624377876968929;0.476212450485971;0.612616810285411;0.863007101046945;0.874276556305513;0.922058667653596;0.706638335437635;0.763167353530892;0.974608042177918;0.641186009940963;0.862868353412652;1.07729176334507;0.573798269177918;0.452700886359974;0.906943389532204;0.862523462338457;1.22239517092064;0.662287542627968;1.28772100553559;0.770901916954669;0.986901403145216;1.08279205498525;0.984060277178156;1.02015346124481
"Apaporis";0.855209411888412;1.18942550152347;0.997946694693319;0.949389287056345;0.909560366847953;0.911054006276154;0.710811559782417;0;1.1439378059709;0.94173258198115;0.857179711752079;0.916323710046348;0.916689107360339;0.818745722860981;0.914579681586832;0.850538296781126;0.766620990778342;0.674677638818955;0.889319850983734;0.743150371375832;0.947104293971757;1.02549380481693;0.921117020437093;0.79495971716591;0.861943909829747;0.904491046616712;0.937127731612514;1.03879978272833;0.894485087621305;0.889508189411824;0.876510615850464;0.660155695085465;0.97219906411044;0.959797967272849;0.689114682383709;0.866535293821243;0.889643433481675;0.977858111378309;0.805646571194329;0.979626340139309;0.862299862052421;0.985384577029655;0.881238245525837;0.832190857097442;0.980134725250563;0.842015101191344;1.01799893128814;0.935581616225941;0.87654826632671;0.967402546990969;0.909971054012079;1.1804992910657;1.2083821406286;0.780116436263112;0.692687215586428;1.01459808259588;0.9347285200519;0.979236311600869;1.02645174187493;0.808294494832721;0.801399766412379;0.950491535747976;0.894831865564427;0.998195079071951;0.933704107711669;1.04448554821078;0.934942093323442;0.774172028676312;0.996569734583542;0.87114231607337;0.798686086279338;1.06972219203199;0.981736057804142;0.956479395015067;0.794869327867674;0.895049871547725;0.906269005508301;0.896475478176258;1.0103910217911;0.920258089585189;0.648639087643707;0.972717627482951;0.891130200734515;0.805059961217782;1.01070590062759;0.868411948971536;0.710111357466319;0.808520877652919;0.925394139298155;1.06294884429884;0.819384765140991;1.17093419287646;0.973815670848274;0.933203722969805;0.981822606709222;0.868043632816639;0.981566421627436
"Apurimac1";1.16326211849455;1.23694987954889;1.21543888062108;1.2042932495501;1.21263540990305;1.22404543114497;1.22269725295201;1.1439378059709;0;1.15837472605943;1.19354421018825;1.18954656426594;1.16460865031116;1.17800666551054;1.20279454157581;1.19163961065147;1.19856084329314;1.15768540114494;1.14440927411625;1.20049508582412;1.20089156758277;1.14159844106426;1.219327772278;1.22448714851248;1.15738044067584;1.12182680091198;1.19359575438685;1.11209023628899;1.15371312069409;1.14596771721793;1.18121755540316;1.1579700592764;1.21381194518742;1.20363197212308;1.22323143333636;1.20311162264507;1.19866850225951;1.18470170854275;1.17430853722465;1.19913280606096;1.20876876631176;1.21878202391731;1.2146635424314;1.17779358156311;1.20652667181684;1.17735531961717;1.17084951068525;1.19838640338591;1.1864516370065;1.01752999874572;1.15984374648036;1.16073612764987;1.10370037172988;1.20547964302599;1.20322566632438;1.15784184885529;1.17841674637168;1.22159681879309;1.2474142565438;1.21962730621032;1.19910132048237;1.22999101772333;1.17463036693819;1.06760037361565;1.26398575844121;1.16004584460106;1.21665817161194;1.17912976546274;1.15824096622351;1.18794704774883;1.24201509363982;1.13558401562266;1.20220814151559;1.21388242974192;1.19901847195018;1.21293982426917;1.18983569405606;1.19670148849587;1.20983409440548;1.20856827852409;1.16253499443735;1.18846581545407;1.19757292149759;1.17267983959426;1.14253637460481;1.20779671533686;1.2014527452639;1.17060984967737;1.18212228299795;0.945947317831215;1.22759857420344;1.08087578811113;1.20474611941945;1.19293841157187;1.15683213599689;1.16950638204066;1.16251666132995
"Arinos";1.14252627113997;1.02716109220593;1.18006776169096;1.13951476966481;1.1577055769942;1.21847401438203;1.10585818785871;0.94173258198115;1.15837472605943;0;1.1340764049657;0.821353570396075;1.1459285215102;1.03463161499838;1.15430268014801;1.15007604234404;1.08843794103269;1.07470624411367;1.0800997846457;1.16306781143708;1.2865925508049;1.07330190985303;0.905400489507352;1.08284458641706;0.634350178318559;1.14233437265151;1.14274473644961;1.13283745212153;0.917856054911433;1.24445403010421;1.08309424858575;0.75216572113733;1.24829306424278;0.909386646038725;1.03994309541745;1.23736437987066;1.18977627285941;1.2043195742486;0.406032500465331;1.20625808437713;1.16294021714608;1.20630728090685;1.21891938059329;1.1521419358181;1.24705195359112;1.15801725422953;1.2406176919965;1.16352107255795;1.10586923336736;1.0144708133118;1.17733353698792;1.35012123881415;1.31670078126234;1.11646848690898;0.97824782080809;1.15986308152733;1.21759241994365;1.27210677722716;1.22837250193731;1.14406646789227;1.01234993152717;1.02272836177956;1.11712599303903;1.15838382599964;1.09408213432774;1.22372379121193;1.24756993282484;1.06103951608685;1.23214140311879;1.20596592842584;0.868520081925511;1.15505693757228;1.20292276256902;1.24472407774261;1.13403143203541;1.18674668749835;1.14479564272376;1.2242018023054;1.25485040125269;1.11099442607709;0.848519452919544;1.01218073303197;1.20771211865401;0.845040536032994;1.21055612613084;1.12356326022551;1.03315383321305;0.966531821521864;1.24488958450784;1.06293749209966;1.09811830050406;1.29244047621459;1.11411634657756;0.82412041540871;0.709718254148831;0.598453103614515;1.04461102847147
